FIPS,name,AVGhmid
34021,"Mercer County, NJ",2578
34023,"Middlesex County, NJ",2465
34025,"Monmouth County, NJ",3630
34027,"Morris County, NJ",3871
34029,"Ocean County, NJ",2605
34031,"Passaic County, NJ",1870
34033,"Salem County, NJ",1788
34035,"Somerset County, NJ",3733
34037,"Sussex County, NJ",3231
34039,"Union County, NJ",2489
34041,"Warren County, NJ",2747
35001,"Bernalillo County, NM",1782
35003,"Catron County, NM",491
35005,"Chaves County, NM",739
35006,"Cibola County, NM",385
35007,"Colfax County, NM",915
35009,"Curry County, NM",757
35011,"De Baca County, NM",261
35013,"Dona Ana County, NM",1074
35015,"Eddy County, NM",962
35017,"Grant County, NM",798
35019,"Guadalupe County, NM",482
35021,"Harding County, NM",0
35023,"Hidalgo County, NM",325
35025,"Lea County, NM",736
35027,"Lincoln County, NM",1163
35028,"Los Alamos County, NM",3193
35029,"Luna County, NM",418
35031,"McKinley County, NM",283
35033,"Mora County, NM",545
35035,"Otero County, NM",691
35037,"Quay County, NM",308
35039,"Rio Arriba County, NM",939
35041,"Roosevelt County, NM",498
35043,"Sandoval County, NM",2273
35045,"San Juan County, NM",1204
35047,"San Miguel County, NM",776
35049,"Santa Fe County, NM",2312
35051,"Sierra County, NM",563
35053,"Socorro County, NM",536
35055,"Taos County, NM",1146
35057,"Torrance County, NM",716
35059,"Union County, NM",364
35061,"Valencia County, NM",1218
36001,"Albany County, NY",1627
36003,"Allegany County, NY",420
36005,"Bronx County, NY",594
36007,"Broome County, NY",788
36009,"Cattaraugus County, NY",536
36011,"Cayuga County, NY",873
36013,"Chautauqua County, NY",594
36015,"Chemung County, NY",810
36017,"Chenango County, NY",608
36019,"Clinton County, NY",960
36021,"Columbia County, NY",1660
36023,"Cortland County, NY",767
36025,"Delaware County, NY",822
36027,"Dutchess County, NY",2620
36029,"Erie County, NY",1131
36031,"Essex County, NY",947
36033,"Franklin County, NY",609
36035,"Fulton County, NY",827
36037,"Genesee County, NY",826
36039,"Greene County, NY",1368
36041,"Hamilton County, NY",923
36043,"Herkimer County, NY",648
36045,"Jefferson County, NY",802
36047,"Kings County, NY",1181
36049,"Lewis County, NY",622
36051,"Livingston County, NY",1037
36053,"Madison County, NY",1130
36055,"Monroe County, NY",1297
36057,"Montgomery County, NY",731
36059,"Nassau County, NY",3489
36061,"New York County, NY",2044
36063,"Niagara County, NY",922
36065,"Oneida County, NY",840
36067,"Onondaga County, NY",1252
36069,"Ontario County, NY",1431
36071,"Orange County, NY",2509
36073,"Orleans County, NY",678
36075,"Oswego County, NY",853
36077,"Otsego County, NY",893
36079,"Putnam County, NY",3637
36081,"Queens County, NY",1364
36083,"Rensselaer County, NY",1526
36085,"Richmond County, NY",3012
36087,"Rockland County, NY",3011
36089,"St. Lawrence Count, NY",604
36091,"Saratoga County, NY",2259
36093,"Schenectady County, NY",1510
36095,"Schoharie County, NY",1023
36097,"Schuyler County, NY",756
36099,"Seneca County, NY",684
36101,"Steuben County, NY",706
36103,"Suffolk County, NY",3167
36105,"Sullivan County, NY",1333
36107,"Tioga County, NY",814
36109,"Tompkins County, NY",1211
36111,"Ulster County, NY",1791
36113,"Warren County, NY",1464
36115,"Washington County, NY",1042
36117,"Wayne County, NY",1019
36119,"Westchester County, NY",3483
36121,"Wyoming County, NY",753
36123,"Yates County, NY",787
37001,"Alamance County, NC",1381
37003,"Alexander County, NC",977
37005,"Alleghany County, NC",929
37007,"Anson County, NC",653
37009,"Ashe County, NC",1100
37011,"Avery County, NC",1050
37013,"Beaufort County, NC",1066
37015,"Bertie County, NC",568
37017,"Bladen County, NC",754
37019,"Brunswick County, NC",2099
37021,"Buncombe County, NC",1649
37023,"Burke County, NC",922
37025,"Cabarrus County, NC",2251
37027,"Caldwell County, NC",913
37029,"Camden County, NC",2587
37031,"Carteret County, NC",1723
37033,"Caswell County, NC",932
37035,"Catawba County, NC",1394
37037,"Chatham County, NC",2623
37039,"Cherokee County, NC",939
37041,"Chowan County, NC",1346
37043,"Clay County, NC",1340
37045,"Cleveland County, NC",1025
37047,"Columbus County, NC",761
37049,"Craven County, NC",1346
37051,"Cumberland County, NC",1209
37053,"Currituck County, NC",2888
37055,"Dare County, NC",2391
37057,"Davidson County, NC",1267
37059,"Davie County, NC",1884
37061,"Duplin County, NC",615
37063,"Durham County, NC",1882
37065,"Edgecombe County, NC",621
37067,"Forsyth County, NC",1632
37069,"Franklin County, NC",1624
37071,"Gaston County, NC",1446
37073,"Gates County, NC",1312
37075,"Graham County, NC",623
37077,"Granville County, NC",1722
37079,"Greene County, NC",618
37081,"Guilford County, NC",1737
37083,"Halifax County, NC",759
37085,"Harnett County, NC",1398
37087,"Haywood County, NC",1304
37089,"Henderson County, NC",1604
37091,"Hertford County, NC",739
37093,"Hoke County, NC",1251
37095,"Hyde County, NC",697
37097,"Iredell County, NC",2291
37099,"Jackson County, NC",1212
37101,"Johnston County, NC",1861
37103,"Jones County, NC",858
37105,"Lee County, NC",1239
37107,"Lenoir County, NC",690
37109,"Lincoln County, NC",2048
37111,"McDowell County, NC",748
37113,"Macon County, NC",1193
37115,"Madison County, NC",1066
37117,"Martin County, NC",600
37119,"Mecklenburg County, NC",2330
37121,"Mitchell County, NC",702
37123,"Montgomery County, NC",748
37125,"Moore County, NC",2101
37127,"Nash County, NC",1227
37129,"New Hanover County, NC",2152
37131,"Northampton County, NC",755
37133,"Onslow County, NC",1046
37135,"Orange County, NC",2598
37137,"Pamlico County, NC",1197
37139,"Pasquotank County, NC",1442
37141,"Pender County, NC",1868
37143,"Perquimans County, NC",1550
37145,"Person County, NC",1291
37147,"Pitt County, NC",1401
37149,"Polk County, NC",1440
37151,"Randolph County, NC",1050
37153,"Richmond County, NC",610
37155,"Robeson County, NC",591
37157,"Rockingham County, NC",964
37159,"Rowan County, NC",1226
37161,"Rutherford County, NC",912
37163,"Sampson County, NC",682
37165,"Scotland County, NC",769
37167,"Stanly County, NC",1200
37169,"Stokes County, NC",1104
37171,"Surry County, NC",908
37173,"Swain County, NC",508
37175,"Transylvania Count, NC",1342
37177,"Tyrrell County, NC",563
37179,"Union County, NC",3198
37181,"Vance County, NC",787
37183,"Wake County, NC",2823
37185,"Warren County, NC",972
37187,"Washington County, NC",553
37189,"Watauga County, NC",1733
37191,"Wayne County, NC",912
37193,"Wilkes County, NC",839
37195,"Wilson County, NC",1143
37197,"Yadkin County, NC",962
37199,"Yancey County, NC",834
38001,"Adams County, ND",331
38003,"Barnes County, ND",352
38005,"Benson County, ND",181
38007,"Billings County, ND",429
38009,"Bottineau County, ND",593
38011,"Bowman County, ND",326
38013,"Burke County, ND",303
38015,"Burleigh County, ND",1363
38017,"Cass County, ND",1249
38019,"Cavalier County, ND",257
38021,"Dickey County, ND",240
38023,"Divide County, ND",293
38025,"Dunn County, ND",513
38027,"Eddy County, ND",129
38029,"Emmons County, ND",153
38031,"Foster County, ND",316
38033,"Golden Valley Coun, ND",379
38035,"Grand Forks County, ND",883
38037,"Grant County, ND",75
38039,"Griggs County, ND",91
38041,"Hettinger County, ND",239
38043,"Kidder County, ND",247
38045,"LaMoure County, ND",192
38047,"Logan County, ND",151
38049,"McHenry County, ND",416
38051,"McIntosh County, ND",88
38053,"McKenzie County, ND",906
38055,"McLean County, ND",517
38057,"Mercer County, ND",512
38059,"Morton County, ND",981
38061,"Mountrail County, ND",552
38063,"Nelson County, ND",110
38065,"Oliver County, ND",556
38067,"Pembina County, ND",251
38069,"Pierce County, ND",300
38071,"Ramsey County, ND",356
38073,"Ransom County, ND",270
38075,"Renville County, ND",434
38077,"Richland County, ND",533
38079,"Rolette County, ND",76
38081,"Sargent County, ND",244
38083,"Sheridan County, ND",0
38085,"Sioux County, ND",0
38087,"Slope County, ND",0
38089,"Stark County, ND",1147
38091,"Steele County, ND",201
38093,"Stutsman County, ND",428
38095,"Towner County, ND",138
38097,"Traill County, ND",489
38099,"Walsh County, ND",204
38101,"Ward County, ND",1084
38103,"Wells County, ND",229
38105,"Williams County, ND",964
39001,"Adams County, OH",515
39003,"Allen County, OH",672
39005,"Ashland County, OH",810
39007,"Ashtabula County, OH",702
39009,"Athens County, OH",732
39011,"Auglaize County, OH",764
39013,"Belmont County, OH",526
39015,"Brown County, OH",731
39017,"Butler County, OH",1605
39019,"Carroll County, OH",735
39021,"Champaign County, OH",936
39023,"Clark County, OH",858
39025,"Clermont County, OH",1735
39027,"Clinton County, OH",924
39029,"Columbiana County, OH",588
39031,"Coshocton County, OH",468
39033,"Crawford County, OH",465
39035,"Cuyahoga County, OH",1214
39037,"Darke County, OH",601
39039,"Defiance County, OH",665
39041,"Delaware County, OH",3567
39043,"Erie County, OH",972
39045,"Fairfield County, OH",1827
39047,"Fayette County, OH",621
39049,"Franklin County, OH",1482
39051,"Fulton County, OH",974
39053,"Gallia County, OH",590
39055,"Geauga County, OH",2297
39057,"Greene County, OH",1588
39059,"Guernsey County, OH",479
39061,"Hamilton County, OH",1474
39063,"Hancock County, OH",1057
39065,"Hardin County, OH",609
39067,"Harrison County, OH",435
39069,"Henry County, OH",743
39071,"Highland County, OH",660
39073,"Hocking County, OH",842
39075,"Holmes County, OH",474
39077,"Huron County, OH",727
39079,"Jackson County, OH",526
39081,"Jefferson County, OH",464
39083,"Knox County, OH",1058
39085,"Lake County, OH",1520
39087,"Lawrence County, OH",630
39089,"Licking County, OH",1603
39091,"Logan County, OH",839
39093,"Lorain County, OH",1492
39095,"Lucas County, OH",1109
39097,"Madison County, OH",1497
39099,"Mahoning County, OH",793
39101,"Marion County, OH",653
39103,"Medina County, OH",2050
39105,"Meigs County, OH",487
39107,"Mercer County, OH",674
39109,"Miami County, OH",1232
39111,"Monroe County, OH",306
39113,"Montgomery County, OH",1082
39115,"Morgan County, OH",466
39117,"Morrow County, OH",1092
39119,"Muskingum County, OH",754
39121,"Noble County, OH",505
39123,"Ottawa County, OH",1223
39125,"Paulding County, OH",457
39127,"Perry County, OH",774
39129,"Pickaway County, OH",1444
39131,"Pike County, OH",604
39133,"Portage County, OH",1407
39135,"Preble County, OH",895
39137,"Putnam County, OH",731
39139,"Richland County, OH",712
39141,"Ross County, OH",810
39143,"Sandusky County, OH",703
39145,"Scioto County, OH",607
39147,"Seneca County, OH",519
39149,"Shelby County, OH",854
39151,"Stark County, OH",1025
39153,"Summit County, OH",1371
39155,"Trumbull County, OH",625
39157,"Tuscarawas County, OH",689
39159,"Union County, OH",2216
39161,"Van Wert County, OH",475
39163,"Vinton County, OH",418
39165,"Warren County, OH",2543
39167,"Washington County, OH",629
39169,"Wayne County, OH",841
39171,"Williams County, OH",568
39173,"Wood County, OH",1456
39175,"Wyandot County, OH",581
40001,"Adair County, OK",289
40003,"Alfalfa County, OK",433
40005,"Atoka County, OK",558
40007,"Beaver County, OK",457
40009,"Beckham County, OK",982
40011,"Blaine County, OK",404
40013,"Bryan County, OK",631
40015,"Caddo County, OK",429
40017,"Canadian County, OK",1663
40019,"Carter County, OK",858
40021,"Cherokee County, OK",713
40023,"Choctaw County, OK",469
40025,"Cimarron County, OK",238
40027,"Cleveland County, OK",1453
40029,"Coal County, OK",493
40031,"Comanche County, OK",879
40033,"Cotton County, OK",494
40035,"Craig County, OK",642
40037,"Creek County, OK",1007
40039,"Custer County, OK",857
40041,"Delaware County, OK",886
40043,"Dewey County, OK",601
40045,"Ellis County, OK",422
40047,"Garfield County, OK",773
40049,"Garvin County, OK",552
40051,"Grady County, OK",1171
40053,"Grant County, OK",335
40055,"Greer County, OK",395
40057,"Harmon County, OK",106
40059,"Harper County, OK",276
40061,"Haskell County, OK",569
40063,"Hughes County, OK",394
40065,"Jackson County, OK",627
40067,"Jefferson County, OK",341
40069,"Johnston County, OK",439
40071,"Kay County, OK",529
40073,"Kingfisher County, OK",875
40075,"Kiowa County, OK",319
40077,"Latimer County, OK",569
40079,"Le Flore County, OK",623
40081,"Lincoln County, OK",755
40083,"Logan County, OK",1636
40085,"Love County, OK",486
40087,"McClain County, OK",1509
40089,"McCurtain County, OK",429
40091,"McIntosh County, OK",668
40093,"Major County, OK",662
40095,"Marshall County, OK",552
40097,"Mayes County, OK",774
40099,"Murray County, OK",618
40101,"Muskogee County, OK",715
40103,"Noble County, OK",652
40105,"Nowata County, OK",623
40107,"Okfuskee County, OK",421
40109,"Oklahoma County, OK",1319
40111,"Okmulgee County, OK",651
40113,"Osage County, OK",1049
40115,"Ottawa County, OK",466
40117,"Pawnee County, OK",660
40119,"Payne County, OK",989
40121,"Pittsburg County, OK",730
40123,"Pontotoc County, OK",874
40125,"Pottawatomie Count, OK",750
40127,"Pushmataha County, OK",593
40129,"Roger Mills County, OK",650
40131,"Rogers County, OK",1604
40133,"Seminole County, OK",439
40135,"Sequoyah County, OK",584
40137,"Stephens County, OK",744
40139,"Texas County, OK",447
40141,"Tillman County, OK",212
40143,"Tulsa County, OK",1438
40145,"Wagoner County, OK",1586
40147,"Washington County, OK",1104
40149,"Washita County, OK",477
40151,"Woods County, OK",459
40153,"Woodward County, OK",785
41001,"Baker County, OR",1101
41003,"Benton County, OR",2181
41005,"Clackamas County, OR",3355
41007,"Clatsop County, OR",1943
41009,"Columbia County, OR",2589
41011,"Coos County, OR",1372
41013,"Crook County, OR",1762
41015,"Curry County, OR",1682
41017,"Deschutes County, OR",2527
41019,"Douglas County, OR",1516
41021,"Gilliam County, OR",690
41023,"Grant County, OR",1100
41025,"Harney County, OR",778
41027,"Hood River County, OR",2111
41029,"Jackson County, OR",1983
41031,"Jefferson County, OR",1244
41033,"Josephine County, OR",1710
41035,"Klamath County, OR",1411
41037,"Lake County, OR",885
41039,"Lane County, OR",1982
41041,"Lincoln County, OR",1718
41043,"Linn County, OR",1704
41045,"Malheur County, OR",847
41047,"Marion County, OR",1885
41049,"Morrow County, OR",871
41051,"Multnomah County, OR",2412
41053,"Polk County, OR",2277
41055,"Sherman County, OR",807
41057,"Tillamook County, OR",1796
41059,"Umatilla County, OR",1171
41061,"Union County, OR",1314
41063,"Wallowa County, OR",1166
41065,"Wasco County, OR",1410
41067,"Washington County, OR",2920
41069,"Wheeler County, OR",672
41071,"Yamhill County, OR",2469
42001,"Adams County, PA",1853
42003,"Allegheny County, PA",1243
42005,"Armstrong County, PA",602
42007,"Beaver County, PA",965
42009,"Bedford County, PA",685
42011,"Berks County, PA",1579
42013,"Blair County, PA",663
42015,"Bradford County, PA",725
42017,"Bucks County, PA",3096
42019,"Butler County, PA",1747
42021,"Cambria County, PA",511
42023,"Cameron County, PA",244
42025,"Carbon County, PA",1190
42027,"Centre County, PA",1602
42029,"Chester County, PA",3533
42031,"Clarion County, PA",470
42033,"Clearfield County, PA",474
42035,"Clinton County, PA",781
42037,"Columbia County, PA",897
42039,"Crawford County, PA",548
42041,"Cumberland County, PA",1835
42043,"Dauphin County, PA",1407
42045,"Delaware County, PA",2433
42047,"Elk County, PA",372
42049,"Erie County, PA",830
42051,"Fayette County, PA",538
42053,"Forest County, PA",333
42055,"Franklin County, PA",1399
42057,"Fulton County, PA",912
42059,"Greene County, PA",642
42061,"Huntingdon County, PA",712
42063,"Indiana County, PA",644
42065,"Jefferson County, PA",329
42067,"Juniata County, PA",721
42069,"Lackawanna County, PA",1031
42071,"Lancaster County, PA",1518
42073,"Lawrence County, PA",727
42075,"Lebanon County, PA",1298
42077,"Lehigh County, PA",1739
42079,"Luzerne County, PA",864
42081,"Lycoming County, PA",910
42083,"McKean County, PA",347
42085,"Mercer County, PA",646
42087,"Mifflin County, PA",530
42089,"Monroe County, PA",1951
42091,"Montgomery County, PA",3030
42093,"Montour County, PA",1285
42095,"Northampton County, PA",2078
42097,"Northumberland Cou, PA",635
42099,"Perry County, PA",1296
42101,"Philadelphia Count, PA",1149
42103,"Pike County, PA",2146
42105,"Potter County, PA",511
42107,"Schuylkill County, PA",734
42109,"Snyder County, PA",802
42111,"Somerset County, PA",546
42113,"Sullivan County, PA",787
42115,"Susquehanna County, PA",773
42117,"Tioga County, PA",747
42119,"Union County, PA",1261
42121,"Venango County, PA",395
42123,"Warren County, PA",407
42125,"Washington County, PA",1466
42127,"Wayne County, PA",1221
42129,"Westmoreland Count, PA",1116
42131,"Wyoming County, PA",926
42133,"York County, PA",1856
44001,"Bristol County, RI",3001
44003,"Kent County, RI",2351
44005,"Newport County, RI",2537
44007,"Providence County, RI",1600
44009,"Washington County, RI",2728
45001,"Abbeville County, SC",761
45003,"Aiken County, SC",1403
45005,"Allendale County, SC",316
45007,"Anderson County, SC",1329
45009,"Bamberg County, SC",551
45011,"Barnwell County, SC",622
45013,"Beaufort County, SC",2523
45015,"Berkeley County, SC",1798
45017,"Calhoun County, SC",896
45019,"Charleston County, SC",2400
45021,"Cherokee County, SC",682
45023,"Chester County, SC",752
45025,"Chesterfield Count, SC",591
45027,"Clarendon County, SC",729
45029,"Colleton County, SC",853
45031,"Darlington County, SC",807
45033,"Dillon County, SC",507
45035,"Dorchester County, SC",1932
45037,"Edgefield County, SC",1163
45039,"Fairfield County, SC",960
45041,"Florence County, SC",1147
45043,"Georgetown County, SC",1818
45045,"Greenville County, SC",1802
45047,"Greenwood County, SC",1034
45049,"Hampton County, SC",615
45051,"Horry County, SC",1370
45053,"Jasper County, SC",1095
45055,"Kershaw County, SC",1313
45057,"Lancaster County, SC",1874
45059,"Laurens County, SC",778
45061,"Lee County, SC",476
45063,"Lexington County, SC",1746
45065,"McCormick County, SC",1184
45067,"Marion County, SC",489
45069,"Marlboro County, SC",383
45071,"Newberry County, SC",989
45073,"Oconee County, SC",1447
45075,"Orangeburg County, SC",743
45077,"Pickens County, SC",1247
45079,"Richland County, SC",1754
45081,"Saluda County, SC",696
45083,"Spartanburg County, SC",1278
45085,"Sumter County, SC",895
45087,"Union County, SC",517
45089,"Williamsburg Count, SC",479
45091,"York County, SC",2288
46003,"Aurora County, SD",163
46005,"Beadle County, SD",371
46007,"Bennett County, SD",0
46009,"Bon Homme County, SD",239
46011,"Brookings County, SD",808
46013,"Brown County, SD",740
46015,"Brule County, SD",298
46017,"Buffalo County, SD",0
46019,"Butte County, SD",591
46021,"Campbell County, SD",160
46023,"Charles Mix County, SD",263
46025,"Clark County, SD",213
46027,"Clay County, SD",652
46029,"Codington County, SD",791
46031,"Corson County, SD",0
46033,"Custer County, SD",1195
46035,"Davison County, SD",510
46037,"Day County, SD",299
46039,"Deuel County, SD",536
46041,"Dewey County, SD",82
46043,"Douglas County, SD",121
46045,"Edmunds County, SD",598
46047,"Fall River County, SD",656
46049,"Faulk County, SD",180
46051,"Grant County, SD",485
46053,"Gregory County, SD",202
46055,"Haakon County, SD",108
46057,"Hamlin County, SD",525
46059,"Hand County, SD",272
46061,"Hanson County, SD",671
46063,"Harding County, SD",0
46065,"Hughes County, SD",850
46067,"Hutchinson County, SD",235
46069,"Hyde County, SD",0
46071,"Jackson County, SD",0
46073,"Jerauld County, SD",238
46075,"Jones County, SD",0
46077,"Kingsbury County, SD",362
46079,"Lake County, SD",831
46081,"Lawrence County, SD",1159
46083,"Lincoln County, SD",2124
46085,"Lyman County, SD",127
46087,"McCook County, SD",500
46089,"McPherson County, SD",0
46091,"Marshall County, SD",336
46093,"Meade County, SD",1076
46095,"Mellette County, SD",0
46097,"Miner County, SD",162
46099,"Minnehaha County, SD",1075
46101,"Moody County, SD",418
46102,"Oglala Lakota Coun, SD",0
46103,"Pennington County, SD",1103
46105,"Perkins County, SD",104
46107,"Potter County, SD",274
46109,"Roberts County, SD",291
46111,"Sanborn County, SD",0
46115,"Spink County, SD",212
46117,"Stanley County, SD",1072
46119,"Sully County, SD",417
46121,"Todd County, SD",0
46123,"Tripp County, SD",198
46125,"Turner County, SD",526
46127,"Union County, SD",1752
46129,"Walworth County, SD",306
46135,"Yankton County, SD",537
46137,"Ziebach County, SD",0
47001,"Anderson County, TN",881
47003,"Bedford County, TN",619
47005,"Benton County, TN",454
47007,"Bledsoe County, TN",524
47009,"Blount County, TN",1261
47011,"Bradley County, TN",932
47013,"Campbell County, TN",507
47015,"Cannon County, TN",633
47017,"Carroll County, TN",446
47019,"Carter County, TN",465
47021,"Cheatham County, TN",1186
47023,"Chester County, TN",546
47025,"Claiborne County, TN",516
47027,"Clay County, TN",354
47029,"Cocke County, TN",411
47031,"Coffee County, TN",686
47033,"Crockett County, TN",372
47035,"Cumberland County, TN",812
47037,"Davidson County, TN",1453
47039,"Decatur County, TN",503
47041,"DeKalb County, TN",491
47043,"Dickson County, TN",897
47045,"Dyer County, TN",590
47047,"Fayette County, TN",2064
47049,"Fentress County, TN",565
47051,"Franklin County, TN",689
47053,"Gibson County, TN",566
47055,"Giles County, TN",583
47057,"Grainger County, TN",576
47059,"Greene County, TN",637
47061,"Grundy County, TN",294
47063,"Hamblen County, TN",672
47065,"Hamilton County, TN",1328
47067,"Hancock County, TN",239
47069,"Hardeman County, TN",476
47071,"Hardin County, TN",718
47073,"Hawkins County, TN",627
47075,"Haywood County, TN",493
47077,"Henderson County, TN",523
47079,"Henry County, TN",535
47081,"Hickman County, TN",504
47083,"Houston County, TN",544
47085,"Humphreys County, TN",590
47087,"Jackson County, TN",416
47089,"Jefferson County, TN",875
47091,"Johnson County, TN",733
47093,"Knox County, TN",1415
47095,"Lake County, TN",135
47097,"Lauderdale County, TN",380
47099,"Lawrence County, TN",506
47101,"Lewis County, TN",435
47103,"Lincoln County, TN",769
47105,"Loudon County, TN",1521
47107,"McMinn County, TN",638
47109,"McNairy County, TN",498
47111,"Macon County, TN",356
47113,"Madison County, TN",915
47115,"Marion County, TN",781
47117,"Marshall County, TN",603
47119,"Maury County, TN",1063
47121,"Meigs County, TN",636
47123,"Monroe County, TN",741
47125,"Montgomery County, TN",1037
47127,"Moore County, TN",801
47129,"Morgan County, TN",510
47131,"Obion County, TN",402
47133,"Overton County, TN",543
47135,"Perry County, TN",436
47137,"Pickett County, TN",586
47139,"Polk County, TN",643
47141,"Putnam County, TN",807
47143,"Rhea County, TN",629
47145,"Roane County, TN",987
47147,"Robertson County, TN",1157
47149,"Rutherford County, TN",1339
47151,"Scott County, TN",405
47153,"Sequatchie County, TN",855
47155,"Sevier County, TN",866
47157,"Shelby County, TN",1391
47159,"Smith County, TN",637
47161,"Stewart County, TN",668
47163,"Sullivan County, TN",886
47165,"Sumner County, TN",1726
47167,"Tipton County, TN",1139
47169,"Trousdale County, TN",689
47171,"Unicoi County, TN",509
47173,"Union County, TN",627
47175,"Van Buren County, TN",517
47177,"Warren County, TN",412
47179,"Washington County, TN",1098
47181,"Wayne County, TN",593
47183,"Weakley County, TN",427
47185,"White County, TN",470
47187,"Williamson County, TN",4131
47189,"Wilson County, TN",1847
48001,"Anderson County, TX",576
48003,"Andrews County, TX",825
48005,"Angelina County, TX",569
48007,"Aransas County, TX",894
48009,"Archer County, TX",833
48011,"Armstrong County, TX",427
48013,"Atascosa County, TX",625
48015,"Austin County, TX",1234
48017,"Bailey County, TX",260
48019,"Bandera County, TX",1337
48021,"Bastrop County, TX",1050
48023,"Baylor County, TX",222
48025,"Bee County, TX",420
48027,"Bell County, TX",892
48029,"Bexar County, TX",1175
48031,"Blanco County, TX",1523
48033,"Borden County, TX",0
48035,"Bosque County, TX",590
48037,"Bowie County, TX",710
48039,"Brazoria County, TX",1581
48041,"Brazos County, TX",1081
48043,"Brewster County, TX",643
48045,"Briscoe County, TX",0
48047,"Brooks County, TX",182
48049,"Brown County, TX",484
48051,"Burleson County, TX",611
48053,"Burnet County, TX",1404
48055,"Caldwell County, TX",600
48057,"Calhoun County, TX",388
48059,"Callahan County, TX",554
48061,"Cameron County, TX",464
48063,"Camp County, TX",592
48065,"Carson County, TX",529
48067,"Cass County, TX",490
48069,"Castro County, TX",229
48071,"Chambers County, TX",1679
48073,"Cherokee County, TX",587
48075,"Childress County, TX",269
48077,"Clay County, TX",594
48079,"Cochran County, TX",80
48081,"Coke County, TX",369
48083,"Coleman County, TX",313
48085,"Collin County, TX",2584
48087,"Collingsworth Coun, TX",167
48089,"Colorado County, TX",692
48091,"Comal County, TX",2238
48093,"Comanche County, TX",345
48095,"Concho County, TX",320
48097,"Cooke County, TX",871
48099,"Coryell County, TX",539
48101,"Cottle County, TX",0
48103,"Crane County, TX",284
48105,"Crockett County, TX",249
48107,"Crosby County, TX",154
48109,"Culberson County, TX",178
48111,"Dallam County, TX",357
48113,"Dallas County, TX",1200
48115,"Dawson County, TX",221
48117,"Deaf Smith County, TX",228
48119,"Delta County, TX",537
48121,"Denton County, TX",2363
48123,"DeWitt County, TX",452
48125,"Dickens County, TX",114
48127,"Dimmit County, TX",269
48129,"Donley County, TX",233
48131,"Duval County, TX",313
48133,"Eastland County, TX",389
48135,"Ector County, TX",631
48137,"Edwards County, TX",246
48139,"Ellis County, TX",1511
48141,"El Paso County, TX",801
48143,"Erath County, TX",769
48145,"Falls County, TX",296
48147,"Fannin County, TX",676
48149,"Fayette County, TX",838
48151,"Fisher County, TX",219
48153,"Floyd County, TX",168
48155,"Foard County, TX",0
48157,"Fort Bend County, TX",2475
48159,"Franklin County, TX",857
48161,"Freestone County, TX",707
48163,"Frio County, TX",301
48165,"Gaines County, TX",501
48167,"Galveston County, TX",1574
48169,"Garza County, TX",236
48171,"Gillespie County, TX",1362
48173,"Glasscock County, TX",491
48175,"Goliad County, TX",664
48177,"Gonzales County, TX",418
48179,"Gray County, TX",372
48181,"Grayson County, TX",866
48183,"Gregg County, TX",875
48185,"Grimes County, TX",775
48187,"Guadalupe County, TX",1545
48189,"Hale County, TX",298
48191,"Hall County, TX",0
48193,"Hamilton County, TX",517
48195,"Hansford County, TX",270
48197,"Hardeman County, TX",107
48199,"Hardin County, TX",986
48201,"Harris County, TX",1289
48203,"Harrison County, TX",886
48205,"Hartley County, TX",919
48207,"Haskell County, TX",171
48209,"Hays County, TX",1898
48211,"Hemphill County, TX",554
48213,"Henderson County, TX",763
48215,"Hidalgo County, TX",575
48217,"Hill County, TX",545
48219,"Hockley County, TX",472
48221,"Hood County, TX",1517
48223,"Hopkins County, TX",599
48225,"Houston County, TX",421
48227,"Howard County, TX",378
48229,"Hudspeth County, TX",179
48231,"Hunt County, TX",835
48233,"Hutchinson County, TX",374
48235,"Irion County, TX",658
48237,"Jack County, TX",703
48239,"Jackson County, TX",451
48241,"Jasper County, TX",575
48243,"Jeff Davis County, TX",561
48245,"Jefferson County, TX",735
48247,"Jim Hogg County, TX",382
48249,"Jim Wells County, TX",561
48251,"Johnson County, TX",1090
48253,"Jones County, TX",348
48255,"Karnes County, TX",376
48257,"Kaufman County, TX",1464
48259,"Kendall County, TX",3015
48261,"Kenedy County, TX",0
48263,"Kent County, TX",0
48265,"Kerr County, TX",1011
48267,"Kimble County, TX",526
48269,"King County, TX",0
48271,"Kinney County, TX",337
48273,"Kleberg County, TX",459
48275,"Knox County, TX",95
48277,"Lamar County, TX",514
48279,"Lamb County, TX",188
48281,"Lampasas County, TX",911
48283,"La Salle County, TX",323
48285,"Lavaca County, TX",513
48287,"Lee County, TX",771
48289,"Leon County, TX",626
48291,"Liberty County, TX",681
48293,"Limestone County, TX",474
48295,"Lipscomb County, TX",256
48297,"Live Oak County, TX",533
48299,"Llano County, TX",1159
48301,"Loving County, TX",0
48303,"Lubbock County, TX",879
48305,"Lynn County, TX",431
48307,"McCulloch County, TX",339
48309,"McLennan County, TX",787
48311,"McMullen County, TX",485
48313,"Madison County, TX",610
48315,"Marion County, TX",509
48317,"Martin County, TX",456
48319,"Mason County, TX",704
48321,"Matagorda County, TX",502
48323,"Maverick County, TX",345
48325,"Medina County, TX",1115
48327,"Menard County, TX",221
48329,"Midland County, TX",1300
48331,"Milam County, TX",561
48333,"Mills County, TX",404
48335,"Mitchell County, TX",230
48337,"Montague County, TX",732
48339,"Montgomery County, TX",2201
48341,"Moore County, TX",348
