FIPS,name,AVGhmid
20007,"Barber County, KS",266
20009,"Barton County, KS",368
20011,"Bourbon County, KS",417
20013,"Brown County, KS",383
20015,"Butler County, KS",1390
20017,"Chase County, KS",354
20019,"Chautauqua County, KS",345
20021,"Cherokee County, KS",409
20023,"Cheyenne County, KS",286
20025,"Clark County, KS",228
20027,"Clay County, KS",543
20029,"Cloud County, KS",273
20031,"Coffey County, KS",844
20033,"Comanche County, KS",132
20035,"Cowley County, KS",542
20037,"Crawford County, KS",609
20039,"Decatur County, KS",145
20041,"Dickinson County, KS",632
20043,"Doniphan County, KS",542
20045,"Douglas County, KS",1502
20047,"Edwards County, KS",122
20049,"Elk County, KS",170
20051,"Ellis County, KS",847
20053,"Ellsworth County, KS",445
20055,"Finney County, KS",617
20057,"Ford County, KS",462
20059,"Franklin County, KS",1015
20061,"Geary County, KS",625
20063,"Gove County, KS",199
20065,"Graham County, KS",138
20067,"Grant County, KS",573
20069,"Gray County, KS",619
20071,"Greeley County, KS",342
20073,"Greenwood County, KS",314
20075,"Hamilton County, KS",272
20077,"Harper County, KS",278
20079,"Harvey County, KS",764
20081,"Haskell County, KS",512
20083,"Hodgeman County, KS",197
20085,"Jackson County, KS",803
20087,"Jefferson County, KS",1298
20089,"Jewell County, KS",81
20091,"Johnson County, KS",2590
20093,"Kearny County, KS",400
20095,"Kingman County, KS",518
20097,"Kiowa County, KS",292
20099,"Labette County, KS",421
20101,"Lane County, KS",194
20103,"Leavenworth County, KS",1696
20105,"Lincoln County, KS",331
20107,"Linn County, KS",807
20109,"Logan County, KS",327
20111,"Lyon County, KS",530
20113,"McPherson County, KS",930
20115,"Marion County, KS",462
20117,"Marshall County, KS",418
20119,"Meade County, KS",361
20121,"Miami County, KS",1971
20123,"Mitchell County, KS",419
20125,"Montgomery County, KS",502
20127,"Morris County, KS",540
20129,"Morton County, KS",397
20131,"Nemaha County, KS",505
20133,"Neosho County, KS",444
20135,"Ness County, KS",199
20137,"Norton County, KS",251
20139,"Osage County, KS",844
20141,"Osborne County, KS",150
20143,"Ottawa County, KS",661
20145,"Pawnee County, KS",331
20147,"Phillips County, KS",228
20149,"Pottawatomie Count, KS",1342
20151,"Pratt County, KS",525
20153,"Rawlins County, KS",217
20155,"Reno County, KS",687
20157,"Republic County, KS",238
20159,"Rice County, KS",399
20161,"Riley County, KS",1077
20163,"Rooks County, KS",323
20165,"Rush County, KS",202
20167,"Russell County, KS",449
20169,"Saline County, KS",781
20171,"Scott County, KS",549
20173,"Sedgwick County, KS",1101
20175,"Seward County, KS",521
20177,"Shawnee County, KS",1006
20179,"Sheridan County, KS",274
20181,"Sherman County, KS",329
20183,"Smith County, KS",176
20185,"Stafford County, KS",222
20187,"Stanton County, KS",408
20189,"Stevens County, KS",526
20191,"Sumner County, KS",692
20193,"Thomas County, KS",476
20195,"Trego County, KS",313
20197,"Wabaunsee County, KS",959
20199,"Wallace County, KS",232
20201,"Washington County, KS",244
20203,"Wichita County, KS",322
20205,"Wilson County, KS",322
20207,"Woodson County, KS",224
20209,"Wyandotte County, KS",781
21001,"Adair County, KY",602
21003,"Allen County, KY",752
21005,"Anderson County, KY",1481
21007,"Ballard County, KY",815
21009,"Barren County, KY",732
21011,"Bath County, KY",603
21013,"Bell County, KY",416
21015,"Boone County, KY",2226
21017,"Bourbon County, KY",1186
21019,"Boyd County, KY",978
21021,"Boyle County, KY",1146
21023,"Bracken County, KY",844
21025,"Breathitt County, KY",427
21027,"Breckinridge Count, KY",767
21029,"Bullitt County, KY",1680
21031,"Butler County, KY",606
21033,"Caldwell County, KY",617
21035,"Calloway County, KY",893
21037,"Campbell County, KY",1675
21039,"Carlisle County, KY",685
21041,"Carroll County, KY",810
21043,"Carter County, KY",605
21045,"Casey County, KY",503
21047,"Christian County, KY",593
21049,"Clark County, KY",1292
21051,"Clay County, KY",353
21053,"Clinton County, KY",469
21055,"Crittenden County, KY",750
21057,"Cumberland County, KY",525
21059,"Daviess County, KY",990
21061,"Edmonson County, KY",770
21063,"Elliott County, KY",444
21065,"Estill County, KY",562
21067,"Fayette County, KY",1700
21069,"Fleming County, KY",591
21071,"Floyd County, KY",603
21073,"Franklin County, KY",1258
21075,"Fulton County, KY",307
21077,"Gallatin County, KY",1044
21079,"Garrard County, KY",1193
21081,"Grant County, KY",1210
21083,"Graves County, KY",709
21085,"Grayson County, KY",719
21087,"Green County, KY",540
21089,"Greenup County, KY",1045
21091,"Hancock County, KY",808
21093,"Hardin County, KY",1327
21095,"Harlan County, KY",337
21097,"Harrison County, KY",1079
21099,"Hart County, KY",490
21101,"Henderson County, KY",914
21103,"Henry County, KY",1123
21105,"Hickman County, KY",469
21107,"Hopkins County, KY",761
21109,"Jackson County, KY",559
21111,"Jefferson County, KY",1533
21113,"Jessamine County, KY",1879
21115,"Johnson County, KY",837
21117,"Kenton County, KY",1639
21119,"Knott County, KY",411
21121,"Knox County, KY",537
21123,"Larue County, KY",873
21125,"Laurel County, KY",772
21127,"Lawrence County, KY",635
21129,"Lee County, KY",309
21131,"Leslie County, KY",350
21133,"Letcher County, KY",355
21135,"Lewis County, KY",414
21137,"Lincoln County, KY",706
21139,"Livingston County, KY",695
21141,"Logan County, KY",659
21143,"Lyon County, KY",1046
21145,"McCracken County, KY",1198
21147,"McCreary County, KY",404
21149,"McLean County, KY",622
21151,"Madison County, KY",1385
21153,"Magoffin County, KY",552
21155,"Marion County, KY",708
21157,"Marshall County, KY",1115
21159,"Martin County, KY",393
21161,"Mason County, KY",890
21163,"Meade County, KY",1225
21165,"Menifee County, KY",393
21167,"Mercer County, KY",1142
21169,"Metcalfe County, KY",368
21171,"Monroe County, KY",431
21173,"Montgomery County, KY",965
21175,"Morgan County, KY",555
21177,"Muhlenberg County, KY",663
21179,"Nelson County, KY",1215
21181,"Nicholas County, KY",608
21183,"Ohio County, KY",613
21185,"Oldham County, KY",3291
21187,"Owen County, KY",1049
21189,"Owsley County, KY",398
21191,"Pendleton County, KY",1100
21193,"Perry County, KY",602
21195,"Pike County, KY",709
21197,"Powell County, KY",614
21199,"Pulaski County, KY",857
21201,"Robertson County, KY",655
21203,"Rockcastle County, KY",550
21205,"Rowan County, KY",824
21207,"Russell County, KY",725
21209,"Scott County, KY",2073
21211,"Shelby County, KY",1882
21213,"Simpson County, KY",857
21215,"Spencer County, KY",2380
21217,"Taylor County, KY",699
21219,"Todd County, KY",588
21221,"Trigg County, KY",876
21223,"Trimble County, KY",1034
21225,"Union County, KY",575
21227,"Warren County, KY",1302
21229,"Washington County, KY",789
21231,"Wayne County, KY",418
21233,"Webster County, KY",564
21235,"Whitley County, KY",618
21237,"Wolfe County, KY",342
21239,"Woodford County, KY",1838
22001,"Acadia Parish, LA",607
22003,"Allen Parish, LA",459
22005,"Ascension Parish, LA",2168
22007,"Assumption Parish, LA",747
22009,"Avoyelles Parish, LA",460
22011,"Beauregard Parish, LA",848
22013,"Bienville Parish, LA",457
22015,"Bossier Parish, LA",1600
22017,"Caddo Parish, LA",1140
22019,"Calcasieu Parish, LA",952
22021,"Caldwell Parish, LA",857
22023,"Cameron Parish, LA",634
22025,"Catahoula Parish, LA",565
22027,"Claiborne Parish, LA",586
22029,"Concordia Parish, LA",628
22031,"De Soto Parish, LA",976
22033,"East Baton Rouge P, LA",1516
22035,"East Carroll Paris, LA",180
22037,"East Feliciana Par, LA",1094
22039,"Evangeline Parish, LA",488
22041,"Franklin Parish, LA",559
22043,"Grant Parish, LA",651
22045,"Iberia Parish, LA",636
22047,"Iberville Parish, LA",870
22049,"Jackson Parish, LA",703
22051,"Jefferson Parish, LA",1182
22053,"Jefferson Davis Pa, LA",588
22055,"Lafayette Parish, LA",1413
22057,"Lafourche Parish, LA",934
22059,"LaSalle Parish, LA",980
22061,"Lincoln Parish, LA",1073
22063,"Livingston Parish, LA",1489
22065,"Madison Parish, LA",370
22067,"Morehouse Parish, LA",479
22069,"Natchitoches Paris, LA",881
22071,"Orleans Parish, LA",1299
22073,"Ouachita Parish, LA",1017
22075,"Plaquemines Parish, LA",1456
22077,"Pointe Coupee Pari, LA",847
22079,"Rapides Parish, LA",955
22081,"Red River Parish, LA",566
22083,"Richland Parish, LA",607
22085,"Sabine Parish, LA",743
22087,"St. Bernard Parish, LA",578
22089,"St. Charles Parish, LA",1761
22091,"St. Helena Parish, LA",600
22093,"St. James Parish, LA",978
22095,"St. John the Bapti, LA",1249
22097,"St. Landry Parish, LA",625
22099,"St. Martin Parish, LA",723
22101,"St. Mary Parish, LA",559
22103,"St. Tammany Parish, LA",2106
22105,"Tangipahoa Parish, LA",1124
22107,"Tensas Parish, LA",495
22109,"Terrebonne Parish, LA",1000
22111,"Union Parish, LA",649
22113,"Vermilion Parish, LA",677
22115,"Vernon Parish, LA",632
22117,"Washington Parish, LA",645
22119,"Webster Parish, LA",720
22121,"West Baton Rouge P, LA",1478
22123,"West Carroll Paris, LA",400
22125,"West Feliciana Par, LA",1843
22127,"Winn Parish, LA",573
23001,"Androscoggin Count, ME",1213
23003,"Aroostook County, ME",498
23005,"Cumberland County, ME",2233
23007,"Franklin County, ME",911
23009,"Hancock County, ME",1287
23011,"Kennebec County, ME",1100
23013,"Knox County, ME",1373
23015,"Lincoln County, ME",1354
23017,"Oxford County, ME",949
23019,"Penobscot County, ME",1065
23021,"Piscataquis County, ME",610
23023,"Sagadahoc County, ME",1605
23025,"Somerset County, ME",719
23027,"Waldo County, ME",1038
23029,"Washington County, ME",570
23031,"York County, ME",2045
24001,"Allegany County, MD",959
24003,"Anne Arundel Count, MD",4031
24005,"Baltimore County, MD",2693
24009,"Calvert County, MD",4677
24011,"Caroline County, MD",2029
24013,"Carroll County, MD",3923
24015,"Cecil County, MD",2716
24017,"Charles County, MD",4341
24019,"Dorchester County, MD",1533
24021,"Frederick County, MD",3897
24023,"Garrett County, MD",1248
24025,"Harford County, MD",3446
24027,"Howard County, MD",4656
24029,"Kent County, MD",2332
24031,"Montgomery County, MD",4026
24033,"Prince George's Co, MD",2973
24035,"Queen Anne's Count, MD",4447
24037,"St. Mary's County, MD",3782
24039,"Somerset County, MD",1208
24041,"Talbot County, MD",3093
24043,"Washington County, MD",2099
24045,"Wicomico County, MD",1680
24047,"Worcester County, MD",2233
24510,"Baltimore city, MD",1369
25001,"Barnstable County, MA",2600
25003,"Berkshire County, MA",1488
25005,"Bristol County, MA",2222
25007,"Dukes County, MA",2847
25009,"Essex County, MA",2761
25011,"Franklin County, MA",1463
25013,"Hampden County, MA",1536
25015,"Hampshire County, MA",1947
25017,"Middlesex County, MA",2991
25019,"Nantucket County, MA",2988
25021,"Norfolk County, MA",3487
25023,"Plymouth County, MA",3215
25025,"Suffolk County, MA",1676
25027,"Worcester County, MA",2379
26001,"Alcona County, MI",649
26003,"Alger County, MI",840
26005,"Allegan County, MI",1237
26007,"Alpena County, MI",618
26009,"Antrim County, MI",1244
26011,"Arenac County, MI",583
26013,"Baraga County, MI",418
26015,"Barry County, MI",1287
26017,"Bay County, MI",770
26019,"Benzie County, MI",1185
26021,"Berrien County, MI",1168
26023,"Branch County, MI",704
26025,"Calhoun County, MI",948
26027,"Cass County, MI",1140
26029,"Charlevoix County, MI",1267
26031,"Cheboygan County, MI",887
26033,"Chippewa County, MI",568
26035,"Clare County, MI",531
26037,"Clinton County, MI",1788
26039,"Crawford County, MI",691
26041,"Delta County, MI",675
26043,"Dickinson County, MI",649
26045,"Eaton County, MI",1350
26047,"Emmet County, MI",1461
26049,"Genesee County, MI",1057
26051,"Gladwin County, MI",787
26053,"Gogebic County, MI",516
26055,"Grand Traverse Cou, MI",1595
26057,"Gratiot County, MI",592
26059,"Hillsdale County, MI",717
26061,"Houghton County, MI",597
26063,"Huron County, MI",478
26065,"Ingham County, MI",1305
26067,"Ionia County, MI",919
26069,"Iosco County, MI",560
26071,"Iron County, MI",515
26073,"Isabella County, MI",852
26075,"Jackson County, MI",1103
26077,"Kalamazoo County, MI",1327
26079,"Kalkaska County, MI",749
26081,"Kent County, MI",1360
26083,"Keweenaw County, MI",758
26085,"Lake County, MI",539
26087,"Lapeer County, MI",1513
26089,"Leelanau County, MI",1949
26091,"Lenawee County, MI",1117
26093,"Livingston County, MI",2596
26095,"Luce County, MI",461
26097,"Mackinac County, MI",798
26099,"Macomb County, MI",1498
26101,"Manistee County, MI",719
26103,"Marquette County, MI",943
26105,"Mason County, MI",782
26107,"Mecosta County, MI",748
26109,"Menominee County, MI",592
26111,"Midland County, MI",1294
26113,"Missaukee County, MI",585
26115,"Monroe County, MI",1539
26117,"Montcalm County, MI",701
26119,"Montmorency County, MI",644
26121,"Muskegon County, MI",852
26123,"Newaygo County, MI",768
26125,"Oakland County, MI",2298
26127,"Oceana County, MI",701
26129,"Ogemaw County, MI",634
26131,"Ontonagon County, MI",411
26133,"Osceola County, MI",512
26135,"Oscoda County, MI",396
26137,"Otsego County, MI",932
26139,"Ottawa County, MI",1476
26141,"Presque Isle Count, MI",626
26143,"Roscommon County, MI",718
26145,"Saginaw County, MI",814
26147,"St. Clair County, MI",1320
26149,"St. Joseph County, MI",708
26151,"Sanilac County, MI",619
26153,"Schoolcraft County, MI",687
26155,"Shiawassee County, MI",963
26157,"Tuscola County, MI",627
26159,"Van Buren County, MI",1068
26161,"Washtenaw County, MI",2117
26163,"Wayne County, MI",1083
26165,"Wexford County, MI",693
27001,"Aitkin County, MN",1296
27003,"Anoka County, MN",2610
27005,"Becker County, MN",1402
27007,"Beltrami County, MN",970
27009,"Benton County, MN",1454
27011,"Big Stone County, MN",460
27013,"Blue Earth County, MN",1348
27015,"Brown County, MN",755
27017,"Carlton County, MN",1606
27019,"Carver County, MN",4047
27021,"Cass County, MN",1520
27023,"Chippewa County, MN",615
27025,"Chisago County, MN",2672
27027,"Clay County, MN",1440
27029,"Clearwater County, MN",801
27031,"Cook County, MN",1456
27033,"Cottonwood County, MN",434
27035,"Crow Wing County, MN",1637
27037,"Dakota County, MN",2845
27039,"Dodge County, MN",1824
27041,"Douglas County, MN",1670
27043,"Faribault County, MN",511
27045,"Fillmore County, MN",1017
27047,"Freeborn County, MN",830
27049,"Goodhue County, MN",1834
27051,"Grant County, MN",859
27053,"Hennepin County, MN",2633
27055,"Houston County, MN",1111
27057,"Hubbard County, MN",1347
27059,"Isanti County, MN",2134
27061,"Itasca County, MN",1323
27063,"Jackson County, MN",541
27065,"Kanabec County, MN",1430
27067,"Kandiyohi County, MN",1233
27069,"Kittson County, MN",324
27071,"Koochiching County, MN",807
27073,"Lac qui Parle Coun, MN",471
27075,"Lake County, MN",1299
27077,"Lake of the Woods, MN",766
27079,"Le Sueur County, MN",1869
27081,"Lincoln County, MN",475
27083,"Lyon County, MN",875
27085,"McLeod County, MN",1428
27087,"Mahnomen County, MN",393
27089,"Marshall County, MN",504
27091,"Martin County, MN",678
27093,"Meeker County, MN",1403
27095,"Mille Lacs County, MN",1460
27097,"Morrison County, MN",1123
27099,"Mower County, MN",860
27101,"Murray County, MN",558
27103,"Nicollet County, MN",1491
27105,"Nobles County, MN",425
27107,"Norman County, MN",463
27109,"Olmsted County, MN",1964
27111,"Otter Tail County, MN",1226
27113,"Pennington County, MN",783
27115,"Pine County, MN",1288
27117,"Pipestone County, MN",516
27119,"Polk County, MN",930
27121,"Pope County, MN",1154
27123,"Ramsey County, MN",1803
27125,"Red Lake County, MN",485
27127,"Redwood County, MN",493
27129,"Renville County, MN",643
27131,"Rice County, MN",1980
27133,"Rock County, MN",686
27135,"Roseau County, MN",674
27137,"St. Louis County, MN",1381
27139,"Scott County, MN",3832
27141,"Sherburne County, MN",2835
27143,"Sibley County, MN",1207
27145,"Stearns County, MN",1482
27147,"Steele County, MN",1500
27149,"Stevens County, MN",753
27151,"Swift County, MN",541
27153,"Todd County, MN",885
27155,"Traverse County, MN",457
27157,"Wabasha County, MN",1394
27159,"Wadena County, MN",764
27161,"Waseca County, MN",1148
27163,"Washington County, MN",3404
27165,"Watonwan County, MN",571
27167,"Wilkin County, MN",752
27169,"Winona County, MN",1128
27171,"Wright County, MN",2869
27173,"Yellow Medicine Co, MN",517
28001,"Adams County, MS",744
28003,"Alcorn County, MS",632
28005,"Amite County, MS",607
28007,"Attala County, MS",534
28009,"Benton County, MS",512
28011,"Bolivar County, MS",600
28013,"Calhoun County, MS",304
28015,"Carroll County, MS",650
28017,"Chickasaw County, MS",333
28019,"Choctaw County, MS",430
28021,"Claiborne County, MS",384
28023,"Clarke County, MS",697
28025,"Clay County, MS",579
28027,"Coahoma County, MS",401
28029,"Copiah County, MS",527
28031,"Covington County, MS",651
28033,"DeSoto County, MS",1856
28035,"Forrest County, MS",868
28037,"Franklin County, MS",557
28039,"George County, MS",963
28041,"Greene County, MS",815
28043,"Grenada County, MS",705
28045,"Hancock County, MS",1009
28047,"Harrison County, MS",991
28049,"Hinds County, MS",1027
28051,"Holmes County, MS",248
28053,"Humphreys County, MS",321
28055,"Issaquena County, MS",239
28057,"Itawamba County, MS",530
28059,"Jackson County, MS",1094
28061,"Jasper County, MS",504
28063,"Jefferson County, MS",382
28065,"Jefferson Davis Co, MS",397
28067,"Jones County, MS",690
28069,"Kemper County, MS",343
28071,"Lafayette County, MS",1506
28073,"Lamar County, MS",1584
28075,"Lauderdale County, MS",891
28077,"Lawrence County, MS",651
28079,"Leake County, MS",535
28081,"Lee County, MS",1045
28083,"Leflore County, MS",524
28085,"Lincoln County, MS",882
28087,"Lowndes County, MS",936
28089,"Madison County, MS",2596
28091,"Marion County, MS",843
28093,"Marshall County, MS",834
28095,"Monroe County, MS",580
28097,"Montgomery County, MS",398
28099,"Neshoba County, MS",507
28101,"Newton County, MS",543
28103,"Noxubee County, MS",342
28105,"Oktibbeha County, MS",986
28107,"Panola County, MS",580
28109,"Pearl River County, MS",1018
28111,"Perry County, MS",507
28113,"Pike County, MS",743
28115,"Pontotoc County, MS",593
28117,"Prentiss County, MS",529
28119,"Quitman County, MS",223
28121,"Rankin County, MS",1671
28123,"Scott County, MS",425
28125,"Sharkey County, MS",273
28127,"Simpson County, MS",663
28129,"Smith County, MS",548
28131,"Stone County, MS",861
28133,"Sunflower County, MS",397
28135,"Tallahatchie Count, MS",273
28137,"Tate County, MS",1010
28139,"Tippah County, MS",409
28141,"Tishomingo County, MS",450
28143,"Tunica County, MS",366
28145,"Union County, MS",680
28147,"Walthall County, MS",666
28149,"Warren County, MS",936
28151,"Washington County, MS",464
28153,"Wayne County, MS",670
28155,"Webster County, MS",490
28157,"Wilkinson County, MS",516
28159,"Winston County, MS",452
28161,"Yalobusha County, MS",482
28163,"Yazoo County, MS",541
29001,"Adair County, MO",559
29003,"Andrew County, MO",1140
29005,"Atchison County, MO",436
29007,"Audrain County, MO",454
29009,"Barry County, MO",598
29011,"Barton County, MO",488
29013,"Bates County, MO",783
29015,"Benton County, MO",658
29017,"Bollinger County, MO",538
29019,"Boone County, MO",1280
29021,"Buchanan County, MO",788
29023,"Butler County, MO",662
29025,"Caldwell County, MO",807
29027,"Callaway County, MO",883
29029,"Camden County, MO",1548
29031,"Cape Girardeau Cou, MO",1201
29033,"Carroll County, MO",389
29035,"Carter County, MO",535
29037,"Cass County, MO",1804
29039,"Cedar County, MO",482
29041,"Chariton County, MO",407
29043,"Christian County, MO",1462
29045,"Clark County, MO",438
29047,"Clay County, MO",1865
29049,"Clinton County, MO",1345
29051,"Cole County, MO",1034
29053,"Cooper County, MO",698
29055,"Crawford County, MO",651
29057,"Dade County, MO",516
29059,"Dallas County, MO",557
29061,"Daviess County, MO",548
29063,"DeKalb County, MO",756
29065,"Dent County, MO",550
29067,"Douglas County, MO",433
29069,"Dunklin County, MO",370
29071,"Franklin County, MO",1341
29073,"Gasconade County, MO",736
29075,"Gentry County, MO",381
29077,"Greene County, MO",1005
29079,"Grundy County, MO",335
29081,"Harrison County, MO",274
29083,"Henry County, MO",649
29085,"Hickory County, MO",426
29087,"Holt County, MO",522
29089,"Howard County, MO",583
29091,"Howell County, MO",578
29093,"Iron County, MO",402
29095,"Jackson County, MO",1332
29097,"Jasper County, MO",686
29099,"Jefferson County, MO",1669
29101,"Johnson County, MO",1019
29103,"Knox County, MO",206
29105,"Laclede County, MO",611
29107,"Lafayette County, MO",948
29109,"Lawrence County, MO",668
29111,"Lewis County, MO",313
29113,"Lincoln County, MO",1470
29115,"Linn County, MO",448
29117,"Livingston County, MO",567
29119,"McDonald County, MO",474
29121,"Macon County, MO",438
29123,"Madison County, MO",602
29125,"Maries County, MO",758
29127,"Marion County, MO",597
29129,"Mercer County, MO",298
29131,"Miller County, MO",741
29133,"Mississippi County, MO",342
29135,"Moniteau County, MO",619
29137,"Monroe County, MO",387
29139,"Montgomery County, MO",686
29141,"Morgan County, MO",697
29143,"New Madrid County, MO",431
29145,"Newton County, MO",800
29147,"Nodaway County, MO",566
29149,"Oregon County, MO",504
29151,"Osage County, MO",752
29153,"Ozark County, MO",467
29155,"Pemiscot County, MO",437
29157,"Perry County, MO",734
29159,"Pettis County, MO",581
29161,"Phelps County, MO",861
29163,"Pike County, MO",590
29165,"Platte County, MO",2262
29167,"Polk County, MO",718
29169,"Pulaski County, MO",820
29171,"Putnam County, MO",357
29173,"Ralls County, MO",728
29175,"Randolph County, MO",598
29177,"Ray County, MO",1111
29179,"Reynolds County, MO",387
29181,"Ripley County, MO",409
29183,"St. Charles County, MO",2471
29185,"St. Clair County, MO",445
29186,"Ste. Genevieve Cou, MO",941
29187,"St. Francois Count, MO",859
29189,"St. Louis County, MO",2008
29195,"Saline County, MO",469
29197,"Schuyler County, MO",265
29199,"Scotland County, MO",266
29201,"Scott County, MO",615
29203,"Shannon County, MO",361
29205,"Shelby County, MO",298
29207,"Stoddard County, MO",577
29209,"Stone County, MO",1218
29211,"Sullivan County, MO",231
29213,"Taney County, MO",875
29215,"Texas County, MO",534
29217,"Vernon County, MO",522
29219,"Warren County, MO",1540
29221,"Washington County, MO",554
29223,"Wayne County, MO",380
29225,"Webster County, MO",882
29227,"Worth County, MO",152
29229,"Wright County, MO",477
29510,"St. Louis city, MO",922
30001,"Beaverhead County, MT",1023
30003,"Big Horn County, MT",359
30005,"Blaine County, MT",330
30007,"Broadwater County, MT",1671
30009,"Carbon County, MT",1650
30011,"Carter County, MT",0
30013,"Cascade County, MT",1236
30015,"Chouteau County, MT",476
30017,"Custer County, MT",763
30019,"Daniels County, MT",710
30021,"Dawson County, MT",850
30023,"Deer Lodge County, MT",817
30025,"Fallon County, MT",845
30027,"Fergus County, MT",820
30029,"Flathead County, MT",2015
30031,"Gallatin County, MT",2139
30033,"Garfield County, MT",0
30035,"Glacier County, MT",263
30037,"Golden Valley Coun, MT",448
30039,"Granite County, MT",1119
30041,"Hill County, MT",814
30043,"Jefferson County, MT",2145
30045,"Judith Basin Count, MT",364
30047,"Lake County, MT",1380
30049,"Lewis and Clark Co, MT",1860
30051,"Liberty County, MT",325
30053,"Lincoln County, MT",1231
30055,"McCone County, MT",318
30057,"Madison County, MT",1597
30059,"Meagher County, MT",695
30061,"Mineral County, MT",1178
30063,"Missoula County, MT",1833
30065,"Musselshell County, MT",825
30067,"Park County, MT",1447
30069,"Petroleum County, MT",0
30071,"Phillips County, MT",409
30073,"Pondera County, MT",515
30075,"Powder River Count, MT",220
30077,"Powell County, MT",732
30079,"Prairie County, MT",338
30081,"Ravalli County, MT",1871
30083,"Richland County, MT",1029
30085,"Roosevelt County, MT",351
30087,"Rosebud County, MT",657
30089,"Sanders County, MT",1113
30091,"Sheridan County, MT",474
30093,"Silver Bow County, MT",1091
30095,"Stillwater County, MT",1740
30097,"Sweet Grass County, MT",1262
30099,"Teton County, MT",824
30101,"Toole County, MT",522
30103,"Treasure County, MT",416
30105,"Valley County, MT",643
30107,"Wheatland County, MT",427
30109,"Wibaux County, MT",181
30111,"Yellowstone County, MT",1811
31001,"Adams County, NE",704
31003,"Antelope County, NE",318
31005,"Arthur County, NE",0
31007,"Banner County, NE",0
31009,"Blaine County, NE",0
31011,"Boone County, NE",438
31013,"Box Butte County, NE",607
31015,"Boyd County, NE",96
31017,"Brown County, NE",187
31019,"Buffalo County, NE",1086
31021,"Burt County, NE",635
31023,"Butler County, NE",538
31025,"Cass County, NE",1821
31027,"Cedar County, NE",418
31029,"Chase County, NE",504
31031,"Cherry County, NE",281
31033,"Cheyenne County, NE",1029
31035,"Clay County, NE",334
31037,"Colfax County, NE",282
31039,"Cuming County, NE",448
31041,"Custer County, NE",394
31043,"Dakota County, NE",552
31045,"Dawes County, NE",494
31047,"Dawson County, NE",444
31049,"Deuel County, NE",416
31051,"Dixon County, NE",419
31053,"Dodge County, NE",777
31055,"Douglas County, NE",1612
31057,"Dundy County, NE",0
31059,"Fillmore County, NE",383
31061,"Franklin County, NE",217
31063,"Frontier County, NE",237
31065,"Furnas County, NE",256
31067,"Gage County, NE",701
31069,"Garden County, NE",133
31071,"Garfield County, NE",258
31073,"Gosper County, NE",633
31075,"Grant County, NE",0
31077,"Greeley County, NE",159
31079,"Hall County, NE",702
31081,"Hamilton County, NE",728
31083,"Harlan County, NE",397
31085,"Hayes County, NE",0
31087,"Hitchcock County, NE",180
31089,"Holt County, NE",365
31091,"Hooker County, NE",0
31093,"Howard County, NE",675
31095,"Jefferson County, NE",359
31097,"Johnson County, NE",480
31099,"Kearney County, NE",637
31101,"Keith County, NE",585
31103,"Keya Paha County, NE",0
31105,"Kimball County, NE",434
31107,"Knox County, NE",274
31109,"Lancaster County, NE",1404
31111,"Lincoln County, NE",968
31113,"Logan County, NE",0
31115,"Loup County, NE",0
31117,"McPherson County, NE",0
31119,"Madison County, NE",729
31121,"Merrick County, NE",465
31123,"Morrill County, NE",395
31125,"Nance County, NE",342
31127,"Nemaha County, NE",778
31129,"Nuckolls County, NE",200
31131,"Otoe County, NE",1044
31133,"Pawnee County, NE",224
31135,"Perkins County, NE",481
31137,"Phelps County, NE",640
31139,"Pierce County, NE",621
31141,"Platte County, NE",797
31143,"Polk County, NE",441
31145,"Red Willow County, NE",449
31147,"Richardson County, NE",326
31149,"Rock County, NE",127
31151,"Saline County, NE",616
31153,"Sarpy County, NE",2059
31155,"Saunders County, NE",1407
31157,"Scotts Bluff Count, NE",824
31159,"Seward County, NE",1216
31161,"Sheridan County, NE",198
31163,"Sherman County, NE",279
31165,"Sioux County, NE",240
31167,"Stanton County, NE",549
31169,"Thayer County, NE",321
31171,"Thomas County, NE",0
31173,"Thurston County, NE",263
31175,"Valley County, NE",368
31177,"Washington County, NE",2068
31179,"Wayne County, NE",593
31181,"Webster County, NE",206
31183,"Wheeler County, NE",0
31185,"York County, NE",664
32001,"Churchill County, NV",1136
32003,"Clark County, NV",1689
32005,"Douglas County, NV",2793
32007,"Elko County, NV",1567
32009,"Esmeralda County, NV",0
32011,"Eureka County, NV",546
32013,"Humboldt County, NV",1178
32015,"Lander County, NV",777
32017,"Lincoln County, NV",1170
32019,"Lyon County, NV",1317
32021,"Mineral County, NV",358
32023,"Nye County, NV",1134
32027,"Pershing County, NV",572
32029,"Storey County, NV",2318
32031,"Washoe County, NV",2046
32033,"White Pine County, NV",797
32510,"Carson City, NV",1533
33001,"Belknap County, NH",1687
33003,"Carroll County, NH",1472
33005,"Cheshire County, NH",1376
33007,"Coos County, NH",526
33009,"Grafton County, NH",1381
33011,"Hillsborough Count, NH",2260
33013,"Merrimack County, NH",1911
33015,"Rockingham County, NH",2895
33017,"Strafford County, NH",1830
33019,"Sullivan County, NH",1201
34001,"Atlantic County, NJ",1870
34003,"Bergen County, NJ",3262
34005,"Burlington County, NJ",2832
34007,"Camden County, NJ",2053
34009,"Cape May County, NJ",2251
34011,"Cumberland County, NJ",1293
34013,"Essex County, NJ",2177
34015,"Gloucester County, NJ",2726
34017,"Hudson County, NJ",1335
34019,"Hunterdon County, NJ",4124
