id,name,data
19005,"Allamakee County, Iowa",1710
19007,"Appanoose County, Iowa",1275
19009,"Audubon County, Iowa",1065
19011,"Benton County, Iowa",2120
19013,"Black Hawk County, Iowa",2455
19015,"Boone County, Iowa",2282
19017,"Bremer County, Iowa",2480
19019,"Buchanan County, Iowa",2131
19021,"Buena Vista County, Iowa",1509
19023,"Butler County, Iowa",1812
19025,"Calhoun County, Iowa",1226
19027,"Carroll County, Iowa",1499
19029,"Cass County, Iowa",1684
19031,"Cedar County, Iowa",2106
19033,"Cerro Gordo County, Iowa",1863
19035,"Cherokee County, Iowa",1305
19037,"Chickasaw County, Iowa",1475
19039,"Clarke County, Iowa",1827
19041,"Clay County, Iowa",1648
19043,"Clayton County, Iowa",1849
19045,"Clinton County, Iowa",1997
19047,"Crawford County, Iowa",1374
19049,"Dallas County, Iowa",4074
19051,"Davis County, Iowa",1936
19053,"Decatur County, Iowa",1539
19055,"Delaware County, Iowa",1911
19057,"Des Moines County, Iowa",1861
19059,"Dickinson County, Iowa",1941
19061,"Dubuque County, Iowa",2569
19063,"Emmet County, Iowa",1442
19065,"Fayette County, Iowa",1480
19067,"Floyd County, Iowa",1523
19069,"Franklin County, Iowa",1362
19071,"Fremont County, Iowa",1600
19073,"Greene County, Iowa",1220
19075,"Grundy County, Iowa",1700
19077,"Guthrie County, Iowa",1728
19079,"Hamilton County, Iowa",1557
19081,"Hancock County, Iowa",1307
19083,"Hardin County, Iowa",1428
19085,"Harrison County, Iowa",1693
19087,"Henry County, Iowa",1843
19089,"Howard County, Iowa",1415
19091,"Humboldt County, Iowa",1551
19093,"Ida County, Iowa",1023
19095,"Iowa County, Iowa",2015
19097,"Jackson County, Iowa",1691
19099,"Jasper County, Iowa",2174
19101,"Jefferson County, Iowa",2046
19103,"Johnson County, Iowa",3928
19105,"Jones County, Iowa",1917
19107,"Keokuk County, Iowa",1397
19109,"Kossuth County, Iowa",1206
19111,"Lee County, Iowa",1546
19113,"Linn County, Iowa",2888
19115,"Louisa County, Iowa",1583
19117,"Lucas County, Iowa",1597
19119,"Lyon County, Iowa",1668
19121,"Madison County, Iowa",3009
19123,"Mahaska County, Iowa",1624
19125,"Marion County, Iowa",2336
19127,"Marshall County, Iowa",1726
19129,"Mills County, Iowa",2643
19131,"Mitchell County, Iowa",1561
19133,"Monona County, Iowa",1143
19135,"Monroe County, Iowa",1814
19137,"Montgomery County, Iowa",1508
19139,"Muscatine County, Iowa",2348
19141,"O'Brien County, Iowa",1397
19143,"Osceola County, Iowa",1004
19145,"Page County, Iowa",1524
19147,"Palo Alto County, Iowa",1368
19149,"Plymouth County, Iowa",2073
19151,"Pocahontas County, Iowa",937
19153,"Polk County, Iowa",3696
19155,"Pottawattamie County, Iowa",2560
19157,"Poweshiek County, Iowa",2170
19159,"Ringgold County, Iowa",1570
19161,"Sac County, Iowa",1115
19163,"Scott County, Iowa",2797
19165,"Shelby County, Iowa",1768
19167,"Sioux County, Iowa",2192
19169,"Story County, Iowa",3011
19171,"Tama County, Iowa",1686
19173,"Taylor County, Iowa",1134
19175,"Union County, Iowa",1741
19177,"Van Buren County, Iowa",1249
19179,"Wapello County, Iowa",1602
19181,"Warren County, Iowa",3330
19183,"Washington County, Iowa",2250
19185,"Wayne County, Iowa",1239
19187,"Webster County, Iowa",1693
19189,"Winnebago County, Iowa",1453
19191,"Winneshiek County, Iowa",2366
19193,"Woodbury County, Iowa",2147
19195,"Worth County, Iowa",1388
19197,"Wright County, Iowa",1350
20001,"Allen County, Kansas",1367
20003,"Anderson County, Kansas",1967
20005,"Atchison County, Kansas",1709
20007,"Barber County, Kansas",1353
20009,"Barton County, Kansas",1796
20011,"Bourbon County, Kansas",1539
20013,"Brown County, Kansas",1133
20015,"Butler County, Kansas",2508
20017,"Chase County, Kansas",1676
20019,"Chautauqua County, Kansas",1121
20021,"Cherokee County, Kansas",1168
20023,"Cheyenne County, Kansas",1368
20025,"Clark County, Kansas",1452
20027,"Clay County, Kansas",1679
20029,"Cloud County, Kansas",1436
20031,"Coffey County, Kansas",1339
20033,"Comanche County, Kansas",1221
20035,"Cowley County, Kansas",1496
20037,"Crawford County, Kansas",1318
20039,"Decatur County, Kansas",1173
20041,"Dickinson County, Kansas",1755
20043,"Doniphan County, Kansas",1308
20045,"Douglas County, Kansas",2877
20047,"Edwards County, Kansas",1127
20049,"Elk County, Kansas",1057
20051,"Ellis County, Kansas",2227
20053,"Ellsworth County, Kansas",1683
20055,"Finney County, Kansas",2342
20057,"Ford County, Kansas",1928
20059,"Franklin County, Kansas",2066
20061,"Geary County, Kansas",2454
20063,"Gove County, Kansas",1489
20065,"Graham County, Kansas",1374
20067,"Grant County, Kansas",1627
20069,"Gray County, Kansas",1944
20071,"Greeley County, Kansas",1905
20073,"Greenwood County, Kansas",1093
20075,"Hamilton County, Kansas",1464
20077,"Harper County, Kansas",1404
20079,"Harvey County, Kansas",2155
20081,"Haskell County, Kansas",1812
20083,"Hodgeman County, Kansas",1491
20085,"Jackson County, Kansas",2032
20087,"Jefferson County, Kansas",2334
20089,"Jewell County, Kansas",994
20091,"Johnson County, Kansas",3397
20093,"Kearny County, Kansas",1605
20095,"Kingman County, Kansas",1618
20097,"Kiowa County, Kansas",1763
20099,"Labette County, Kansas",1458
20101,"Lane County, Kansas",1415
20103,"Leavenworth County, Kansas",2594
20105,"Lincoln County, Kansas",1294
20107,"Linn County, Kansas",1350
20109,"Logan County, Kansas",1452
20111,"Lyon County, Kansas",1834
20113,"McPherson County, Kansas",2274
20115,"Marion County, Kansas",1647
20117,"Marshall County, Kansas",1428
20119,"Meade County, Kansas",1430
20121,"Miami County, Kansas",2723
20123,"Mitchell County, Kansas",1771
20125,"Montgomery County, Kansas",1361
20127,"Morris County, Kansas",1549
20129,"Morton County, Kansas",1565
20131,"Nemaha County, Kansas",1648
20133,"Neosho County, Kansas",1335
20135,"Ness County, Kansas",1392
20137,"Norton County, Kansas",1577
20139,"Osage County, Kansas",1991
20141,"Osborne County, Kansas",1242
20143,"Ottawa County, Kansas",2219
20145,"Pawnee County, Kansas",1379
20147,"Phillips County, Kansas",1346
20149,"Pottawatomie County, Kansas",1990
20151,"Pratt County, Kansas",1939
20153,"Rawlins County, Kansas",1319
20155,"Reno County, Kansas",1886
20157,"Republic County, Kansas",1320
20159,"Rice County, Kansas",1406
20161,"Riley County, Kansas",3143
20163,"Rooks County, Kansas",1392
20165,"Rush County, Kansas",1319
20167,"Russell County, Kansas",1817
20169,"Saline County, Kansas",2072
20171,"Scott County, Kansas",2433
20173,"Sedgwick County, Kansas",1883
20175,"Seward County, Kansas",1890
20177,"Shawnee County, Kansas",2074
20179,"Sheridan County, Kansas",1889
20181,"Sherman County, Kansas",1736
20183,"Smith County, Kansas",1397
20185,"Stafford County, Kansas",1257
20187,"Stanton County, Kansas",1688
20189,"Stevens County, Kansas",2155
20191,"Sumner County, Kansas",1675
20193,"Thomas County, Kansas",2014
20195,"Trego County, Kansas",1683
20197,"Wabaunsee County, Kansas",1934
20199,"Wallace County, Kansas",1524
20201,"Washington County, Kansas",1361
20203,"Wichita County, Kansas",2175
20205,"Wilson County, Kansas",1236
20207,"Woodson County, Kansas",1190
20209,"Wyandotte County, Kansas",1796
21001,"Adair County, Kentucky",777
21003,"Allen County, Kentucky",869
21005,"Anderson County, Kentucky",1440
21007,"Ballard County, Kentucky",773
21009,"Barren County, Kentucky",967
21011,"Bath County, Kentucky",677
21013,"Bell County, Kentucky",532
21015,"Boone County, Kentucky",1853
21017,"Bourbon County, Kentucky",1334
21019,"Boyd County, Kentucky",1119
21021,"Boyle County, Kentucky",1363
21023,"Bracken County, Kentucky",863
21025,"Breathitt County, Kentucky",469
21027,"Breckinridge County, Kentucky",768
21029,"Bullitt County, Kentucky",1603
21031,"Butler County, Kentucky",580
21033,"Caldwell County, Kentucky",572
21035,"Calloway County, Kentucky",1035
21037,"Campbell County, Kentucky",2094
21039,"Carlisle County, Kentucky",743
21041,"Carroll County, Kentucky",829
21043,"Carter County, Kentucky",532
21045,"Casey County, Kentucky",596
21047,"Christian County, Kentucky",956
21049,"Clark County, Kentucky",1348
21051,"Clay County, Kentucky",482
21053,"Clinton County, Kentucky",481
21055,"Crittenden County, Kentucky",590
21057,"Cumberland County, Kentucky",689
21059,"Daviess County, Kentucky",1361
21061,"Edmonson County, Kentucky",684
21063,"Elliott County, Kentucky",549
21065,"Estill County, Kentucky",652
21067,"Fayette County, Kentucky",1908
21069,"Fleming County, Kentucky",679
21071,"Floyd County, Kentucky",618
21073,"Franklin County, Kentucky",1405
21075,"Fulton County, Kentucky",531
21077,"Gallatin County, Kentucky",1243
21079,"Garrard County, Kentucky",1157
21081,"Grant County, Kentucky",1128
21083,"Graves County, Kentucky",723
21085,"Grayson County, Kentucky",707
21087,"Green County, Kentucky",594
21089,"Greenup County, Kentucky",1111
21091,"Hancock County, Kentucky",772
21093,"Hardin County, Kentucky",1244
21095,"Harlan County, Kentucky",634
21097,"Harrison County, Kentucky",1104
21099,"Hart County, Kentucky",749
21101,"Henderson County, Kentucky",1226
21103,"Henry County, Kentucky",1309
21105,"Hickman County, Kentucky",816
21107,"Hopkins County, Kentucky",921
21109,"Jackson County, Kentucky",500
21111,"Jefferson County, Kentucky",1632
21113,"Jessamine County, Kentucky",1691
21115,"Johnson County, Kentucky",711
21117,"Kenton County, Kentucky",1892
21119,"Knott County, Kentucky",451
21121,"Knox County, Kentucky",656
21123,"Larue County, Kentucky",862
21125,"Laurel County, Kentucky",725
21127,"Lawrence County, Kentucky",640
21129,"Lee County, Kentucky",593
21131,"Leslie County, Kentucky",479
21133,"Letcher County, Kentucky",489
21135,"Lewis County, Kentucky",567
21137,"Lincoln County, Kentucky",773
21139,"Livingston County, Kentucky",586
21141,"Logan County, Kentucky",747
21143,"Lyon County, Kentucky",908
21145,"McCracken County, Kentucky",1084
21147,"McCreary County, Kentucky",498
21149,"McLean County, Kentucky",753
21151,"Madison County, Kentucky",1307
21153,"Magoffin County, Kentucky",502
21155,"Marion County, Kentucky",862
21157,"Marshall County, Kentucky",1098
21159,"Martin County, Kentucky",549
21161,"Mason County, Kentucky",895
21163,"Meade County, Kentucky",1235
21165,"Menifee County, Kentucky",448
21167,"Mercer County, Kentucky",1311
21169,"Metcalfe County, Kentucky",640
21171,"Monroe County, Kentucky",609
21173,"Montgomery County, Kentucky",949
21175,"Morgan County, Kentucky",666
21177,"Muhlenberg County, Kentucky",694
21179,"Nelson County, Kentucky",1466
21181,"Nicholas County, Kentucky",612
21183,"Ohio County, Kentucky",587
21185,"Oldham County, Kentucky",2910
21187,"Owen County, Kentucky",962
21189,"Owsley County, Kentucky",561
21191,"Pendleton County, Kentucky",1270
21193,"Perry County, Kentucky",614
21195,"Pike County, Kentucky",626
21197,"Powell County, Kentucky",666
21199,"Pulaski County, Kentucky",801
21201,"Robertson County, Kentucky",889
21203,"Rockcastle County, Kentucky",563
21205,"Rowan County, Kentucky",837
21207,"Russell County, Kentucky",743
21209,"Scott County, Kentucky",1442
21211,"Shelby County, Kentucky",1830
21213,"Simpson County, Kentucky",1048
21215,"Spencer County, Kentucky",1756
21217,"Taylor County, Kentucky",962
21219,"Todd County, Kentucky",684
21221,"Trigg County, Kentucky",944
21223,"Trimble County, Kentucky",938
21225,"Union County, Kentucky",767
21227,"Warren County, Kentucky",1327
21229,"Washington County, Kentucky",945
21231,"Wayne County, Kentucky",611
21233,"Webster County, Kentucky",718
21235,"Whitley County, Kentucky",739
21237,"Wolfe County, Kentucky",426
21239,"Woodford County, Kentucky",1577
22001,"Acadia Parish, Louisiana",351
22003,"Allen Parish, Louisiana",201
22005,"Ascension Parish, Louisiana",1249
22007,"Assumption Parish, Louisiana",334
22009,"Avoyelles Parish, Louisiana",200-
22011,"Beauregard Parish, Louisiana",506
22013,"Bienville Parish, Louisiana",239
22015,"Bossier Parish, Louisiana",1270
22017,"Caddo Parish, Louisiana",1048
22019,"Calcasieu Parish, Louisiana",775
22021,"Caldwell Parish, Louisiana",331
22023,"Cameron Parish, Louisiana",689
22025,"Catahoula Parish, Louisiana",274
22027,"Claiborne Parish, Louisiana",258
22029,"Concordia Parish, Louisiana",221
22031,"De Soto Parish, Louisiana",276
22033,"East Baton Rouge Parish, Louisiana",1258
22035,"East Carroll Parish, Louisiana",200-
22037,"East Feliciana Parish, Louisiana",218
22039,"Evangeline Parish, Louisiana",256
22041,"Franklin Parish, Louisiana",363
22043,"Grant Parish, Louisiana",753
22045,"Iberia Parish, Louisiana",457
22047,"Iberville Parish, Louisiana",516
22049,"Jackson Parish, Louisiana",335
22051,"Jefferson Parish, Louisiana",975
22053,"Jefferson Davis Parish, Louisiana",339
22055,"Lafayette Parish, Louisiana",1081
22057,"Lafourche Parish, Louisiana",735
22059,"LaSalle Parish, Louisiana",535
22061,"Lincoln Parish, Louisiana",698
22063,"Livingston Parish, Louisiana",934
22065,"Madison Parish, Louisiana",200-
22067,"Morehouse Parish, Louisiana",388
22069,"Natchitoches Parish, Louisiana",637
22071,"Orleans Parish, Louisiana",1868
22073,"Ouachita Parish, Louisiana",644
22075,"Plaquemines Parish, Louisiana",886
22077,"Pointe Coupee Parish, Louisiana",555
22079,"Rapides Parish, Louisiana",793
22081,"Red River Parish, Louisiana",470
22083,"Richland Parish, Louisiana",286
22085,"Sabine Parish, Louisiana",261
22087,"St. Bernard Parish, Louisiana",843
22089,"St. Charles Parish, Louisiana",1307
22091,"St. Helena Parish, Louisiana",373
22093,"St. James Parish, Louisiana",848
22095,"St. John the Baptist Parish, Louisiana",624
22097,"St. Landry Parish, Louisiana",346
22099,"St. Martin Parish, Louisiana",538
22101,"St. Mary Parish, Louisiana",438
22103,"St. Tammany Parish, Louisiana",1728
22105,"Tangipahoa Parish, Louisiana",732
22107,"Tensas Parish, Louisiana",418
22109,"Terrebonne Parish, Louisiana",607
22111,"Union Parish, Louisiana",328
22113,"Vermilion Parish, Louisiana",398
22115,"Vernon Parish, Louisiana",754
22117,"Washington Parish, Louisiana",471
22119,"Webster Parish, Louisiana",354
22121,"West Baton Rouge Parish, Louisiana",998
22123,"West Carroll Parish, Louisiana",237
22125,"West Feliciana Parish, Louisiana",1115
22127,"Winn Parish, Louisiana",240
23001,"Androscoggin County, Maine",2756
23003,"Aroostook County, Maine",1460
23005,"Cumberland County, Maine",3852
23007,"Franklin County, Maine",1835
23009,"Hancock County, Maine",2240
23011,"Kennebec County, Maine",2262
23013,"Knox County, Maine",2914
23015,"Lincoln County, Maine",2397
23017,"Oxford County, Maine",1974
23019,"Penobscot County, Maine",2118
23021,"Piscataquis County, Maine",1391
23023,"Sagadahoc County, Maine",2873
23025,"Somerset County, Maine",1643
23027,"Waldo County, Maine",2222
23029,"Washington County, Maine",1487
23031,"York County, Maine",3190
24001,"Allegany County, Maryland",1534
24003,"Anne Arundel County, Maryland",3313
24005,"Baltimore County, Maryland",3197
24009,"Calvert County, Maryland",3456
24011,"Caroline County, Maryland",2251
24013,"Carroll County, Maryland",3423
24015,"Cecil County, Maryland",2706
24017,"Charles County, Maryland",3687
24019,"Dorchester County, Maryland",2000
24021,"Frederick County, Maryland",3781
24023,"Garrett County, Maryland",1674
24025,"Harford County, Maryland",3174
24027,"Howard County, Maryland",5932
24029,"Kent County, Maryland",2835
24031,"Montgomery County, Maryland",4678
24033,"Prince George's County, Maryland",3978
24035,"Queen Anne's County, Maryland",3152
24037,"St. Mary's County, Maryland",2962
24039,"Somerset County, Maryland",1514
24041,"Talbot County, Maryland",2319
24043,"Washington County, Maryland",2205
24045,"Wicomico County, Maryland",1907
24047,"Worcester County, Maryland",2171
24510,"Baltimore city, Maryland",2806
25001,"Barnstable County, Massachusetts",3458
25003,"Berkshire County, Massachusetts",3321
25005,"Bristol County, Massachusetts",3927
25007,"Dukes County, Massachusetts",4177
25009,"Essex County, Massachusetts",5348
25011,"Franklin County, Massachusetts",3987
25013,"Hampden County, Massachusetts",3684
25015,"Hampshire County, Massachusetts",4599
25017,"Middlesex County, Massachusetts",6274
25019,"Nantucket County, Massachusetts",3691
25021,"Norfolk County, Massachusetts",6100
25023,"Plymouth County, Massachusetts",5375
25025,"Suffolk County, Massachusetts",3801
25027,"Worcester County, Massachusetts",4385
26001,"Alcona County, Michigan",1121
26003,"Alger County, Michigan",1435
26005,"Allegan County, Michigan",2360
26007,"Alpena County, Michigan",1312
26009,"Antrim County, Michigan",1703
26011,"Arenac County, Michigan",1405
26013,"Baraga County, Michigan",1681
26015,"Barry County, Michigan",2303
26017,"Bay County, Michigan",1875
26019,"Benzie County, Michigan",1787
26021,"Berrien County, Michigan",1953
26023,"Branch County, Michigan",1563
26025,"Calhoun County, Michigan",2065
26027,"Cass County, Michigan",1686
26029,"Charlevoix County, Michigan",1924
26031,"Cheboygan County, Michigan",1400
26033,"Chippewa County, Michigan",1669
26035,"Clare County, Michigan",1223
26037,"Clinton County, Michigan",2658
26039,"Crawford County, Michigan",1379
26041,"Delta County, Michigan",1540
26043,"Dickinson County, Michigan",1641
26045,"Eaton County, Michigan",2583
26047,"Emmet County, Michigan",2142
26049,"Genesee County, Michigan",1990
26051,"Gladwin County, Michigan",1476
26053,"Gogebic County, Michigan",1382
26055,"Grand Traverse County, Michigan",2607
26057,"Gratiot County, Michigan",1492
26059,"Hillsdale County, Michigan",1455
26061,"Houghton County, Michigan",1595
26063,"Huron County, Michigan",1527
26065,"Ingham County, Michigan",2960
26067,"Ionia County, Michigan",1818
26069,"Iosco County, Michigan",1121
26071,"Iron County, Michigan",1292
26073,"Isabella County, Michigan",1971
26075,"Jackson County, Michigan",1962
26077,"Kalamazoo County, Michigan",2849
26079,"Kalkaska County, Michigan",1369
26081,"Kent County, Michigan",2605
26083,"Keweenaw County, Michigan",1605
26085,"Lake County, Michigan",1216
26087,"Lapeer County, Michigan",1856
26089,"Leelanau County, Michigan",2390
26091,"Lenawee County, Michigan",2122
26093,"Livingston County, Michigan",2829
26095,"Luce County, Michigan",1063
26097,"Mackinac County, Michigan",1443
26099,"Macomb County, Michigan",2820
26101,"Manistee County, Michigan",1640
26103,"Marquette County, Michigan",1752
26105,"Mason County, Michigan",1847
26107,"Mecosta County, Michigan",1451
26109,"Menominee County, Michigan",1339
26111,"Midland County, Michigan",2520
26113,"Missaukee County, Michigan",1351
26115,"Monroe County, Michigan",2151
26117,"Montcalm County, Michigan",1579
26119,"Montmorency County, Michigan",1196
26121,"Muskegon County, Michigan",1965
26123,"Newaygo County, Michigan",1760
26125,"Oakland County, Michigan",3700
26127,"Oceana County, Michigan",1559
26129,"Ogemaw County, Michigan",1177
26131,"Ontonagon County, Michigan",1083
26133,"Osceola County, Michigan",1312
26135,"Oscoda County, Michigan",1033
26137,"Otsego County, Michigan",1516
26139,"Ottawa County, Michigan",2649
26141,"Presque Isle County, Michigan",1280
26143,"Roscommon County, Michigan",1334
26145,"Saginaw County, Michigan",1805
26147,"St. Clair County, Michigan",2139
26149,"St. Joseph County, Michigan",1552
26151,"Sanilac County, Michigan",1353
26153,"Schoolcraft County, Michigan",1230
26155,"Shiawassee County, Michigan",1814
26157,"Tuscola County, Michigan",1536
26159,"Van Buren County, Michigan",2114
26161,"Washtenaw County, Michigan",4582
26163,"Wayne County, Michigan",2487
26165,"Wexford County, Michigan",1479
27001,"Aitkin County, Minnesota",1094
27003,"Anoka County, Minnesota",2607
27005,"Becker County, Minnesota",1617
27007,"Beltrami County, Minnesota",1756
27009,"Benton County, Minnesota",2187
27011,"Big Stone County, Minnesota",932
27013,"Blue Earth County, Minnesota",1922
27015,"Brown County, Minnesota",1588
27017,"Carlton County, Minnesota",2242
27019,"Carver County, Minnesota",3744
27021,"Cass County, Minnesota",1276
27023,"Chippewa County, Minnesota",1231
27025,"Chisago County, Minnesota",3021
27027,"Clay County, Minnesota",2267
27029,"Clearwater County, Minnesota",1134
27031,"Cook County, Minnesota",1997
27033,"Cottonwood County, Minnesota",1330
27035,"Crow Wing County, Minnesota",1643
27037,"Dakota County, Minnesota",2979
27039,"Dodge County, Minnesota",2345
27041,"Douglas County, Minnesota",2006
27043,"Faribault County, Minnesota",1003
27045,"Fillmore County, Minnesota",1531
27047,"Freeborn County, Minnesota",1358
27049,"Goodhue County, Minnesota",2352
27051,"Grant County, Minnesota",1369
27053,"Hennepin County, Minnesota",3637
27055,"Houston County, Minnesota",2038
27057,"Hubbard County, Minnesota",1673
27059,"Isanti County, Minnesota",2443
27061,"Itasca County, Minnesota",1365
27063,"Jackson County, Minnesota",1185
27065,"Kanabec County, Minnesota",1934
27067,"Kandiyohi County, Minnesota",1814
27069,"Kittson County, Minnesota",950
27071,"Koochiching County, Minnesota",916
27073,"Lac qui Parle County, Minnesota",986
27075,"Lake County, Minnesota",1357
27077,"Lake of the Woods County, Minnesota",1187
27079,"Le Sueur County, Minnesota",2495
27081,"Lincoln County, Minnesota",1258
27083,"Lyon County, Minnesota",1478
27085,"McLeod County, Minnesota",2042
27087,"Mahnomen County, Minnesota",1192
27089,"Marshall County, Minnesota",1066
27091,"Martin County, Minnesota",1299
27093,"Meeker County, Minnesota",1706
27095,"Mille Lacs County, Minnesota",1955
27097,"Morrison County, Minnesota",1703
27099,"Mower County, Minnesota",1281
27101,"Murray County, Minnesota",1044
27103,"Nicollet County, Minnesota",2390
27105,"Nobles County, Minnesota",1316
27107,"Norman County, Minnesota",1093
27109,"Olmsted County, Minnesota",2712
27111,"Otter Tail County, Minnesota",1643
27113,"Pennington County, Minnesota",1813
27115,"Pine County, Minnesota",1554
27117,"Pipestone County, Minnesota",929
27119,"Polk County, Minnesota",1742
27121,"Pope County, Minnesota",1655
27123,"Ramsey County, Minnesota",3039
27125,"Red Lake County, Minnesota",1301
27127,"Redwood County, Minnesota",1166
27129,"Renville County, Minnesota",1243
27131,"Rice County, Minnesota",2455
27133,"Rock County, Minnesota",1171
27135,"Roseau County, Minnesota",1496
27137,"St. Louis County, Minnesota",1705
27139,"Scott County, Minnesota",3614
27141,"Sherburne County, Minnesota",2662
27143,"Sibley County, Minnesota",1848
27145,"Stearns County, Minnesota",2138
27147,"Steele County, Minnesota",2233
27149,"Stevens County, Minnesota",1487
27151,"Swift County, Minnesota",1053
27153,"Todd County, Minnesota",1453
27155,"Traverse County, Minnesota",858
27157,"Wabasha County, Minnesota",2199
27159,"Wadena County, Minnesota",1430
27161,"Waseca County, Minnesota",1902
27163,"Washington County, Minnesota",3309
27165,"Watonwan County, Minnesota",1072
27167,"Wilkin County, Minnesota",1144
27169,"Winona County, Minnesota",1744
27171,"Wright County, Minnesota",2685
27173,"Yellow Medicine County, Minnesota",1329
28001,"Adams County, Mississippi",760
28003,"Alcorn County, Mississippi",760
28005,"Amite County, Mississippi",496
28007,"Attala County, Mississippi",690
28009,"Benton County, Mississippi",558
28011,"Bolivar County, Mississippi",1007
28013,"Calhoun County, Mississippi",632
28015,"Carroll County, Mississippi",682
28017,"Chickasaw County, Mississippi",756
28019,"Choctaw County, Mississippi",448
28021,"Claiborne County, Mississippi",493
28023,"Clarke County, Mississippi",539
28025,"Clay County, Mississippi",710
28027,"Coahoma County, Mississippi",984
28029,"Copiah County, Mississippi",691
28031,"Covington County, Mississippi",425
28033,"DeSoto County, Mississippi",1323
28035,"Forrest County, Mississippi",1178
28037,"Franklin County, Mississippi",503
28039,"George County, Mississippi",826
28041,"Greene County, Mississippi",739
28043,"Grenada County, Mississippi",944
28045,"Hancock County, Mississippi",1225
28047,"Harrison County, Mississippi",1143
28049,"Hinds County, Mississippi",1233
28051,"Holmes County, Mississippi",541
28053,"Humphreys County, Mississippi",823
28055,"Issaquena County, Mississippi",373
28057,"Itawamba County, Mississippi",671
28059,"Jackson County, Mississippi",1179
28061,"Jasper County, Mississippi",729
28063,"Jefferson County, Mississippi",498
28065,"Jefferson Davis County, Mississippi",688
28067,"Jones County, Mississippi",951
28069,"Kemper County, Mississippi",390
28071,"Lafayette County, Mississippi",1536
28073,"Lamar County, Mississippi",1297
28075,"Lauderdale County, Mississippi",964
28077,"Lawrence County, Mississippi",710
28079,"Leake County, Mississippi",583
28081,"Lee County, Mississippi",1148
28083,"Leflore County, Mississippi",910
28085,"Lincoln County, Mississippi",789
28087,"Lowndes County, Mississippi",785
28089,"Madison County, Mississippi",1602
28091,"Marion County, Mississippi",706
28093,"Marshall County, Mississippi",1042
28095,"Monroe County, Mississippi",758
28097,"Montgomery County, Mississippi",737
28099,"Neshoba County, Mississippi",679
28101,"Newton County, Mississippi",640
28103,"Noxubee County, Mississippi",784
28105,"Oktibbeha County, Mississippi",1392
28107,"Panola County, Mississippi",666
28109,"Pearl River County, Mississippi",1052
28111,"Perry County, Mississippi",677
28113,"Pike County, Mississippi",849
28115,"Pontotoc County, Mississippi",751
28117,"Prentiss County, Mississippi",827
28119,"Quitman County, Mississippi",652
28121,"Rankin County, Mississippi",1142
28123,"Scott County, Mississippi",680
28125,"Sharkey County, Mississippi",787
28127,"Simpson County, Mississippi",562
28129,"Smith County, Mississippi",585
28131,"Stone County, Mississippi",927
28133,"Sunflower County, Mississippi",934
28135,"Tallahatchie County, Mississippi",495
28137,"Tate County, Mississippi",1192
28139,"Tippah County, Mississippi",728
28141,"Tishomingo County, Mississippi",514
28143,"Tunica County, Mississippi",489
28145,"Union County, Mississippi",749
28147,"Walthall County, Mississippi",815
28149,"Warren County, Mississippi",991
28151,"Washington County, Mississippi",792
28153,"Wayne County, Mississippi",605
28155,"Webster County, Mississippi",596
28157,"Wilkinson County, Mississippi",576
28159,"Winston County, Mississippi",654
28161,"Yalobusha County, Mississippi",670
28163,"Yazoo County, Mississippi",743
29001,"Adair County, Missouri",1050
29003,"Andrew County, Missouri",1301
29005,"Atchison County, Missouri",889
29007,"Audrain County, Missouri",898
29009,"Barry County, Missouri",865
29011,"Barton County, Missouri",900
29013,"Bates County, Missouri",872
29015,"Benton County, Missouri",822
29017,"Bollinger County, Missouri",711
29019,"Boone County, Missouri",1855
29021,"Buchanan County, Missouri",1104
29023,"Butler County, Missouri",792
29025,"Caldwell County, Missouri",943
29027,"Callaway County, Missouri",1248
29029,"Camden County, Missouri",1197
29031,"Cape Girardeau County, Missouri",1231
29033,"Carroll County, Missouri",958
29035,"Carter County, Missouri",766
29037,"Cass County, Missouri",1974
29039,"Cedar County, Missouri",726
29041,"Chariton County, Missouri",806
29043,"Christian County, Missouri",1467
29045,"Clark County, Missouri",1065
29047,"Clay County, Missouri",2473
29049,"Clinton County, Missouri",1559
29051,"Cole County, Missouri",1471
29053,"Cooper County, Missouri",1098
29055,"Crawford County, Missouri",898
29057,"Dade County, Missouri",799
29059,"Dallas County, Missouri",705
29061,"Daviess County, Missouri",952
29063,"DeKalb County, Missouri",1048
29065,"Dent County, Missouri",685
29067,"Douglas County, Missouri",606
29069,"Dunklin County, Missouri",579
29071,"Franklin County, Missouri",1492
29073,"Gasconade County, Missouri",1150
29075,"Gentry County, Missouri",1144
29077,"Greene County, Missouri",1294
29079,"Grundy County, Missouri",1039
29081,"Harrison County, Missouri",719
29083,"Henry County, Missouri",1050
29085,"Hickory County, Missouri",514
29087,"Holt County, Missouri",920
29089,"Howard County, Missouri",1060
29091,"Howell County, Missouri",716
29093,"Iron County, Missouri",581
29095,"Jackson County, Missouri",2017
29097,"Jasper County, Missouri",961
29099,"Jefferson County, Missouri",1521
29101,"Johnson County, Missouri",1328
29103,"Knox County, Missouri",701
29105,"Laclede County, Missouri",774
29107,"Lafayette County, Missouri",1368
29109,"Lawrence County, Missouri",877
29111,"Lewis County, Missouri",802
29113,"Lincoln County, Missouri",1472
29115,"Linn County, Missouri",916
29117,"Livingston County, Missouri",1148
29119,"McDonald County, Missouri",626
29121,"Macon County, Missouri",814
29123,"Madison County, Missouri",973
29125,"Maries County, Missouri",836
