id,name,data
6085,"Santa Clara County, California",7638
6087,"Santa Cruz County, California",5234
6089,"Shasta County, California",1960
6091,"Sierra County, California",1956
6093,"Siskiyou County, California",1563
6095,"Solano County, California",3579
6097,"Sonoma County, California",4580
6099,"Stanislaus County, California",2413
6101,"Sutter County, California",2639
6103,"Tehama County, California",1480
6105,"Trinity County, California",1656
6107,"Tulare County, California",1667
6109,"Tuolumne County, California",2270
6111,"Ventura County, California",4460
6113,"Yolo County, California",3789
6115,"Yuba County, California",2334
8001,"Adams County, Colorado",2046
8003,"Alamosa County, Colorado",884
8005,"Arapahoe County, Colorado",2154
8007,"Archuleta County, Colorado",1142
8009,"Baca County, Colorado",460
8011,"Bent County, Colorado",390
8013,"Boulder County, Colorado",2948
8014,"Broomfield County, Colorado",2920
8015,"Chaffee County, Colorado",1260
8017,"Cheyenne County, Colorado",775
8019,"Clear Creek County, Colorado",1604
8021,"Conejos County, Colorado",584
8023,"Costilla County, Colorado",451
8025,"Crowley County, Colorado",433
8027,"Custer County, Colorado",1074
8029,"Delta County, Colorado",780
8031,"Denver County, Colorado",2055
8033,"Dolores County, Colorado",467
8035,"Douglas County, Colorado",2980
8037,"Eagle County, Colorado",2563
8039,"Elbert County, Colorado",2323
8041,"El Paso County, Colorado",1342
8043,"Fremont County, Colorado",800
8045,"Garfield County, Colorado",1631
8047,"Gilpin County, Colorado",941
8049,"Grand County, Colorado",1252
8051,"Gunnison County, Colorado",1392
8053,"Hinsdale County, Colorado",1266
8055,"Huerfano County, Colorado",640
8057,"Jackson County, Colorado",459
8059,"Jefferson County, Colorado",2331
8061,"Kiowa County, Colorado",632
8063,"Kit Carson County, Colorado",814
8065,"Lake County, Colorado",1417
8067,"La Plata County, Colorado",1183
8069,"Larimer County, Colorado",2084
8071,"Las Animas County, Colorado",453
8073,"Lincoln County, Colorado",509
8075,"Logan County, Colorado",875
8077,"Mesa County, Colorado",1065
8079,"Mineral County, Colorado",1311
8081,"Moffat County, Colorado",921
8083,"Montezuma County, Colorado",881
8085,"Montrose County, Colorado",983
8087,"Morgan County, Colorado",1118
8089,"Otero County, Colorado",486
8091,"Ouray County, Colorado",1516
8093,"Park County, Colorado",1337
8095,"Phillips County, Colorado",952
8097,"Pitkin County, Colorado",2316
8099,"Prowers County, Colorado",496
8101,"Pueblo County, Colorado",1072
8103,"Rio Blanco County, Colorado",744
8105,"Rio Grande County, Colorado",738
8107,"Routt County, Colorado",1821
8109,"Saguache County, Colorado",730
8111,"San Juan County, Colorado",835
8113,"San Miguel County, Colorado",971
8115,"Sedgwick County, Colorado",605
8117,"Summit County, Colorado",1962
8119,"Teller County, Colorado",1343
8121,"Washington County, Colorado",818
8123,"Weld County, Colorado",1617
8125,"Yuma County, Colorado",894
9001,"Fairfield County, Connecticut",7832
9003,"Hartford County, Connecticut",5707
9005,"Litchfield County, Connecticut",5084
9007,"Middlesex County, Connecticut",5772
9009,"New Haven County, Connecticut",5865
9011,"New London County, Connecticut",4644
9013,"Tolland County, Connecticut",5688
9015,"Windham County, Connecticut",3810
10001,"Kent County, Delaware",1148
10003,"New Castle County, Delaware",2058
10005,"Sussex County, Delaware",953
11001,"District of Columbia, District of Columbia",3551
12001,"Alachua County, Florida",2182
12003,"Baker County, Florida",1079
12005,"Bay County, Florida",1277
12007,"Bradford County, Florida",862
12009,"Brevard County, Florida",1679
12011,"Broward County, Florida",2829
12013,"Calhoun County, Florida",584
12015,"Charlotte County, Florida",1919
12017,"Citrus County, Florida",1012
12019,"Clay County, Florida",1607
12021,"Collier County, Florida",2630
12023,"Columbia County, Florida",1228
12027,"DeSoto County, Florida",1123
12029,"Dixie County, Florida",543
12031,"Duval County, Florida",1753
12033,"Escambia County, Florida",1135
12035,"Flagler County, Florida",1969
12037,"Franklin County, Florida",1261
12039,"Gadsden County, Florida",814
12041,"Gilchrist County, Florida",964
12043,"Glades County, Florida",816
12045,"Gulf County, Florida",1112
12047,"Hamilton County, Florida",655
12049,"Hardee County, Florida",1061
12051,"Hendry County, Florida",1106
12053,"Hernando County, Florida",1294
12055,"Highlands County, Florida",925
12057,"Hillsborough County, Florida",2123
12059,"Holmes County, Florida",521
12061,"Indian River County, Florida",1741
12063,"Jackson County, Florida",651
12065,"Jefferson County, Florida",1081
12067,"Lafayette County, Florida",754
12069,"Lake County, Florida",1769
12071,"Lee County, Florida",2226
12073,"Leon County, Florida",1939
12075,"Levy County, Florida",842
12077,"Liberty County, Florida",826
12079,"Madison County, Florida",890
12081,"Manatee County, Florida",2118
12083,"Marion County, Florida",1315
12085,"Martin County, Florida",2568
12086,"Miami-Dade County, Florida",2799
12087,"Monroe County, Florida",3284
12089,"Nassau County, Florida",1912
12091,"Okaloosa County, Florida",1595
12093,"Okeechobee County, Florida",1103
12095,"Orange County, Florida",2283
12097,"Osceola County, Florida",1862
12099,"Palm Beach County, Florida",2966
12101,"Pasco County, Florida",1517
12103,"Pinellas County, Florida",1815
12105,"Polk County, Florida",1294
12107,"Putnam County, Florida",1010
12109,"St. Johns County, Florida",2975
12111,"St. Lucie County, Florida",2179
12113,"Santa Rosa County, Florida",1414
12115,"Sarasota County, Florida",2214
12117,"Seminole County, Florida",2066
12119,"Sumter County, Florida",2452
12121,"Suwannee County, Florida",924
12123,"Taylor County, Florida",596
12125,"Union County, Florida",825
12127,"Volusia County, Florida",1707
12129,"Wakulla County, Florida",1328
12131,"Walton County, Florida",1311
12133,"Washington County, Florida",680
13001,"Appling County, Georgia",613
13003,"Atkinson County, Georgia",637
13005,"Bacon County, Georgia",790
13007,"Baker County, Georgia",846
13009,"Baldwin County, Georgia",1062
13011,"Banks County, Georgia",1245
13013,"Barrow County, Georgia",1512
13015,"Bartow County, Georgia",1436
13017,"Ben Hill County, Georgia",913
13019,"Berrien County, Georgia",981
13021,"Bibb County, Georgia",1488
13023,"Bleckley County, Georgia",934
13025,"Brantley County, Georgia",1140
13027,"Brooks County, Georgia",1311
13029,"Bryan County, Georgia",1978
13031,"Bulloch County, Georgia",1264
13033,"Burke County, Georgia",788
13035,"Butts County, Georgia",1486
13037,"Calhoun County, Georgia",710
13039,"Camden County, Georgia",1779
13043,"Candler County, Georgia",1118
13045,"Carroll County, Georgia",1066
13047,"Catoosa County, Georgia",1237
13049,"Charlton County, Georgia",906
13051,"Chatham County, Georgia",2083
13053,"Chattahoochee County, Georgia",867
13055,"Chattooga County, Georgia",686
13057,"Cherokee County, Georgia",2038
13059,"Clarke County, Georgia",1868
13061,"Clay County, Georgia",654
13063,"Clayton County, Georgia",1239
13065,"Clinch County, Georgia",939
13067,"Cobb County, Georgia",1982
13069,"Coffee County, Georgia",809
13071,"Colquitt County, Georgia",927
13073,"Columbia County, Georgia",2115
13075,"Cook County, Georgia",886
13077,"Coweta County, Georgia",2000
13079,"Crawford County, Georgia",1206
13081,"Crisp County, Georgia",1146
13083,"Dade County, Georgia",694
13085,"Dawson County, Georgia",1764
13087,"Decatur County, Georgia",1211
13089,"DeKalb County, Georgia",2414
13091,"Dodge County, Georgia",780
13093,"Dooly County, Georgia",992
13095,"Dougherty County, Georgia",1499
13097,"Douglas County, Georgia",1562
13099,"Early County, Georgia",994
13101,"Echols County, Georgia",860
13103,"Effingham County, Georgia",1852
13105,"Elbert County, Georgia",848
13107,"Emanuel County, Georgia",774
13109,"Evans County, Georgia",971
13111,"Fannin County, Georgia",786
13113,"Fayette County, Georgia",2681
13115,"Floyd County, Georgia",1246
13117,"Forsyth County, Georgia",2988
13119,"Franklin County, Georgia",1072
13121,"Fulton County, Georgia",3185
13123,"Gilmer County, Georgia",1034
13125,"Glascock County, Georgia",925
13127,"Glynn County, Georgia",1404
13129,"Gordon County, Georgia",1142
13131,"Grady County, Georgia",1300
13133,"Greene County, Georgia",1781
13135,"Gwinnett County, Georgia",2662
13137,"Habersham County, Georgia",1123
13139,"Hall County, Georgia",1779
13141,"Hancock County, Georgia",777
13143,"Haralson County, Georgia",1409
13145,"Harris County, Georgia",2112
13147,"Hart County, Georgia",970
13149,"Heard County, Georgia",779
13151,"Henry County, Georgia",1953
13153,"Houston County, Georgia",1455
13155,"Irwin County, Georgia",1064
13157,"Jackson County, Georgia",2041
13159,"Jasper County, Georgia",1450
13161,"Jeff Davis County, Georgia",828
13163,"Jefferson County, Georgia",990
13165,"Jenkins County, Georgia",830
13167,"Johnson County, Georgia",637
13169,"Jones County, Georgia",1592
13171,"Lamar County, Georgia",1302
13173,"Lanier County, Georgia",1303
13175,"Laurens County, Georgia",1003
13177,"Lee County, Georgia",1867
13179,"Liberty County, Georgia",1630
13181,"Lincoln County, Georgia",1296
13183,"Long County, Georgia",1430
13185,"Lowndes County, Georgia",1375
13187,"Lumpkin County, Georgia",1589
13189,"McDuffie County, Georgia",1080
13191,"McIntosh County, Georgia",1161
13193,"Macon County, Georgia",843
13195,"Madison County, Georgia",1271
13197,"Marion County, Georgia",949
13199,"Meriwether County, Georgia",1291
13201,"Miller County, Georgia",1491
13205,"Mitchell County, Georgia",1278
13207,"Monroe County, Georgia",1416
13209,"Montgomery County, Georgia",914
13211,"Morgan County, Georgia",1945
13213,"Murray County, Georgia",823
13215,"Muscogee County, Georgia",1350
13217,"Newton County, Georgia",1595
13219,"Oconee County, Georgia",2438
13221,"Oglethorpe County, Georgia",1214
13223,"Paulding County, Georgia",1779
13225,"Peach County, Georgia",1640
13227,"Pickens County, Georgia",1560
13229,"Pierce County, Georgia",1063
13231,"Pike County, Georgia",1857
13233,"Polk County, Georgia",1091
13235,"Pulaski County, Georgia",1103
13237,"Putnam County, Georgia",1284
13239,"Quitman County, Georgia",413
13241,"Rabun County, Georgia",1169
13243,"Randolph County, Georgia",840
13245,"Richmond County, Georgia",1236
13247,"Rockdale County, Georgia",1290
13249,"Schley County, Georgia",1008
13251,"Screven County, Georgia",913
13253,"Seminole County, Georgia",1040
13255,"Spalding County, Georgia",1498
13257,"Stephens County, Georgia",1150
13259,"Stewart County, Georgia",584
13261,"Sumter County, Georgia",1689
13263,"Talbot County, Georgia",1062
13265,"Taliaferro County, Georgia",921
13267,"Tattnall County, Georgia",925
13269,"Taylor County, Georgia",786
13271,"Telfair County, Georgia",779
13273,"Terrell County, Georgia",1115
13275,"Thomas County, Georgia",1367
13277,"Tift County, Georgia",1366
13279,"Toombs County, Georgia",1010
13281,"Towns County, Georgia",930
13283,"Treutlen County, Georgia",778
13285,"Troup County, Georgia",1436
13287,"Turner County, Georgia",780
13289,"Twiggs County, Georgia",864
13291,"Union County, Georgia",1186
13293,"Upson County, Georgia",982
13295,"Walker County, Georgia",1061
13297,"Walton County, Georgia",1807
13299,"Ware County, Georgia",940
13301,"Warren County, Georgia",811
13303,"Washington County, Georgia",1062
13305,"Wayne County, Georgia",1008
13307,"Webster County, Georgia",872
13309,"Wheeler County, Georgia",504
13311,"White County, Georgia",1428
13313,"Whitfield County, Georgia",1095
13315,"Wilcox County, Georgia",615
13317,"Wilkes County, Georgia",1005
13319,"Wilkinson County, Georgia",712
13321,"Worth County, Georgia",979
15001,"Hawaii County, Hawaii",1115
15003,"Honolulu County, Hawaii",2098
15005,"Kalawao County, Hawaii",-
15007,"Kauai County, Hawaii",1460
15009,"Maui County, Hawaii",1256
16001,"Ada County, Idaho",2058
16003,"Adams County, Idaho",1151
16005,"Bannock County, Idaho",1544
16007,"Bear Lake County, Idaho",911
16009,"Benewah County, Idaho",1153
16011,"Bingham County, Idaho",1150
16013,"Blaine County, Idaho",2226
16015,"Boise County, Idaho",1272
16017,"Bonner County, Idaho",1361
16019,"Bonneville County, Idaho",1400
16021,"Boundary County, Idaho",1275
16023,"Butte County, Idaho",934
16025,"Camas County, Idaho",826
16027,"Canyon County, Idaho",1583
16029,"Caribou County, Idaho",1056
16031,"Cassia County, Idaho",899
16033,"Clark County, Idaho",583
16035,"Clearwater County, Idaho",1221
16037,"Custer County, Idaho",675
16039,"Elmore County, Idaho",1277
16041,"Franklin County, Idaho",1280
16043,"Fremont County, Idaho",1166
16045,"Gem County, Idaho",1222
16047,"Gooding County, Idaho",854
16049,"Idaho County, Idaho",853
16051,"Jefferson County, Idaho",1360
16053,"Jerome County, Idaho",1263
16055,"Kootenai County, Idaho",1743
16057,"Latah County, Idaho",1915
16059,"Lemhi County, Idaho",984
16061,"Lewis County, Idaho",1006
16063,"Lincoln County, Idaho",831
16065,"Madison County, Idaho",1439
16067,"Minidoka County, Idaho",924
16069,"Nez Perce County, Idaho",1825
16071,"Oneida County, Idaho",1033
16073,"Owyhee County, Idaho",901
16075,"Payette County, Idaho",1185
16077,"Power County, Idaho",1301
16079,"Shoshone County, Idaho",1088
16081,"Teton County, Idaho",1677
16083,"Twin Falls County, Idaho",1469
16085,"Valley County, Idaho",1363
16087,"Washington County, Idaho",1205
17001,"Adams County, Illinois",2185
17003,"Alexander County, Illinois",723
17005,"Bond County, Illinois",2204
17007,"Boone County, Illinois",4011
17009,"Brown County, Illinois",1568
17011,"Bureau County, Illinois",2335
17013,"Calhoun County, Illinois",2323
17015,"Carroll County, Illinois",1995
17017,"Cass County, Illinois",1673
17019,"Champaign County, Illinois",3710
17021,"Christian County, Illinois",1707
17023,"Clark County, Illinois",1728
17025,"Clay County, Illinois",1463
17027,"Clinton County, Illinois",2972
17029,"Coles County, Illinois",2170
17031,"Cook County, Illinois",5342
17033,"Crawford County, Illinois",1458
17035,"Cumberland County, Illinois",1903
17037,"DeKalb County, Illinois",5209
17039,"De Witt County, Illinois",1974
17041,"Douglas County, Illinois",2425
17043,"DuPage County, Illinois",6870
17045,"Edgar County, Illinois",1424
17047,"Edwards County, Illinois",1255
17049,"Effingham County, Illinois",2394
17051,"Fayette County, Illinois",1568
17053,"Ford County, Illinois",2248
17055,"Franklin County, Illinois",1230
17057,"Fulton County, Illinois",1909
17059,"Gallatin County, Illinois",1123
17061,"Greene County, Illinois",1429
17063,"Grundy County, Illinois",4283
17065,"Hamilton County, Illinois",1498
17067,"Hancock County, Illinois",1694
17069,"Hardin County, Illinois",825
17071,"Henderson County, Illinois",1416
17073,"Henry County, Illinois",2577
17075,"Iroquois County, Illinois",2190
17077,"Jackson County, Illinois",2303
17079,"Jasper County, Illinois",1742
17081,"Jefferson County, Illinois",1716
17083,"Jersey County, Illinois",2813
17085,"Jo Daviess County, Illinois",3074
17087,"Johnson County, Illinois",1649
17089,"Kane County, Illinois",6368
17091,"Kankakee County, Illinois",3605
17093,"Kendall County, Illinois",6739
17095,"Knox County, Illinois",1713
17097,"Lake County, Illinois",7724
17099,"LaSalle County, Illinois",2917
17101,"Lawrence County, Illinois",888
17103,"Lee County, Illinois",2611
17105,"Livingston County, Illinois",2670
17107,"Logan County, Illinois",2002
17109,"McDonough County, Illinois",1965
17111,"McHenry County, Illinois",6541
17113,"McLean County, Illinois",3915
17115,"Macon County, Illinois",2330
17117,"Macoupin County, Illinois",1711
17119,"Madison County, Illinois",2791
17121,"Marion County, Illinois",1513
17123,"Marshall County, Illinois",2453
17125,"Mason County, Illinois",1928
17127,"Massac County, Illinois",1422
17129,"Menard County, Illinois",2829
17131,"Mercer County, Illinois",2346
17133,"Monroe County, Illinois",3995
17135,"Montgomery County, Illinois",1599
17137,"Morgan County, Illinois",2077
17139,"Moultrie County, Illinois",2281
17141,"Ogle County, Illinois",3152
17143,"Peoria County, Illinois",3148
17145,"Perry County, Illinois",1466
17147,"Piatt County, Illinois",2522
17149,"Pike County, Illinois",1472
17151,"Pope County, Illinois",1370
17153,"Pulaski County, Illinois",601
17155,"Putnam County, Illinois",2287
17157,"Randolph County, Illinois",1538
17159,"Richland County, Illinois",1585
17161,"Rock Island County, Illinois",2910
17163,"St. Clair County, Illinois",2990
17165,"Saline County, Illinois",1286
17167,"Sangamon County, Illinois",2950
17169,"Schuyler County, Illinois",1754
17171,"Scott County, Illinois",1477
17173,"Shelby County, Illinois",1796
17175,"Stark County, Illinois",1649
17177,"Stephenson County, Illinois",2704
17179,"Tazewell County, Illinois",3084
17181,"Union County, Illinois",1735
17183,"Vermilion County, Illinois",1474
17185,"Wabash County, Illinois",1354
17187,"Warren County, Illinois",1696
17189,"Washington County, Illinois",2540
17191,"Wayne County, Illinois",1316
17193,"White County, Illinois",1081
17195,"Whiteside County, Illinois",2413
17197,"Will County, Illinois",6166
17199,"Williamson County, Illinois",1975
17201,"Winnebago County, Illinois",3503
17203,"Woodford County, Illinois",3889
18001,"Adams County, Indiana",1110
18003,"Allen County, Indiana",1223
18005,"Bartholomew County, Indiana",1342
18007,"Benton County, Indiana",686
18009,"Blackford County, Indiana",708
18011,"Boone County, Indiana",2146
18013,"Brown County, Indiana",1074
18015,"Carroll County, Indiana",835
18017,"Cass County, Indiana",715
18019,"Clark County, Indiana",1269
18021,"Clay County, Indiana",493
18023,"Clinton County, Indiana",856
18025,"Crawford County, Indiana",700
18027,"Daviess County, Indiana",1062
18029,"Dearborn County, Indiana",1432
18031,"Decatur County, Indiana",946
18033,"DeKalb County, Indiana",977
18035,"Delaware County, Indiana",879
18037,"Dubois County, Indiana",1194
18039,"Elkhart County, Indiana",1321
18041,"Fayette County, Indiana",681
18043,"Floyd County, Indiana",1362
18045,"Fountain County, Indiana",673
18047,"Franklin County, Indiana",1126
18049,"Fulton County, Indiana",617
18051,"Gibson County, Indiana",1001
18053,"Grant County, Indiana",622
18055,"Greene County, Indiana",772
18057,"Hamilton County, Indiana",2690
18059,"Hancock County, Indiana",1495
18061,"Harrison County, Indiana",926
18063,"Hendricks County, Indiana",1891
18065,"Henry County, Indiana",816
18067,"Howard County, Indiana",849
18069,"Huntington County, Indiana",858
18071,"Jackson County, Indiana",766
18073,"Jasper County, Indiana",774
18075,"Jay County, Indiana",561
18077,"Jefferson County, Indiana",1038
18079,"Jennings County, Indiana",819
18081,"Johnson County, Indiana",1510
18083,"Knox County, Indiana",739
18085,"Kosciusko County, Indiana",966
18087,"LaGrange County, Indiana",1112
18089,"Lake County, Indiana",1651
18091,"LaPorte County, Indiana",1236
18093,"Lawrence County, Indiana",902
18095,"Madison County, Indiana",924
18097,"Marion County, Indiana",1472
18099,"Marshall County, Indiana",1022
18101,"Martin County, Indiana",689
18103,"Miami County, Indiana",507
18105,"Monroe County, Indiana",1408
18107,"Montgomery County, Indiana",669
18109,"Morgan County, Indiana",804
18111,"Newton County, Indiana",1071
18113,"Noble County, Indiana",901
18115,"Ohio County, Indiana",922
18117,"Orange County, Indiana",628
18119,"Owen County, Indiana",954
18121,"Parke County, Indiana",503
18123,"Perry County, Indiana",800
18125,"Pike County, Indiana",844
18127,"Porter County, Indiana",1801
18129,"Posey County, Indiana",1075
18131,"Pulaski County, Indiana",448
18133,"Putnam County, Indiana",774
18135,"Randolph County, Indiana",705
18137,"Ripley County, Indiana",962
18139,"Rush County, Indiana",775
18141,"St. Joseph County, Indiana",1276
18143,"Scott County, Indiana",793
18145,"Shelby County, Indiana",1021
18147,"Spencer County, Indiana",877
18149,"Starke County, Indiana",750
18151,"Steuben County, Indiana",986
18153,"Sullivan County, Indiana",658
18155,"Switzerland County, Indiana",592
18157,"Tippecanoe County, Indiana",1163
18159,"Tipton County, Indiana",912
18161,"Union County, Indiana",1004
18163,"Vanderburgh County, Indiana",1248
18165,"Vermillion County, Indiana",677
18167,"Vigo County, Indiana",1052
18169,"Wabash County, Indiana",558
18171,"Warren County, Indiana",594
18173,"Warrick County, Indiana",1256
18175,"Washington County, Indiana",796
18177,"Wayne County, Indiana",929
18179,"Wells County, Indiana",690
18181,"White County, Indiana",685
18183,"Whitley County, Indiana",1151
19001,"Adair County, Iowa",1491
19003,"Adams County, Iowa",1207
