id,state,rpp,metroName
18103,18,118.4834123,Indiana (Nonmetropolitan Portion)
18105,18,107.0663812,"Bloomington, IN (Metropolitan Statistical Area)"
18107,18,118.4834123,Indiana (Nonmetropolitan Portion)
18109,18,106.4962726,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)"
18111,18,93.80863039,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
18113,18,118.4834123,Indiana (Nonmetropolitan Portion)
18115,18,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
18117,18,118.4834123,Indiana (Nonmetropolitan Portion)
18119,18,107.0663812,"Bloomington, IN (Metropolitan Statistical Area)"
18121,18,118.4834123,Indiana (Nonmetropolitan Portion)
18123,18,118.4834123,Indiana (Nonmetropolitan Portion)
18125,18,118.4834123,Indiana (Nonmetropolitan Portion)
18127,18,93.80863039,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"
18129,18,110.619469,"Evansville, IN-KY (Metropolitan Statistical Area)"
18131,18,118.4834123,Indiana (Nonmetropolitan Portion)
18133,18,106.4962726,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)"
18135,18,118.4834123,Indiana (Nonmetropolitan Portion)
18137,18,118.4834123,Indiana (Nonmetropolitan Portion)
18139,18,118.4834123,Indiana (Nonmetropolitan Portion)
18141,18,109.8901099,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)"
18143,18,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
18145,18,106.4962726,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)"
18147,18,118.4834123,Indiana (Nonmetropolitan Portion)
18149,18,118.4834123,Indiana (Nonmetropolitan Portion)
18151,18,118.4834123,Indiana (Nonmetropolitan Portion)
18153,18,113.2502831,"Terre Haute, IN (Metropolitan Statistical Area)"
18155,18,118.4834123,Indiana (Nonmetropolitan Portion)
18157,18,106.4962726,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)"
18159,18,118.4834123,Indiana (Nonmetropolitan Portion)
18161,18,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
18163,18,110.619469,"Evansville, IN-KY (Metropolitan Statistical Area)"
18165,18,113.2502831,"Terre Haute, IN (Metropolitan Statistical Area)"
18167,18,113.2502831,"Terre Haute, IN (Metropolitan Statistical Area)"
18169,18,118.4834123,Indiana (Nonmetropolitan Portion)
18171,18,118.4834123,Indiana (Nonmetropolitan Portion)
18173,18,110.619469,"Evansville, IN-KY (Metropolitan Statistical Area)"
18175,18,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
18177,18,118.4834123,Indiana (Nonmetropolitan Portion)
18179,18,109.7694841,"Fort Wayne, IN (Metropolitan Statistical Area)"
18181,18,118.4834123,Indiana (Nonmetropolitan Portion)
18183,18,109.7694841,"Fort Wayne, IN (Metropolitan Statistical Area)"
19001,19,117.6470588,Iowa (Nonmetropolitan Portion)
19003,19,117.6470588,Iowa (Nonmetropolitan Portion)
19005,19,117.6470588,Iowa (Nonmetropolitan Portion)
19007,19,117.6470588,Iowa (Nonmetropolitan Portion)
19009,19,117.6470588,Iowa (Nonmetropolitan Portion)
19011,19,109.6491228,"Cedar Rapids, IA (Metropolitan Statistical Area)"
19013,19,109.1703057,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)"
19015,19,117.6470588,Iowa (Nonmetropolitan Portion)
19017,19,109.1703057,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)"
19019,19,117.6470588,Iowa (Nonmetropolitan Portion)
19021,19,117.6470588,Iowa (Nonmetropolitan Portion)
19023,19,117.6470588,Iowa (Nonmetropolitan Portion)
19025,19,117.6470588,Iowa (Nonmetropolitan Portion)
19027,19,117.6470588,Iowa (Nonmetropolitan Portion)
19029,19,117.6470588,Iowa (Nonmetropolitan Portion)
19031,19,117.6470588,Iowa (Nonmetropolitan Portion)
19033,19,117.6470588,Iowa (Nonmetropolitan Portion)
19035,19,117.6470588,Iowa (Nonmetropolitan Portion)
19037,19,117.6470588,Iowa (Nonmetropolitan Portion)
19039,19,117.6470588,Iowa (Nonmetropolitan Portion)
19041,19,117.6470588,Iowa (Nonmetropolitan Portion)
19043,19,117.6470588,Iowa (Nonmetropolitan Portion)
19045,19,117.6470588,Iowa (Nonmetropolitan Portion)
19047,19,117.6470588,Iowa (Nonmetropolitan Portion)
19049,19,105.8201058,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19051,19,117.6470588,Iowa (Nonmetropolitan Portion)
19053,19,117.6470588,Iowa (Nonmetropolitan Portion)
19055,19,117.6470588,Iowa (Nonmetropolitan Portion)
19057,19,117.6470588,Iowa (Nonmetropolitan Portion)
19059,19,117.6470588,Iowa (Nonmetropolitan Portion)
19061,19,107.6426265,"Dubuque, IA (Metropolitan Statistical Area)"
19063,19,117.6470588,Iowa (Nonmetropolitan Portion)
19065,19,117.6470588,Iowa (Nonmetropolitan Portion)
19067,19,117.6470588,Iowa (Nonmetropolitan Portion)
19069,19,117.6470588,Iowa (Nonmetropolitan Portion)
19071,19,117.6470588,Iowa (Nonmetropolitan Portion)
19073,19,117.6470588,Iowa (Nonmetropolitan Portion)
19075,19,109.1703057,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)"
19077,19,105.8201058,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19079,19,117.6470588,Iowa (Nonmetropolitan Portion)
19081,19,117.6470588,Iowa (Nonmetropolitan Portion)
19083,19,117.6470588,Iowa (Nonmetropolitan Portion)
19085,19,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
19087,19,117.6470588,Iowa (Nonmetropolitan Portion)
19089,19,117.6470588,Iowa (Nonmetropolitan Portion)
19091,19,117.6470588,Iowa (Nonmetropolitan Portion)
19093,19,117.6470588,Iowa (Nonmetropolitan Portion)
19095,19,117.6470588,Iowa (Nonmetropolitan Portion)
19097,19,117.6470588,Iowa (Nonmetropolitan Portion)
19099,19,117.6470588,Iowa (Nonmetropolitan Portion)
19101,19,117.6470588,Iowa (Nonmetropolitan Portion)
19103,19,104.2752868,"Iowa City, IA (Metropolitan Statistical Area)"
19105,19,109.6491228,"Cedar Rapids, IA (Metropolitan Statistical Area)"
19107,19,117.6470588,Iowa (Nonmetropolitan Portion)
19109,19,117.6470588,Iowa (Nonmetropolitan Portion)
19111,19,117.6470588,Iowa (Nonmetropolitan Portion)
19113,19,109.6491228,"Cedar Rapids, IA (Metropolitan Statistical Area)"
19115,19,117.6470588,Iowa (Nonmetropolitan Portion)
19117,19,117.6470588,Iowa (Nonmetropolitan Portion)
19119,19,117.6470588,Iowa (Nonmetropolitan Portion)
19121,19,105.8201058,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19123,19,117.6470588,Iowa (Nonmetropolitan Portion)
19125,19,117.6470588,Iowa (Nonmetropolitan Portion)
19127,19,117.6470588,Iowa (Nonmetropolitan Portion)
19129,19,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
19131,19,117.6470588,Iowa (Nonmetropolitan Portion)
19133,19,117.6470588,Iowa (Nonmetropolitan Portion)
19135,19,117.6470588,Iowa (Nonmetropolitan Portion)
19137,19,117.6470588,Iowa (Nonmetropolitan Portion)
19139,19,117.6470588,Iowa (Nonmetropolitan Portion)
19141,19,117.6470588,Iowa (Nonmetropolitan Portion)
19143,19,117.6470588,Iowa (Nonmetropolitan Portion)
19145,19,117.6470588,Iowa (Nonmetropolitan Portion)
19147,19,117.6470588,Iowa (Nonmetropolitan Portion)
19149,19,110.9877913,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)"
19151,19,117.6470588,Iowa (Nonmetropolitan Portion)
19153,19,105.8201058,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19155,19,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
19157,19,117.6470588,Iowa (Nonmetropolitan Portion)
19159,19,117.6470588,Iowa (Nonmetropolitan Portion)
19161,19,117.6470588,Iowa (Nonmetropolitan Portion)
19163,19,108.577633,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)"
19165,19,117.6470588,Iowa (Nonmetropolitan Portion)
19167,19,117.6470588,Iowa (Nonmetropolitan Portion)
19169,19,112.7395716,"Ames, IA (Metropolitan Statistical Area)"
19171,19,117.6470588,Iowa (Nonmetropolitan Portion)
19173,19,117.6470588,Iowa (Nonmetropolitan Portion)
19175,19,117.6470588,Iowa (Nonmetropolitan Portion)
19177,19,117.6470588,Iowa (Nonmetropolitan Portion)
19179,19,117.6470588,Iowa (Nonmetropolitan Portion)
19181,19,105.8201058,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"
19183,19,104.2752868,"Iowa City, IA (Metropolitan Statistical Area)"
19185,19,117.6470588,Iowa (Nonmetropolitan Portion)
19187,19,117.6470588,Iowa (Nonmetropolitan Portion)
19189,19,117.6470588,Iowa (Nonmetropolitan Portion)
19191,19,117.6470588,Iowa (Nonmetropolitan Portion)
19193,19,110.9877913,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)"
19195,19,117.6470588,Iowa (Nonmetropolitan Portion)
19197,19,117.6470588,Iowa (Nonmetropolitan Portion)
20001,20,119.1895113,Kansas (Nonmetropolitan Portion)
20003,20,119.1895113,Kansas (Nonmetropolitan Portion)
20005,20,119.1895113,Kansas (Nonmetropolitan Portion)
20007,20,119.1895113,Kansas (Nonmetropolitan Portion)
20009,20,119.1895113,Kansas (Nonmetropolitan Portion)
20011,20,119.1895113,Kansas (Nonmetropolitan Portion)
20013,20,119.1895113,Kansas (Nonmetropolitan Portion)
20015,20,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20017,20,119.1895113,Kansas (Nonmetropolitan Portion)
20019,20,119.1895113,Kansas (Nonmetropolitan Portion)
20021,20,119.1895113,Kansas (Nonmetropolitan Portion)
20023,20,119.1895113,Kansas (Nonmetropolitan Portion)
20025,20,119.1895113,Kansas (Nonmetropolitan Portion)
20027,20,119.1895113,Kansas (Nonmetropolitan Portion)
20029,20,119.1895113,Kansas (Nonmetropolitan Portion)
20031,20,119.1895113,Kansas (Nonmetropolitan Portion)
20033,20,119.1895113,Kansas (Nonmetropolitan Portion)
20035,20,119.1895113,Kansas (Nonmetropolitan Portion)
20037,20,119.1895113,Kansas (Nonmetropolitan Portion)
20039,20,119.1895113,Kansas (Nonmetropolitan Portion)
20041,20,119.1895113,Kansas (Nonmetropolitan Portion)
20043,20,113.507378,"St. Joseph, MO-KS (Metropolitan Statistical Area)"
20045,20,104.7120419,"Lawrence, KS (Metropolitan Statistical Area)"
20047,20,119.1895113,Kansas (Nonmetropolitan Portion)
20049,20,119.1895113,Kansas (Nonmetropolitan Portion)
20051,20,119.1895113,Kansas (Nonmetropolitan Portion)
20053,20,119.1895113,Kansas (Nonmetropolitan Portion)
20055,20,119.1895113,Kansas (Nonmetropolitan Portion)
20057,20,119.1895113,Kansas (Nonmetropolitan Portion)
20059,20,119.1895113,Kansas (Nonmetropolitan Portion)
20061,20,119.1895113,Kansas (Nonmetropolitan Portion)
20063,20,119.1895113,Kansas (Nonmetropolitan Portion)
20065,20,119.1895113,Kansas (Nonmetropolitan Portion)
20067,20,119.1895113,Kansas (Nonmetropolitan Portion)
20069,20,119.1895113,Kansas (Nonmetropolitan Portion)
20071,20,119.1895113,Kansas (Nonmetropolitan Portion)
20073,20,119.1895113,Kansas (Nonmetropolitan Portion)
20075,20,119.1895113,Kansas (Nonmetropolitan Portion)
20077,20,119.1895113,Kansas (Nonmetropolitan Portion)
20079,20,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20081,20,119.1895113,Kansas (Nonmetropolitan Portion)
20083,20,119.1895113,Kansas (Nonmetropolitan Portion)
20085,20,111.4827202,"Topeka, KS (Metropolitan Statistical Area)"
20087,20,111.4827202,"Topeka, KS (Metropolitan Statistical Area)"
20089,20,119.1895113,Kansas (Nonmetropolitan Portion)
20091,20,107.8748652,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20093,20,119.1895113,Kansas (Nonmetropolitan Portion)
20095,20,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20097,20,119.1895113,Kansas (Nonmetropolitan Portion)
20099,20,119.1895113,Kansas (Nonmetropolitan Portion)
20101,20,119.1895113,Kansas (Nonmetropolitan Portion)
20103,20,107.8748652,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20105,20,119.1895113,Kansas (Nonmetropolitan Portion)
20107,20,107.8748652,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20109,20,119.1895113,Kansas (Nonmetropolitan Portion)
20111,20,119.1895113,Kansas (Nonmetropolitan Portion)
20113,20,119.1895113,Kansas (Nonmetropolitan Portion)
20115,20,119.1895113,Kansas (Nonmetropolitan Portion)
20117,20,119.1895113,Kansas (Nonmetropolitan Portion)
20119,20,119.1895113,Kansas (Nonmetropolitan Portion)
20121,20,107.8748652,"Kansas City, MO-KS (Metropolitan Statistical Area)"
20123,20,119.1895113,Kansas (Nonmetropolitan Portion)
20125,20,119.1895113,Kansas (Nonmetropolitan Portion)
20127,20,119.1895113,Kansas (Nonmetropolitan Portion)
20129,20,119.1895113,Kansas (Nonmetropolitan Portion)
20131,20,119.1895113,Kansas (Nonmetropolitan Portion)
20133,20,119.1895113,Kansas (Nonmetropolitan Portion)
20135,20,119.1895113,Kansas (Nonmetropolitan Portion)
20137,20,119.1895113,Kansas (Nonmetropolitan Portion)
20139,20,111.4827202,"Topeka, KS (Metropolitan Statistical Area)"
20141,20,119.1895113,Kansas (Nonmetropolitan Portion)
20143,20,119.1895113,Kansas (Nonmetropolitan Portion)
20145,20,119.1895113,Kansas (Nonmetropolitan Portion)
20147,20,119.1895113,Kansas (Nonmetropolitan Portion)
20149,20,108.8139282,"Manhattan, KS (Metropolitan Statistical Area)"
20151,20,119.1895113,Kansas (Nonmetropolitan Portion)
20153,20,119.1895113,Kansas (Nonmetropolitan Portion)
20155,20,119.1895113,Kansas (Nonmetropolitan Portion)
20157,20,119.1895113,Kansas (Nonmetropolitan Portion)
20159,20,119.1895113,Kansas (Nonmetropolitan Portion)
20161,20,108.8139282,"Manhattan, KS (Metropolitan Statistical Area)"
20163,20,119.1895113,Kansas (Nonmetropolitan Portion)
20165,20,119.1895113,Kansas (Nonmetropolitan Portion)
20167,20,119.1895113,Kansas (Nonmetropolitan Portion)
20169,20,119.1895113,Kansas (Nonmetropolitan Portion)
20171,20,119.1895113,Kansas (Nonmetropolitan Portion)
20173,20,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20175,20,119.1895113,Kansas (Nonmetropolitan Portion)
20177,20,111.4827202,"Topeka, KS (Metropolitan Statistical Area)"
20179,20,119.1895113,Kansas (Nonmetropolitan Portion)
20181,20,119.1895113,Kansas (Nonmetropolitan Portion)
20183,20,119.1895113,Kansas (Nonmetropolitan Portion)
20185,20,119.1895113,Kansas (Nonmetropolitan Portion)
20187,20,119.1895113,Kansas (Nonmetropolitan Portion)
20189,20,119.1895113,Kansas (Nonmetropolitan Portion)
20191,20,109.5290252,"Wichita, KS (Metropolitan Statistical Area)"
20193,20,119.1895113,Kansas (Nonmetropolitan Portion)
20195,20,119.1895113,Kansas (Nonmetropolitan Portion)
20197,20,111.4827202,"Topeka, KS (Metropolitan Statistical Area)"
20199,20,119.1895113,Kansas (Nonmetropolitan Portion)
20201,20,119.1895113,Kansas (Nonmetropolitan Portion)
20203,20,119.1895113,Kansas (Nonmetropolitan Portion)
20205,20,119.1895113,Kansas (Nonmetropolitan Portion)
20207,20,119.1895113,Kansas (Nonmetropolitan Portion)
20209,20,107.8748652,"Kansas City, MO-KS (Metropolitan Statistical Area)"
21001,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21003,21,117.5088132,"Bowling Green, KY (Metropolitan Statistical Area)"
21005,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21007,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21009,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21011,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21013,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21015,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21017,21,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21019,21,115.3402537,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)"
21021,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21023,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21025,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21027,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21029,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21031,21,117.5088132,"Bowling Green, KY (Metropolitan Statistical Area)"
21033,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21035,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21037,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21039,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21041,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21043,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21045,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21047,21,110.0110011,"Clarksville, TN-KY (Metropolitan Statistical Area)"
21049,21,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21051,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21053,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21055,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21057,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21059,21,115.3402537,"Owensboro, KY (Metropolitan Statistical Area)"
21061,21,117.5088132,"Bowling Green, KY (Metropolitan Statistical Area)"
21063,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21065,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21067,21,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21069,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21071,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21073,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21075,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21077,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21079,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21081,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21083,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21085,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21087,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21089,21,115.3402537,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)"
21091,21,115.3402537,"Owensboro, KY (Metropolitan Statistical Area)"
21093,21,115.3402537,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"
21095,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21097,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21099,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21101,21,110.619469,"Evansville, IN-KY (Metropolitan Statistical Area)"
21103,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21105,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21107,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21109,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21111,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21113,21,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21115,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21117,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21119,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21121,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21123,21,115.3402537,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"
21125,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21127,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21129,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21131,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21133,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21135,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21137,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21139,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21141,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21143,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21145,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21147,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21149,21,115.3402537,"Owensboro, KY (Metropolitan Statistical Area)"
21151,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21153,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21155,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21157,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21159,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21161,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21163,21,115.3402537,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"
21165,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21167,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21169,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21171,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21173,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21175,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21177,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21179,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21181,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21183,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21185,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21187,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21189,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21191,21,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
21193,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21195,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21197,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21199,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21201,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21203,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21205,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21207,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21209,21,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
21211,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21213,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21215,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21217,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21219,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21221,21,110.0110011,"Clarksville, TN-KY (Metropolitan Statistical Area)"
21223,21,110.0110011,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)"
21225,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21227,21,117.5088132,"Bowling Green, KY (Metropolitan Statistical Area)"
21229,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21231,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21233,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21235,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21237,21,116.5501166,Kentucky (Nonmetropolitan Portion)
21239,21,108.4598698,"Lexington-Fayette, KY (Metropolitan Statistical Area)"
22001,22,108.9324619,"Lafayette, LA (Metropolitan Statistical Area)"
22003,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22005,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22007,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22009,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22011,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22013,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22015,22,109.6491228,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
22017,22,109.6491228,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
22019,22,112.9943503,"Lake Charles, LA (Metropolitan Statistical Area)"
22021,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22023,22,112.9943503,"Lake Charles, LA (Metropolitan Statistical Area)"
22025,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22027,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22029,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22031,22,109.6491228,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)"
22033,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22035,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22037,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22039,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22041,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22043,22,114.0250855,"Alexandria, LA (Metropolitan Statistical Area)"
22045,22,108.9324619,"Lafayette, LA (Metropolitan Statistical Area)"
22047,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22049,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22051,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22053,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22055,22,108.9324619,"Lafayette, LA (Metropolitan Statistical Area)"
22057,22,107.9913607,"Houma-Thibodaux, LA (Metropolitan Statistical Area)"
22059,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22061,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22063,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22065,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22067,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22069,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22071,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22073,22,114.5475372,"Monroe, LA (Metropolitan Statistical Area)"
22075,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22077,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22079,22,114.0250855,"Alexandria, LA (Metropolitan Statistical Area)"
22081,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22083,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22085,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22087,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22089,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22091,22,107.2961373,"Baton Rouge, LA (Metropolitan Statistical Area)"
22093,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22095,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22097,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22099,22,108.9324619,"Lafayette, LA (Metropolitan Statistical Area)"
22101,22,118.2033097,Louisiana (Nonmetropolitan Portion)
22103,22,103.4126163,"New Orleans-Metairie, LA (Metropolitan Statistical Area)"
22105,22,112.4859393,"Hammond, LA (Metropolitan Statistical Area)"
22107,22,118.2033097,Louisiana (Nonmetropolitan Portion)
