fips,name,tax
29149,"Oregon County, Missouri",399
29151,"Osage County, Missouri",845
29153,"Ozark County, Missouri",482
29155,"Pemiscot County, Missouri",596
29157,"Perry County, Missouri",981
29159,"Pettis County, Missouri",890
29161,"Phelps County, Missouri",861
29163,"Pike County, Missouri",757
29165,"Platte County, Missouri",2499
29167,"Polk County, Missouri",715
29169,"Pulaski County, Missouri",814
29171,"Putnam County, Missouri",921
29173,"Ralls County, Missouri",810
29175,"Randolph County, Missouri",751
29177,"Ray County, Missouri",1216
29179,"Reynolds County, Missouri",547
29181,"Ripley County, Missouri",440
29183,"St. Charles County, Missouri",2483
29185,"St. Clair County, Missouri",707
29186,"Ste. Genevieve County, Missouri",1046
29187,"St. Francois County, Missouri",849
29189,"St. Louis County, Missouri",2432
29195,"Saline County, Missouri",787
29197,"Schuyler County, Missouri",705
29199,"Scotland County, Missouri",738
29201,"Scott County, Missouri",685
29203,"Shannon County, Missouri",392
29205,"Shelby County, Missouri",691
29207,"Stoddard County, Missouri",674
29209,"Stone County, Missouri",761
29211,"Sullivan County, Missouri",653
29213,"Taney County, Missouri",835
29215,"Texas County, Missouri",513
29217,"Vernon County, Missouri",707
29219,"Warren County, Missouri",1316
29221,"Washington County, Missouri",533
29223,"Wayne County, Missouri",492
29225,"Webster County, Missouri",689
29227,"Worth County, Missouri",566
29229,"Wright County, Missouri",495
29510,"St. Louis city, Missouri",1251
30001,"Beaverhead County, Montana",1350
30003,"Big Horn County, Montana",877
30005,"Blaine County, Montana",1266
30007,"Broadwater County, Montana",1276
30009,"Carbon County, Montana",1323
30011,"Carter County, Montana",588
30013,"Cascade County, Montana",1470
30015,"Chouteau County, Montana",1145
30017,"Custer County, Montana",1364
30019,"Daniels County, Montana",1004
30021,"Dawson County, Montana",1307
30023,"Deer Lodge County, Montana",1260
30025,"Fallon County, Montana",709
30027,"Fergus County, Montana",1265
30029,"Flathead County, Montana",1923
30031,"Gallatin County, Montana",2202
30033,"Garfield County, Montana",591
30035,"Glacier County, Montana",1195
30037,"Golden Valley County, Montana",561
30039,"Granite County, Montana",1478
30041,"Hill County, Montana",1469
30043,"Jefferson County, Montana",1589
30045,"Judith Basin County, Montana",796
30047,"Lake County, Montana",1703
30049,"Lewis and Clark County, Montana",1957
30051,"Liberty County, Montana",1112
30053,"Lincoln County, Montana",1208
30055,"McCone County, Montana",1131
30057,"Madison County, Montana",1338
30059,"Meagher County, Montana",888
30061,"Mineral County, Montana",1295
30063,"Missoula County, Montana",2354
30065,"Musselshell County, Montana",1022
30067,"Park County, Montana",1789
30069,"Petroleum County, Montana",553
30071,"Phillips County, Montana",1022
30073,"Pondera County, Montana",1101
30075,"Powder River County, Montana",973
30077,"Powell County, Montana",1225
30079,"Prairie County, Montana",1017
30081,"Ravalli County, Montana",1511
30083,"Richland County, Montana",915
30085,"Roosevelt County, Montana",834
30087,"Rosebud County, Montana",754
30089,"Sanders County, Montana",1250
30091,"Sheridan County, Montana",944
30093,"Silver Bow County, Montana",1367
30095,"Stillwater County, Montana",1354
30097,"Sweet Grass County, Montana",1346
30099,"Teton County, Montana",1287
30101,"Toole County, Montana",1065
30103,"Treasure County, Montana",700
30105,"Valley County, Montana",1149
30107,"Wheatland County, Montana",583
30109,"Wibaux County, Montana",609
30111,"Yellowstone County, Montana",1733
31001,"Adams County, Nebraska",1914
31003,"Antelope County, Nebraska",1203
31005,"Arthur County, Nebraska",1065
31007,"Banner County, Nebraska",1484
31009,"Blaine County, Nebraska",762
31011,"Boone County, Nebraska",1299
31013,"Box Butte County, Nebraska",1491
31015,"Boyd County, Nebraska",843
31017,"Brown County, Nebraska",1222
31019,"Buffalo County, Nebraska",2316
31021,"Burt County, Nebraska",1467
31023,"Butler County, Nebraska",1522
31025,"Cass County, Nebraska",2869
31027,"Cedar County, Nebraska",1389
31029,"Chase County, Nebraska",1462
31031,"Cherry County, Nebraska",1680
31033,"Cheyenne County, Nebraska",1966
31035,"Clay County, Nebraska",1469
31037,"Colfax County, Nebraska",1585
31039,"Cuming County, Nebraska",1480
31041,"Custer County, Nebraska",1313
31043,"Dakota County, Nebraska",2075
31045,"Dawes County, Nebraska",1740
31047,"Dawson County, Nebraska",1754
31049,"Deuel County, Nebraska",1115
31051,"Dixon County, Nebraska",1474
31053,"Dodge County, Nebraska",1942
31055,"Douglas County, Nebraska",2999
31057,"Dundy County, Nebraska",1049
31059,"Fillmore County, Nebraska",1233
31061,"Franklin County, Nebraska",934
31063,"Frontier County, Nebraska",1365
31065,"Furnas County, Nebraska",979
31067,"Gage County, Nebraska",1952
31069,"Garden County, Nebraska",1103
31071,"Garfield County, Nebraska",1352
31073,"Gosper County, Nebraska",1635
31075,"Grant County, Nebraska",832
31077,"Greeley County, Nebraska",1153
31079,"Hall County, Nebraska",2214
31081,"Hamilton County, Nebraska",1831
31083,"Harlan County, Nebraska",1277
31085,"Hayes County, Nebraska",1239
31087,"Hitchcock County, Nebraska",1066
31089,"Holt County, Nebraska",1553
31091,"Hooker County, Nebraska",1061
31093,"Howard County, Nebraska",1762
31095,"Jefferson County, Nebraska",1158
31097,"Johnson County, Nebraska",1306
31099,"Kearney County, Nebraska",1656
31101,"Keith County, Nebraska",1686
31103,"Keya Paha County, Nebraska",1313
31105,"Kimball County, Nebraska",1534
31107,"Knox County, Nebraska",1255
31109,"Lancaster County, Nebraska",2828
31111,"Lincoln County, Nebraska",2098
31113,"Logan County, Nebraska",1359
31115,"Loup County, Nebraska",1006
31117,"McPherson County, Nebraska",1284
31119,"Madison County, Nebraska",1992
31121,"Merrick County, Nebraska",1375
31123,"Morrill County, Nebraska",1302
31125,"Nance County, Nebraska",1333
31127,"Nemaha County, Nebraska",1539
31129,"Nuckolls County, Nebraska",924
31131,"Otoe County, Nebraska",2174
31133,"Pawnee County, Nebraska",978
31135,"Perkins County, Nebraska",1340
31137,"Phelps County, Nebraska",1689
31139,"Pierce County, Nebraska",1726
31141,"Platte County, Nebraska",1880
31143,"Polk County, Nebraska",1574
31145,"Red Willow County, Nebraska",1302
31147,"Richardson County, Nebraska",1065
31149,"Rock County, Nebraska",1086
31151,"Saline County, Nebraska",1747
31153,"Sarpy County, Nebraska",3434
31155,"Saunders County, Nebraska",2696
31157,"Scotts Bluff County, Nebraska",1818
31159,"Seward County, Nebraska",2349
31161,"Sheridan County, Nebraska",1162
31163,"Sherman County, Nebraska",1353
31165,"Sioux County, Nebraska",1151
31167,"Stanton County, Nebraska",1817
31169,"Thayer County, Nebraska",1054
31171,"Thomas County, Nebraska",1049
31173,"Thurston County, Nebraska",1212
31175,"Valley County, Nebraska",1492
31177,"Washington County, Nebraska",3041
31179,"Wayne County, Nebraska",1850
31181,"Webster County, Nebraska",1267
31183,"Wheeler County, Nebraska",856
31185,"York County, Nebraska",1718
32001,"Churchill County, Nevada",1177
32003,"Clark County, Nevada",1575
32005,"Douglas County, Nevada",1920
32007,"Elko County, Nevada",1112
32009,"Esmeralda County, Nevada",572
32011,"Eureka County, Nevada",514
32013,"Humboldt County, Nevada",967
32015,"Lander County, Nevada",913
32017,"Lincoln County, Nevada",1212
32019,"Lyon County, Nevada",1261
32021,"Mineral County, Nevada",865
32023,"Nye County, Nevada",1076
32027,"Pershing County, Nevada",1008
32029,"Storey County, Nevada",1446
32031,"Washoe County, Nevada",1786
32033,"White Pine County, Nevada",675
32510,"Carson City, Nevada",1346
33001,"Belknap County, New Hampshire",3871
33003,"Carroll County, New Hampshire",2846
33005,"Cheshire County, New Hampshire",4838
33007,"Coos County, New Hampshire",2808
33009,"Grafton County, New Hampshire",4031
33011,"Hillsborough County, New Hampshire",5422
33013,"Merrimack County, New Hampshire",5135
33015,"Rockingham County, New Hampshire",5857
33017,"Strafford County, New Hampshire",4914
33019,"Sullivan County, New Hampshire",4314
34001,"Atlantic County, New Jersey",5347
34003,"Bergen County, New Jersey",9580
34005,"Burlington County, New Jersey",6224
34007,"Camden County, New Jersey",6288
34009,"Cape May County, New Jersey",4239
34011,"Cumberland County, New Jersey",4153
34013,"Essex County, New Jersey",9435
34015,"Gloucester County, New Jersey",6135
34017,"Hudson County, New Jersey",7549
34019,"Hunterdon County, New Jersey",8859
34021,"Mercer County, New Jersey",7016
34023,"Middlesex County, New Jersey",7154
34025,"Monmouth County, New Jersey",7708
34027,"Morris County, New Jersey",8855
34029,"Ocean County, New Jersey",4893
34031,"Passaic County, New Jersey",8944
34033,"Salem County, New Jersey",4930
34035,"Somerset County, New Jersey",8492
34037,"Sussex County, New Jersey",6861
34039,"Union County, New Jersey",8833
34041,"Warren County, New Jersey",6530
35001,"Bernalillo County, New Mexico",1780
35003,"Catron County, New Mexico",377
35005,"Chaves County, New Mexico",633
35006,"Cibola County, New Mexico",654
35007,"Colfax County, New Mexico",567
35009,"Curry County, New Mexico",633
35011,"De Baca County, New Mexico",478
35013,"Doña Ana County, New Mexico",921
35015,"Eddy County, New Mexico",529
35017,"Grant County, New Mexico",565
35019,"Guadalupe County, New Mexico",482
35021,"Harding County, New Mexico",200
35023,"Hidalgo County, New Mexico",391
35025,"Lea County, New Mexico",509
35027,"Lincoln County, New Mexico",806
35028,"Los Alamos County, New Mexico",1771
35029,"Luna County, New Mexico",479
35031,"McKinley County, New Mexico",976
35033,"Mora County, New Mexico",574
35035,"Otero County, New Mexico",598
35037,"Quay County, New Mexico",372
35039,"Rio Arriba County, New Mexico",596
35041,"Roosevelt County, New Mexico",529
35043,"Sandoval County, New Mexico",1652
35045,"San Juan County, New Mexico",798
35047,"San Miguel County, New Mexico",663
35049,"Santa Fe County, New Mexico",1352
35051,"Sierra County, New Mexico",525
35053,"Socorro County, New Mexico",569
35055,"Taos County, New Mexico",804
35057,"Torrance County, New Mexico",633
35059,"Union County, New Mexico",489
35061,"Valencia County, New Mexico",925
36001,"Albany County, New York",4166
36003,"Allegany County, New York",2255
36005,"Bronx County, New York",3252
36007,"Broome County, New York",2853
36009,"Cattaraugus County, New York",2520
36011,"Cayuga County, New York",2877
36013,"Chautauqua County, New York",2348
36015,"Chemung County, New York",2550
36017,"Chenango County, New York",2346
36019,"Clinton County, New York",2575
36021,"Columbia County, New York",4217
36023,"Cortland County, New York",3356
36025,"Delaware County, New York",2554
36027,"Dutchess County, New York",5788
36029,"Erie County, New York",3450
36031,"Essex County, New York",2294
36033,"Franklin County, New York",2011
36035,"Fulton County, New York",2601
36037,"Genesee County, New York",2995
36039,"Greene County, New York",2909
36041,"Hamilton County, New York",2059
36043,"Herkimer County, New York",2372
36045,"Jefferson County, New York",2294
36047,"Kings County, New York",3495
36049,"Lewis County, New York",1911
36051,"Livingston County, New York",3360
36053,"Madison County, New York",3075
36055,"Monroe County, New York",4245
36057,"Montgomery County, New York",3137
36059,"Nassau County, New York",9941
36061,"New York County, New York",7065
36063,"Niagara County, New York",3241
36065,"Oneida County, New York",2861
36067,"Onondaga County, New York",3686
36069,"Ontario County, New York",3446
36071,"Orange County, New York",6380
36073,"Orleans County, New York",3132
36075,"Oswego County, New York",2581
36077,"Otsego County, New York",2438
36079,"Putnam County, New York",8486
36081,"Queens County, New York",3558
36083,"Rensselaer County, New York",4306
36085,"Richmond County, New York",3539
36087,"Rockland County, New York",9936
36089,"St. Lawrence County, New York",2027
36091,"Saratoga County, New York",3764
36093,"Schenectady County, New York",4532
36095,"Schoharie County, New York",3040
36097,"Schuyler County, New York",2432
36099,"Seneca County, New York",2697
36101,"Steuben County, New York",2469
36103,"Suffolk County, New York",8360
36105,"Sullivan County, New York",3909
36107,"Tioga County, New York",2758
36109,"Tompkins County, New York",4189
36111,"Ulster County, New York",4995
36113,"Warren County, New York",2901
36115,"Washington County, New York",3167
36117,"Wayne County, New York",3335
36119,"Westchester County, New York","10,000+"
36121,"Wyoming County, New York",2710
36123,"Yates County, New York",2624
37001,"Alamance County, North Carolina",1074
37003,"Alexander County, North Carolina",775
37005,"Alleghany County, North Carolina",744
37007,"Anson County, North Carolina",662
37009,"Ashe County, North Carolina",837
37011,"Avery County, North Carolina",589
37013,"Beaufort County, North Carolina",879
37015,"Bertie County, North Carolina",577
37017,"Bladen County, North Carolina",768
37019,"Brunswick County, North Carolina",1084
37021,"Buncombe County, North Carolina",1365
37023,"Burke County, North Carolina",832
37025,"Cabarrus County, North Carolina",1551
37027,"Caldwell County, North Carolina",837
37029,"Camden County, North Carolina",1379
37031,"Carteret County, North Carolina",998
37033,"Caswell County, North Carolina",750
37035,"Catawba County, North Carolina",942
37037,"Chatham County, North Carolina",1753
37039,"Cherokee County, North Carolina",788
37041,"Chowan County, North Carolina",1099
37043,"Clay County, North Carolina",704
37045,"Cleveland County, North Carolina",909
37047,"Columbus County, North Carolina",928
37049,"Craven County, North Carolina",1094
37051,"Cumberland County, North Carolina",1434
37053,"Currituck County, North Carolina",993
37055,"Dare County, North Carolina",1511
37057,"Davidson County, North Carolina",976
37059,"Davie County, North Carolina",1178
37061,"Duplin County, North Carolina",725
37063,"Durham County, North Carolina",2217
37065,"Edgecombe County, North Carolina",922
37067,"Forsyth County, North Carolina",1510
37069,"Franklin County, North Carolina",1167
37071,"Gaston County, North Carolina",1308
37073,"Gates County, North Carolina",969
37075,"Graham County, North Carolina",531
37077,"Granville County, North Carolina",1234
37079,"Greene County, North Carolina",854
37081,"Guilford County, North Carolina",1695
37083,"Halifax County, North Carolina",918
37085,"Harnett County, North Carolina",1181
37087,"Haywood County, North Carolina",1108
37089,"Henderson County, North Carolina",1101
37091,"Hertford County, North Carolina",866
37093,"Hoke County, North Carolina",1073
37095,"Hyde County, North Carolina",520
37097,"Iredell County, North Carolina",1182
37099,"Jackson County, North Carolina",780
37101,"Johnston County, North Carolina",1270
37103,"Jones County, North Carolina",736
37105,"Lee County, North Carolina",1369
37107,"Lenoir County, North Carolina",978
37109,"Lincoln County, North Carolina",1203
37111,"McDowell County, North Carolina",611
37113,"Macon County, North Carolina",744
37115,"Madison County, North Carolina",948
37117,"Martin County, North Carolina",878
37119,"Mecklenburg County, North Carolina",2117
37121,"Mitchell County, North Carolina",733
37123,"Montgomery County, North Carolina",749
37125,"Moore County, North Carolina",1324
37127,"Nash County, North Carolina",1076
37129,"New Hanover County, North Carolina",1554
37131,"Northampton County, North Carolina",921
37133,"Onslow County, North Carolina",1030
37135,"Orange County, North Carolina",3250
37137,"Pamlico County, North Carolina",1010
37139,"Pasquotank County, North Carolina",1251
37141,"Pender County, North Carolina",1142
37143,"Perquimans County, North Carolina",1094
37145,"Person County, North Carolina",881
37147,"Pitt County, North Carolina",1268
37149,"Polk County, North Carolina",1184
37151,"Randolph County, North Carolina",933
37153,"Richmond County, North Carolina",850
37155,"Robeson County, North Carolina",703
37157,"Rockingham County, North Carolina",952
37159,"Rowan County, North Carolina",1043
37161,"Rutherford County, North Carolina",730
37163,"Sampson County, North Carolina",787
37165,"Scotland County, North Carolina",833
37167,"Stanly County, North Carolina",1071
37169,"Stokes County, North Carolina",894
37171,"Surry County, North Carolina",857
37173,"Swain County, North Carolina",563
37175,"Transylvania County, North Carolina",941
37177,"Tyrrell County, North Carolina",825
37179,"Union County, North Carolina",1643
37181,"Vance County, North Carolina",891
37183,"Wake County, North Carolina",1974
37185,"Warren County, North Carolina",867
37187,"Washington County, North Carolina",847
37189,"Watauga County, North Carolina",956
37191,"Wayne County, North Carolina",947
37193,"Wilkes County, North Carolina",788
37195,"Wilson County, North Carolina",1205
37197,"Yadkin County, North Carolina",1053
37199,"Yancey County, North Carolina",754
38001,"Adams County, North Dakota",1066
38003,"Barnes County, North Dakota",1242
38005,"Benson County, North Dakota",480
38007,"Billings County, North Dakota",675
38009,"Bottineau County, North Dakota",812
38011,"Bowman County, North Dakota",1122
38013,"Burke County, North Dakota",539
38015,"Burleigh County, North Dakota",2282
38017,"Cass County, North Dakota",2682
38019,"Cavalier County, North Dakota",767
38021,"Dickey County, North Dakota",1131
38023,"Divide County, North Dakota",681
38025,"Dunn County, North Dakota",728
38027,"Eddy County, North Dakota",799
38029,"Emmons County, North Dakota",794
38031,"Foster County, North Dakota",996
38033,"Golden Valley County, North Dakota",595
38035,"Grand Forks County, North Dakota",2408
38037,"Grant County, North Dakota",747
38039,"Griggs County, North Dakota",933
38041,"Hettinger County, North Dakota",613
38043,"Kidder County, North Dakota",591
38045,"LaMoure County, North Dakota",825
38047,"Logan County, North Dakota",771
38049,"McHenry County, North Dakota",678
38051,"McIntosh County, North Dakota",700
38053,"McKenzie County, North Dakota",761
38055,"McLean County, North Dakota",1006
38057,"Mercer County, North Dakota",1224
38059,"Morton County, North Dakota",2206
38061,"Mountrail County, North Dakota",1021
38063,"Nelson County, North Dakota",583
38065,"Oliver County, North Dakota",1153
38067,"Pembina County, North Dakota",1006
38069,"Pierce County, North Dakota",1164
38071,"Ramsey County, North Dakota",1320
38073,"Ransom County, North Dakota",1157
38075,"Renville County, North Dakota",812
38077,"Richland County, North Dakota",1543
38079,"Rolette County, North Dakota",840
38081,"Sargent County, North Dakota",1131
38083,"Sheridan County, North Dakota",502
38085,"Sioux County, North Dakota",484
38087,"Slope County, North Dakota",250
38089,"Stark County, North Dakota",1837
38091,"Steele County, North Dakota",849
38093,"Stutsman County, North Dakota",1629
38095,"Towner County, North Dakota",722
38097,"Traill County, North Dakota",1375
38099,"Walsh County, North Dakota",943
38101,"Ward County, North Dakota",1878
38103,"Wells County, North Dakota",819
38105,"Williams County, North Dakota",1624
39001,"Adams County, Ohio",912
39003,"Allen County, Ohio",1401
39005,"Ashland County, Ohio",1469
39007,"Ashtabula County, Ohio",1504
39009,"Athens County, Ohio",1538
39011,"Auglaize County, Ohio",1482
39013,"Belmont County, Ohio",960
39015,"Brown County, Ohio",1172
39017,"Butler County, Ohio",2323
39019,"Carroll County, Ohio",1205
39021,"Champaign County, Ohio",1513
39023,"Clark County, Ohio",1501
39025,"Clermont County, Ohio",2334
39027,"Clinton County, Ohio",1376
39029,"Columbiana County, Ohio",1160
39031,"Coshocton County, Ohio",1079
39033,"Crawford County, Ohio",1212
39035,"Cuyahoga County, Ohio",2831
39037,"Darke County, Ohio",1190
39039,"Defiance County, Ohio",1410
39041,"Delaware County, Ohio",4480
39043,"Erie County, Ohio",1826
39045,"Fairfield County, Ohio",2184
39047,"Fayette County, Ohio",1366
39049,"Franklin County, Ohio",3044
39051,"Fulton County, Ohio",1904
39053,"Gallia County, Ohio",1094
39055,"Geauga County, Ohio",3277
39057,"Greene County, Ohio",2743
39059,"Guernsey County, Ohio",1126
39061,"Hamilton County, Ohio",2537
39063,"Hancock County, Ohio",1517
39065,"Hardin County, Ohio",1101
39067,"Harrison County, Ohio",858
39069,"Henry County, Ohio",1539
39071,"Highland County, Ohio",1146
39073,"Hocking County, Ohio",1344
39075,"Holmes County, Ohio",1877
39077,"Huron County, Ohio",1354
39079,"Jackson County, Ohio",941
39081,"Jefferson County, Ohio",869
39083,"Knox County, Ohio",1737
39085,"Lake County, Ohio",2575
39087,"Lawrence County, Ohio",854
39089,"Licking County, Ohio",2080
39091,"Logan County, Ohio",1418
39093,"Lorain County, Ohio",2180
39095,"Lucas County, Ohio",2080
39097,"Madison County, Ohio",2054
39099,"Mahoning County, Ohio",1468
39101,"Marion County, Ohio",1254
39103,"Medina County, Ohio",2703
39105,"Meigs County, Ohio",795
39107,"Mercer County, Ohio",1648
39109,"Miami County, Ohio",1631
39111,"Monroe County, Ohio",887
39113,"Montgomery County, Ohio",2334
39115,"Morgan County, Ohio",893
39117,"Morrow County, Ohio",1615
39119,"Muskingum County, Ohio",1334
39121,"Noble County, Ohio",837
39123,"Ottawa County, Ohio",1566
39125,"Paulding County, Ohio",1270
39127,"Perry County, Ohio",1133
39129,"Pickaway County, Ohio",1850
39131,"Pike County, Ohio",932
39133,"Portage County, Ohio",2093
39135,"Preble County, Ohio",1418
39137,"Putnam County, Ohio",1411
39139,"Richland County, Ohio",1474
39141,"Ross County, Ohio",1263
39143,"Sandusky County, Ohio",1323
39145,"Scioto County, Ohio",1009
39147,"Seneca County, Ohio",1208
39149,"Shelby County, Ohio",1480
39151,"Stark County, Ohio",1705
39153,"Summit County, Ohio",2362
39155,"Trumbull County, Ohio",1484
39157,"Tuscarawas County, Ohio",1339
39159,"Union County, Ohio",2649
39161,"Van Wert County, Ohio",1157
39163,"Vinton County, Ohio",973
39165,"Warren County, Ohio",2893
39167,"Washington County, Ohio",1092
39169,"Wayne County, Ohio",1852
39171,"Williams County, Ohio",1332
39173,"Wood County, Ohio",2236
39175,"Wyandot County, Ohio",993
40001,"Adair County, Oklahoma",392
40003,"Alfalfa County, Oklahoma",338
40005,"Atoka County, Oklahoma",456
40007,"Beaver County, Oklahoma",528
40009,"Beckham County, Oklahoma",622
40011,"Blaine County, Oklahoma",450
40013,"Bryan County, Oklahoma",637
40015,"Caddo County, Oklahoma",410
40017,"Canadian County, Oklahoma",1423
40019,"Carter County, Oklahoma",734
40021,"Cherokee County, Oklahoma",596
40023,"Choctaw County, Oklahoma",328
40025,"Cimarron County, Oklahoma",327
40027,"Cleveland County, Oklahoma",1536
40029,"Coal County, Oklahoma",398
40031,"Comanche County, Oklahoma",1070
40033,"Cotton County, Oklahoma",480
40035,"Craig County, Oklahoma",575
40037,"Creek County, Oklahoma",801
40039,"Custer County, Oklahoma",734
40041,"Delaware County, Oklahoma",679
40043,"Dewey County, Oklahoma",378
40045,"Ellis County, Oklahoma",465
40047,"Garfield County, Oklahoma",763
40049,"Garvin County, Oklahoma",500
40051,"Grady County, Oklahoma",794
40053,"Grant County, Oklahoma",333
40055,"Greer County, Oklahoma",360
40057,"Harmon County, Oklahoma",306
40059,"Harper County, Oklahoma",351
40061,"Haskell County, Oklahoma",401
40063,"Hughes County, Oklahoma",358
40065,"Jackson County, Oklahoma",572
40067,"Jefferson County, Oklahoma",329
40069,"Johnston County, Oklahoma",381
40071,"Kay County, Oklahoma",566
40073,"Kingfisher County, Oklahoma",714
40075,"Kiowa County, Oklahoma",398
40077,"Latimer County, Oklahoma",354
40079,"Le Flore County, Oklahoma",497
40081,"Lincoln County, Oklahoma",525
40083,"Logan County, Oklahoma",1075
40085,"Love County, Oklahoma",586
40087,"McClain County, Oklahoma",1082
40089,"McCurtain County, Oklahoma",334
40091,"McIntosh County, Oklahoma",439
40093,"Major County, Oklahoma",594
40095,"Marshall County, Oklahoma",494
40097,"Mayes County, Oklahoma",721
40099,"Murray County, Oklahoma",410
40101,"Muskogee County, Oklahoma",647
40103,"Noble County, Oklahoma",692
40105,"Nowata County, Oklahoma",482
40107,"Okfuskee County, Oklahoma",384
40109,"Oklahoma County, Oklahoma",1381
40111,"Okmulgee County, Oklahoma",520
40113,"Osage County, Oklahoma",717
40115,"Ottawa County, Oklahoma",441
40117,"Pawnee County, Oklahoma",612
40119,"Payne County, Oklahoma",1154
40121,"Pittsburg County, Oklahoma",488
40123,"Pontotoc County, Oklahoma",560
40125,"Pottawatomie County, Oklahoma",694
40127,"Pushmataha County, Oklahoma",320
40129,"Roger Mills County, Oklahoma",531
40131,"Rogers County, Oklahoma",1208
40133,"Seminole County, Oklahoma",400
40135,"Sequoyah County, Oklahoma",465
40137,"Stephens County, Oklahoma",625
40139,"Texas County, Oklahoma",538
40141,"Tillman County, Oklahoma",337
40143,"Tulsa County, Oklahoma",1493
40145,"Wagoner County, Oklahoma",1195
40147,"Washington County, Oklahoma",924
40149,"Washita County, Oklahoma",397
40151,"Woods County, Oklahoma",409
40153,"Woodward County, Oklahoma",647
41001,"Baker County, Oregon",1371
41003,"Benton County, Oregon",3003
41005,"Clackamas County, Oregon",3325
41007,"Clatsop County, Oregon",1973
41009,"Columbia County, Oregon",2180
41011,"Coos County, Oregon",1579
41013,"Crook County, Oregon",1629
41015,"Curry County, Oregon",1367
41017,"Deschutes County, Oregon",2521
41019,"Douglas County, Oregon",1402
41021,"Gilliam County, Oregon",1189
41023,"Grant County, Oregon",1355
41025,"Harney County, Oregon",1231
41027,"Hood River County, Oregon",2343
41029,"Jackson County, Oregon",2159
41031,"Jefferson County, Oregon",1848
41033,"Josephine County, Oregon",1362
41035,"Klamath County, Oregon",1196
41037,"Lake County, Oregon",1224
41039,"Lane County, Oregon",2254
41041,"Lincoln County, Oregon",2107
41043,"Linn County, Oregon",2178
41045,"Malheur County, Oregon",1288
41047,"Marion County, Oregon",2270
41049,"Morrow County, Oregon",1415
41051,"Multnomah County, Oregon",3139
41053,"Polk County, Oregon",2416
41055,"Sherman County, Oregon",1290
41057,"Tillamook County, Oregon",1636
41059,"Umatilla County, Oregon",1721
41061,"Union County, Oregon",1451
41063,"Wallowa County, Oregon",1554
41065,"Wasco County, Oregon",2118
41067,"Washington County, Oregon",3278
41069,"Wheeler County, Oregon",1146
41071,"Yamhill County, Oregon",2297
42001,"Adams County, Pennsylvania",2662
42003,"Allegheny County, Pennsylvania",2686
42005,"Armstrong County, Pennsylvania",1703
42007,"Beaver County, Pennsylvania",2021
42009,"Bedford County, Pennsylvania",1083
42011,"Berks County, Pennsylvania",3343
42013,"Blair County, Pennsylvania",1150
42015,"Bradford County, Pennsylvania",1568
42017,"Bucks County, Pennsylvania",4563
42019,"Butler County, Pennsylvania",2288
42021,"Cambria County, Pennsylvania",1246
42023,"Cameron County, Pennsylvania",1352
42025,"Carbon County, Pennsylvania",2502
42027,"Centre County, Pennsylvania",2465
42029,"Chester County, Pennsylvania",4684
42031,"Clarion County, Pennsylvania",1218
42033,"Clearfield County, Pennsylvania",1235
42035,"Clinton County, Pennsylvania",1577
42037,"Columbia County, Pennsylvania",1500
42039,"Crawford County, Pennsylvania",1744
42041,"Cumberland County, Pennsylvania",2359
42043,"Dauphin County, Pennsylvania",2516
42045,"Delaware County, Pennsylvania",4519
42047,"Elk County, Pennsylvania",1434
42049,"Erie County, Pennsylvania",2178
42051,"Fayette County, Pennsylvania",1138
42053,"Forest County, Pennsylvania",952
42055,"Franklin County, Pennsylvania",1964
42057,"Fulton County, Pennsylvania",1740
42059,"Greene County, Pennsylvania",1514
42061,"Huntingdon County, Pennsylvania",1184
42063,"Indiana County, Pennsylvania",1711
42065,"Jefferson County, Pennsylvania",1198
42067,"Juniata County, Pennsylvania",1538
42069,"Lackawanna County, Pennsylvania",2122
42071,"Lancaster County, Pennsylvania",2981
42073,"Lawrence County, Pennsylvania",1521
42075,"Lebanon County, Pennsylvania",2443
42077,"Lehigh County, Pennsylvania",3415
42079,"Luzerne County, Pennsylvania",1849
42081,"Lycoming County, Pennsylvania",1874
42083,"McKean County, Pennsylvania",1229
42085,"Mercer County, Pennsylvania",1533
42087,"Mifflin County, Pennsylvania",1601
42089,"Monroe County, Pennsylvania",4099
42091,"Montgomery County, Pennsylvania",4307
42093,"Montour County, Pennsylvania",1679
42095,"Northampton County, Pennsylvania",3724
42097,"Northumberland County, Pennsylvania",1190
42099,"Perry County, Pennsylvania",2025
42101,"Philadelphia County, Pennsylvania",1359
42103,"Pike County, Pennsylvania",3060
42105,"Potter County, Pennsylvania",1441
42107,"Schuylkill County, Pennsylvania",1497
42109,"Snyder County, Pennsylvania",1711
42111,"Somerset County, Pennsylvania",1155
42113,"Sullivan County, Pennsylvania",1372
42115,"Susquehanna County, Pennsylvania",1888
42117,"Tioga County, Pennsylvania",1748
42119,"Union County, Pennsylvania",1971
42121,"Venango County, Pennsylvania",1253
42123,"Warren County, Pennsylvania",1404
42125,"Washington County, Pennsylvania",1675
42127,"Wayne County, Pennsylvania",2197
42129,"Westmoreland County, Pennsylvania",1988
42131,"Wyoming County, Pennsylvania",2188
42133,"York County, Pennsylvania",3046
44001,"Bristol County, Rhode Island",4896
44003,"Kent County, Rhode Island",3738
44005,"Newport County, Rhode Island",4215
44007,"Providence County, Rhode Island",3747
44009,"Washington County, Rhode Island",4180
45001,"Abbeville County, South Carolina",460
45003,"Aiken County, South Carolina",621
