fips,name,tax
19017,"Bremer County, Iowa",1937
19019,"Buchanan County, Iowa",1585
19021,"Buena Vista County, Iowa",1336
19023,"Butler County, Iowa",1476
19025,"Calhoun County, Iowa",992
19027,"Carroll County, Iowa",1260
19029,"Cass County, Iowa",1396
19031,"Cedar County, Iowa",1698
19033,"Cerro Gordo County, Iowa",1458
19035,"Cherokee County, Iowa",947
19037,"Chickasaw County, Iowa",1132
19039,"Clarke County, Iowa",1392
19041,"Clay County, Iowa",1437
19043,"Clayton County, Iowa",1427
19045,"Clinton County, Iowa",1680
19047,"Crawford County, Iowa",1200
19049,"Dallas County, Iowa",2837
19051,"Davis County, Iowa",1491
19053,"Decatur County, Iowa",1278
19055,"Delaware County, Iowa",1679
19057,"Des Moines County, Iowa",1492
19059,"Dickinson County, Iowa",1648
19061,"Dubuque County, Iowa",1972
19063,"Emmet County, Iowa",1245
19065,"Fayette County, Iowa",1137
19067,"Floyd County, Iowa",1254
19069,"Franklin County, Iowa",1115
19071,"Fremont County, Iowa",1229
19073,"Greene County, Iowa",1243
19075,"Grundy County, Iowa",1482
19077,"Guthrie County, Iowa",1402
19079,"Hamilton County, Iowa",1366
19081,"Hancock County, Iowa",1130
19083,"Hardin County, Iowa",1216
19085,"Harrison County, Iowa",1534
19087,"Henry County, Iowa",1528
19089,"Howard County, Iowa",1291
19091,"Humboldt County, Iowa",1198
19093,"Ida County, Iowa",848
19095,"Iowa County, Iowa",1648
19097,"Jackson County, Iowa",1422
19099,"Jasper County, Iowa",1797
19101,"Jefferson County, Iowa",1390
19103,"Johnson County, Iowa",3000
19105,"Jones County, Iowa",1438
19107,"Keokuk County, Iowa",1006
19109,"Kossuth County, Iowa",1061
19111,"Lee County, Iowa",1252
19113,"Linn County, Iowa",2375
19115,"Louisa County, Iowa",1315
19117,"Lucas County, Iowa",1208
19119,"Lyon County, Iowa",1277
19121,"Madison County, Iowa",2258
19123,"Mahaska County, Iowa",1524
19125,"Marion County, Iowa",1890
19127,"Marshall County, Iowa",1542
19129,"Mills County, Iowa",2192
19131,"Mitchell County, Iowa",1252
19133,"Monona County, Iowa",899
19135,"Monroe County, Iowa",1439
19137,"Montgomery County, Iowa",1225
19139,"Muscatine County, Iowa",1917
19141,"O'Brien County, Iowa",1206
19143,"Osceola County, Iowa",906
19145,"Page County, Iowa",1217
19147,"Palo Alto County, Iowa",1158
19149,"Plymouth County, Iowa",1589
19151,"Pocahontas County, Iowa",710
19153,"Polk County, Iowa",2780
19155,"Pottawattamie County, Iowa",2090
19157,"Poweshiek County, Iowa",1669
19159,"Ringgold County, Iowa",1175
19161,"Sac County, Iowa",885
19163,"Scott County, Iowa",2254
19165,"Shelby County, Iowa",1417
19167,"Sioux County, Iowa",1642
19169,"Story County, Iowa",2397
19171,"Tama County, Iowa",1340
19173,"Taylor County, Iowa",898
19175,"Union County, Iowa",1477
19177,"Van Buren County, Iowa",1069
19179,"Wapello County, Iowa",1276
19181,"Warren County, Iowa",2560
19183,"Washington County, Iowa",1761
19185,"Wayne County, Iowa",1011
19187,"Webster County, Iowa",1337
19189,"Winnebago County, Iowa",1270
19191,"Winneshiek County, Iowa",1859
19193,"Woodbury County, Iowa",1639
19195,"Worth County, Iowa",1194
19197,"Wright County, Iowa",1142
20001,"Allen County, Kansas",1012
20003,"Anderson County, Kansas",1426
20005,"Atchison County, Kansas",1362
20007,"Barber County, Kansas",800
20009,"Barton County, Kansas",1258
20011,"Bourbon County, Kansas",1198
20013,"Brown County, Kansas",1124
20015,"Butler County, Kansas",2173
20017,"Chase County, Kansas",1323
20019,"Chautauqua County, Kansas",962
20021,"Cherokee County, Kansas",913
20023,"Cheyenne County, Kansas",1143
20025,"Clark County, Kansas",1016
20027,"Clay County, Kansas",1458
20029,"Cloud County, Kansas",1169
20031,"Coffey County, Kansas",1252
20033,"Comanche County, Kansas",902
20035,"Cowley County, Kansas",1315
20037,"Crawford County, Kansas",1102
20039,"Decatur County, Kansas",1029
20041,"Dickinson County, Kansas",1437
20043,"Doniphan County, Kansas",1147
20045,"Douglas County, Kansas",2445
20047,"Edwards County, Kansas",755
20049,"Elk County, Kansas",1066
20051,"Ellis County, Kansas",1739
20053,"Ellsworth County, Kansas",1231
20055,"Finney County, Kansas",1512
20057,"Ford County, Kansas",1541
20059,"Franklin County, Kansas",1809
20061,"Geary County, Kansas",2045
20063,"Gove County, Kansas",1001
20065,"Graham County, Kansas",1074
20067,"Grant County, Kansas",1090
20069,"Gray County, Kansas",1572
20071,"Greeley County, Kansas",1389
20073,"Greenwood County, Kansas",877
20075,"Hamilton County, Kansas",1234
20077,"Harper County, Kansas",1218
20079,"Harvey County, Kansas",1627
20081,"Haskell County, Kansas",1266
20083,"Hodgeman County, Kansas",1239
20085,"Jackson County, Kansas",1628
20087,"Jefferson County, Kansas",1940
20089,"Jewell County, Kansas",672
20091,"Johnson County, Kansas",2787
20093,"Kearny County, Kansas",1110
20095,"Kingman County, Kansas",1357
20097,"Kiowa County, Kansas",1757
20099,"Labette County, Kansas",1215
20101,"Lane County, Kansas",910
20103,"Leavenworth County, Kansas",2253
20105,"Lincoln County, Kansas",1275
20107,"Linn County, Kansas",1265
20109,"Logan County, Kansas",1094
20111,"Lyon County, Kansas",1572
20113,"McPherson County, Kansas",1747
20115,"Marion County, Kansas",1452
20117,"Marshall County, Kansas",1188
20119,"Meade County, Kansas",1163
20121,"Miami County, Kansas",2329
20123,"Mitchell County, Kansas",1316
20125,"Montgomery County, Kansas",1157
20127,"Morris County, Kansas",1246
20129,"Morton County, Kansas",1243
20131,"Nemaha County, Kansas",1270
20133,"Neosho County, Kansas",1232
20135,"Ness County, Kansas",876
20137,"Norton County, Kansas",1047
20139,"Osage County, Kansas",1572
20141,"Osborne County, Kansas",937
20143,"Ottawa County, Kansas",1444
20145,"Pawnee County, Kansas",1356
20147,"Phillips County, Kansas",1060
20149,"Pottawatomie County, Kansas",1616
20151,"Pratt County, Kansas",1613
20153,"Rawlins County, Kansas",1077
20155,"Reno County, Kansas",1516
20157,"Republic County, Kansas",915
20159,"Rice County, Kansas",1221
20161,"Riley County, Kansas",2362
20163,"Rooks County, Kansas",999
20165,"Rush County, Kansas",930
20167,"Russell County, Kansas",1179
20169,"Saline County, Kansas",1631
20171,"Scott County, Kansas",1650
20173,"Sedgwick County, Kansas",1652
20175,"Seward County, Kansas",1342
20177,"Shawnee County, Kansas",1895
20179,"Sheridan County, Kansas",1341
20181,"Sherman County, Kansas",1100
20183,"Smith County, Kansas",1301
20185,"Stafford County, Kansas",883
20187,"Stanton County, Kansas",1206
20189,"Stevens County, Kansas",979
20191,"Sumner County, Kansas",1404
20193,"Thomas County, Kansas",1488
20195,"Trego County, Kansas",1233
20197,"Wabaunsee County, Kansas",1616
20199,"Wallace County, Kansas",1174
20201,"Washington County, Kansas",1029
20203,"Wichita County, Kansas",1339
20205,"Wilson County, Kansas",849
20207,"Woodson County, Kansas",994
20209,"Wyandotte County, Kansas",1698
21001,"Adair County, Kentucky",540
21003,"Allen County, Kentucky",719
21005,"Anderson County, Kentucky",1243
21007,"Ballard County, Kentucky",680
21009,"Barren County, Kentucky",780
21011,"Bath County, Kentucky",506
21013,"Bell County, Kentucky",428
21015,"Boone County, Kentucky",1645
21017,"Bourbon County, Kentucky",1051
21019,"Boyd County, Kentucky",809
21021,"Boyle County, Kentucky",1147
21023,"Bracken County, Kentucky",800
21025,"Breathitt County, Kentucky",441
21027,"Breckinridge County, Kentucky",618
21029,"Bullitt County, Kentucky",1373
21031,"Butler County, Kentucky",509
21033,"Caldwell County, Kentucky",520
21035,"Calloway County, Kentucky",875
21037,"Campbell County, Kentucky",1738
21039,"Carlisle County, Kentucky",552
21041,"Carroll County, Kentucky",750
21043,"Carter County, Kentucky",433
21045,"Casey County, Kentucky",494
21047,"Christian County, Kentucky",831
21049,"Clark County, Kentucky",1161
21051,"Clay County, Kentucky",447
21053,"Clinton County, Kentucky",353
21055,"Crittenden County, Kentucky",516
21057,"Cumberland County, Kentucky",376
21059,"Daviess County, Kentucky",1056
21061,"Edmonson County, Kentucky",653
21063,"Elliott County, Kentucky",361
21065,"Estill County, Kentucky",555
21067,"Fayette County, Kentucky",1593
21069,"Fleming County, Kentucky",537
21071,"Floyd County, Kentucky",520
21073,"Franklin County, Kentucky",1241
21075,"Fulton County, Kentucky",603
21077,"Gallatin County, Kentucky",990
21079,"Garrard County, Kentucky",1049
21081,"Grant County, Kentucky",1048
21083,"Graves County, Kentucky",594
21085,"Grayson County, Kentucky",532
21087,"Green County, Kentucky",568
21089,"Greenup County, Kentucky",856
21091,"Hancock County, Kentucky",659
21093,"Hardin County, Kentucky",1049
21095,"Harlan County, Kentucky",448
21097,"Harrison County, Kentucky",838
21099,"Hart County, Kentucky",597
21101,"Henderson County, Kentucky",952
21103,"Henry County, Kentucky",1039
21105,"Hickman County, Kentucky",456
21107,"Hopkins County, Kentucky",763
21109,"Jackson County, Kentucky",467
21111,"Jefferson County, Kentucky",1410
21113,"Jessamine County, Kentucky",1432
21115,"Johnson County, Kentucky",485
21117,"Kenton County, Kentucky",1657
21119,"Knott County, Kentucky",352
21121,"Knox County, Kentucky",505
21123,"Larue County, Kentucky",753
21125,"Laurel County, Kentucky",604
21127,"Lawrence County, Kentucky",603
21129,"Lee County, Kentucky",554
21131,"Leslie County, Kentucky",387
21133,"Letcher County, Kentucky",376
21135,"Lewis County, Kentucky",387
21137,"Lincoln County, Kentucky",593
21139,"Livingston County, Kentucky",549
21141,"Logan County, Kentucky",682
21143,"Lyon County, Kentucky",815
21145,"McCracken County, Kentucky",846
21147,"McCreary County, Kentucky",393
21149,"McLean County, Kentucky",582
21151,"Madison County, Kentucky",1156
21153,"Magoffin County, Kentucky",355
21155,"Marion County, Kentucky",742
21157,"Marshall County, Kentucky",820
21159,"Martin County, Kentucky",391
21161,"Mason County, Kentucky",729
21163,"Meade County, Kentucky",993
21165,"Menifee County, Kentucky",480
21167,"Mercer County, Kentucky",1117
21169,"Metcalfe County, Kentucky",553
21171,"Monroe County, Kentucky",478
21173,"Montgomery County, Kentucky",890
21175,"Morgan County, Kentucky",518
21177,"Muhlenberg County, Kentucky",534
21179,"Nelson County, Kentucky",1169
21181,"Nicholas County, Kentucky",562
21183,"Ohio County, Kentucky",492
21185,"Oldham County, Kentucky",2539
21187,"Owen County, Kentucky",799
21189,"Owsley County, Kentucky",537
21191,"Pendleton County, Kentucky",982
21193,"Perry County, Kentucky",476
21195,"Pike County, Kentucky",455
21197,"Powell County, Kentucky",411
21199,"Pulaski County, Kentucky",712
21201,"Robertson County, Kentucky",652
21203,"Rockcastle County, Kentucky",398
21205,"Rowan County, Kentucky",731
21207,"Russell County, Kentucky",624
21209,"Scott County, Kentucky",1094
21211,"Shelby County, Kentucky",1569
21213,"Simpson County, Kentucky",814
21215,"Spencer County, Kentucky",1490
21217,"Taylor County, Kentucky",740
21219,"Todd County, Kentucky",553
21221,"Trigg County, Kentucky",697
21223,"Trimble County, Kentucky",837
21225,"Union County, Kentucky",700
21227,"Warren County, Kentucky",1019
21229,"Washington County, Kentucky",749
21231,"Wayne County, Kentucky",464
21233,"Webster County, Kentucky",582
21235,"Whitley County, Kentucky",520
21237,"Wolfe County, Kentucky",345
21239,"Woodford County, Kentucky",1354
22001,"Acadia Parish, Louisiana",245
22003,"Allen Parish, Louisiana",200
22005,"Ascension Parish, Louisiana",864
22007,"Assumption Parish, Louisiana",264
22009,"Avoyelles Parish, Louisiana",200
22011,"Beauregard Parish, Louisiana",415
22013,"Bienville Parish, Louisiana",200
22015,"Bossier Parish, Louisiana",782
22017,"Caddo Parish, Louisiana",691
22019,"Calcasieu Parish, Louisiana",439
22021,"Caldwell Parish, Louisiana",297
22023,"Cameron Parish, Louisiana",638
22025,"Catahoula Parish, Louisiana",200
22027,"Claiborne Parish, Louisiana",200
22029,"Concordia Parish, Louisiana",274
22031,"De Soto Parish, Louisiana",285
22033,"East Baton Rouge Parish, Louisiana",894
22035,"East Carroll Parish, Louisiana",200
22037,"East Feliciana Parish, Louisiana",200
22039,"Evangeline Parish, Louisiana",224
22041,"Franklin Parish, Louisiana",200
22043,"Grant Parish, Louisiana",323
22045,"Iberia Parish, Louisiana",344
22047,"Iberville Parish, Louisiana",338
22049,"Jackson Parish, Louisiana",296
22051,"Jefferson Parish, Louisiana",842
22053,"Jefferson Davis Parish, Louisiana",268
22055,"Lafayette Parish, Louisiana",827
22057,"Lafourche Parish, Louisiana",488
22059,"LaSalle Parish, Louisiana",286
22061,"Lincoln Parish, Louisiana",618
22063,"Livingston Parish, Louisiana",805
22065,"Madison Parish, Louisiana",200
22067,"Morehouse Parish, Louisiana",262
22069,"Natchitoches Parish, Louisiana",450
22071,"Orleans Parish, Louisiana",1362
22073,"Ouachita Parish, Louisiana",580
22075,"Plaquemines Parish, Louisiana",686
22077,"Pointe Coupee Parish, Louisiana",352
22079,"Rapides Parish, Louisiana",510
22081,"Red River Parish, Louisiana",295
22083,"Richland Parish, Louisiana",214
22085,"Sabine Parish, Louisiana",254
22087,"St. Bernard Parish, Louisiana",559
22089,"St. Charles Parish, Louisiana",1111
22091,"St. Helena Parish, Louisiana",359
22093,"St. James Parish, Louisiana",567
22095,"St. John the Baptist Parish, Louisiana",589
22097,"St. Landry Parish, Louisiana",267
22099,"St. Martin Parish, Louisiana",374
22101,"St. Mary Parish, Louisiana",269
22103,"St. Tammany Parish, Louisiana",1625
22105,"Tangipahoa Parish, Louisiana",551
22107,"Tensas Parish, Louisiana",200
22109,"Terrebonne Parish, Louisiana",440
22111,"Union Parish, Louisiana",270
22113,"Vermilion Parish, Louisiana",252
22115,"Vernon Parish, Louisiana",338
22117,"Washington Parish, Louisiana",299
22119,"Webster Parish, Louisiana",200
22121,"West Baton Rouge Parish, Louisiana",617
22123,"West Carroll Parish, Louisiana",200
22125,"West Feliciana Parish, Louisiana",929
22127,"Winn Parish, Louisiana",200
23001,"Androscoggin County, Maine",2361
23003,"Aroostook County, Maine",1265
23005,"Cumberland County, Maine",3309
23007,"Franklin County, Maine",1461
23009,"Hancock County, Maine",1811
23011,"Kennebec County, Maine",1845
23013,"Knox County, Maine",2415
23015,"Lincoln County, Maine",1952
23017,"Oxford County, Maine",1640
23019,"Penobscot County, Maine",1777
23021,"Piscataquis County, Maine",1325
23023,"Sagadahoc County, Maine",2555
23025,"Somerset County, Maine",1413
23027,"Waldo County, Maine",1796
23029,"Washington County, Maine",1308
23031,"York County, Maine",2720
24001,"Allegany County, Maryland",1414
24003,"Anne Arundel County, Maryland",2765
24005,"Baltimore County, Maryland",2749
24009,"Calvert County, Maryland",3375
24011,"Caroline County, Maryland",1986
24013,"Carroll County, Maryland",3368
24015,"Cecil County, Maryland",2595
24017,"Charles County, Maryland",3253
24019,"Dorchester County, Maryland",1983
24021,"Frederick County, Maryland",3587
24023,"Garrett County, Maryland",1356
24025,"Harford County, Maryland",3081
24027,"Howard County, Maryland",5042
24029,"Kent County, Maryland",2275
24031,"Montgomery County, Maryland",4193
24033,"Prince George's County, Maryland",3576
24035,"Queen Anne's County, Maryland",2879
24037,"St. Mary's County, Maryland",2648
24039,"Somerset County, Maryland",1416
24041,"Talbot County, Maryland",1897
24043,"Washington County, Maryland",2172
24045,"Wicomico County, Maryland",1720
24047,"Worcester County, Maryland",1928
24510,"Baltimore city, Maryland",2355
25001,"Barnstable County, Massachusetts",2780
25003,"Berkshire County, Massachusetts",2653
25005,"Bristol County, Massachusetts",3058
25007,"Dukes County, Massachusetts",3343
25009,"Essex County, Massachusetts",4256
25011,"Franklin County, Massachusetts",3361
25013,"Hampden County, Massachusetts",3083
25015,"Hampshire County, Massachusetts",3636
25017,"Middlesex County, Massachusetts",4857
25019,"Nantucket County, Massachusetts",3088
25021,"Norfolk County, Massachusetts",4750
25023,"Plymouth County, Massachusetts",4128
25025,"Suffolk County, Massachusetts",3149
25027,"Worcester County, Massachusetts",3523
26001,"Alcona County, Michigan",1101
26003,"Alger County, Michigan",1298
26005,"Allegan County, Michigan",1993
26007,"Alpena County, Michigan",1268
26009,"Antrim County, Michigan",1547
26011,"Arenac County, Michigan",1360
26013,"Baraga County, Michigan",1387
26015,"Barry County, Michigan",1854
26017,"Bay County, Michigan",1815
26019,"Benzie County, Michigan",1469
26021,"Berrien County, Michigan",1740
26023,"Branch County, Michigan",1384
26025,"Calhoun County, Michigan",1895
26027,"Cass County, Michigan",1452
26029,"Charlevoix County, Michigan",1846
26031,"Cheboygan County, Michigan",1223
26033,"Chippewa County, Michigan",1419
26035,"Clare County, Michigan",999
26037,"Clinton County, Michigan",2461
26039,"Crawford County, Michigan",1317
26041,"Delta County, Michigan",1368
26043,"Dickinson County, Michigan",1524
26045,"Eaton County, Michigan",2363
26047,"Emmet County, Michigan",1935
26049,"Genesee County, Michigan",1857
26051,"Gladwin County, Michigan",1388
26053,"Gogebic County, Michigan",1153
26055,"Grand Traverse County, Michigan",2283
26057,"Gratiot County, Michigan",1346
26059,"Hillsdale County, Michigan",1364
26061,"Houghton County, Michigan",1281
26063,"Huron County, Michigan",1448
26065,"Ingham County, Michigan",2758
26067,"Ionia County, Michigan",1625
26069,"Iosco County, Michigan",1111
26071,"Iron County, Michigan",1138
26073,"Isabella County, Michigan",1797
26075,"Jackson County, Michigan",1746
26077,"Kalamazoo County, Michigan",2474
26079,"Kalkaska County, Michigan",1139
26081,"Kent County, Michigan",2318
26083,"Keweenaw County, Michigan",1078
26085,"Lake County, Michigan",1057
26087,"Lapeer County, Michigan",1714
26089,"Leelanau County, Michigan",2234
26091,"Lenawee County, Michigan",1951
26093,"Livingston County, Michigan",2659
26095,"Luce County, Michigan",776
26097,"Mackinac County, Michigan",1306
26099,"Macomb County, Michigan",2572
26101,"Manistee County, Michigan",1450
26103,"Marquette County, Michigan",1422
26105,"Mason County, Michigan",1586
26107,"Mecosta County, Michigan",1421
26109,"Menominee County, Michigan",1140
26111,"Midland County, Michigan",2183
26113,"Missaukee County, Michigan",1218
26115,"Monroe County, Michigan",1963
26117,"Montcalm County, Michigan",1396
26119,"Montmorency County, Michigan",1008
26121,"Muskegon County, Michigan",1716
26123,"Newaygo County, Michigan",1544
26125,"Oakland County, Michigan",3314
26127,"Oceana County, Michigan",1385
26129,"Ogemaw County, Michigan",1133
26131,"Ontonagon County, Michigan",991
26133,"Osceola County, Michigan",1216
26135,"Oscoda County, Michigan",848
26137,"Otsego County, Michigan",1327
26139,"Ottawa County, Michigan",2315
26141,"Presque Isle County, Michigan",1155
26143,"Roscommon County, Michigan",1216
26145,"Saginaw County, Michigan",1673
26147,"St. Clair County, Michigan",1954
26149,"St. Joseph County, Michigan",1411
26151,"Sanilac County, Michigan",1301
26153,"Schoolcraft County, Michigan",1023
26155,"Shiawassee County, Michigan",1687
26157,"Tuscola County, Michigan",1491
26159,"Van Buren County, Michigan",1904
26161,"Washtenaw County, Michigan",3844
26163,"Wayne County, Michigan",2342
26165,"Wexford County, Michigan",1432
27001,"Aitkin County, Minnesota",811
27003,"Anoka County, Minnesota",2359
27005,"Becker County, Minnesota",1364
27007,"Beltrami County, Minnesota",1440
27009,"Benton County, Minnesota",1971
27011,"Big Stone County, Minnesota",1070
27013,"Blue Earth County, Minnesota",1617
27015,"Brown County, Minnesota",1343
27017,"Carlton County, Minnesota",1914
27019,"Carver County, Minnesota",3144
27021,"Cass County, Minnesota",1003
27023,"Chippewa County, Minnesota",1223
27025,"Chisago County, Minnesota",2501
27027,"Clay County, Minnesota",1722
27029,"Clearwater County, Minnesota",960
27031,"Cook County, Minnesota",1183
27033,"Cottonwood County, Minnesota",1081
27035,"Crow Wing County, Minnesota",1337
27037,"Dakota County, Minnesota",2573
27039,"Dodge County, Minnesota",1805
27041,"Douglas County, Minnesota",1757
27043,"Faribault County, Minnesota",973
27045,"Fillmore County, Minnesota",1394
27047,"Freeborn County, Minnesota",1224
27049,"Goodhue County, Minnesota",2097
27051,"Grant County, Minnesota",1292
27053,"Hennepin County, Minnesota",3058
27055,"Houston County, Minnesota",1802
27057,"Hubbard County, Minnesota",1376
27059,"Isanti County, Minnesota",1920
27061,"Itasca County, Minnesota",1035
27063,"Jackson County, Minnesota",1017
27065,"Kanabec County, Minnesota",1496
27067,"Kandiyohi County, Minnesota",1630
27069,"Kittson County, Minnesota",713
27071,"Koochiching County, Minnesota",723
27073,"Lac qui Parle County, Minnesota",886
27075,"Lake County, Minnesota",1006
27077,"Lake of the Woods County, Minnesota",1132
27079,"Le Sueur County, Minnesota",1900
27081,"Lincoln County, Minnesota",1122
27083,"Lyon County, Minnesota",1418
27085,"McLeod County, Minnesota",1898
27087,"Mahnomen County, Minnesota",1184
27089,"Marshall County, Minnesota",772
27091,"Martin County, Minnesota",1048
27093,"Meeker County, Minnesota",1638
27095,"Mille Lacs County, Minnesota",1613
27097,"Morrison County, Minnesota",1441
27099,"Mower County, Minnesota",1079
27101,"Murray County, Minnesota",886
27103,"Nicollet County, Minnesota",1811
27105,"Nobles County, Minnesota",1050
27107,"Norman County, Minnesota",1021
27109,"Olmsted County, Minnesota",2072
27111,"Otter Tail County, Minnesota",1263
27113,"Pennington County, Minnesota",1339
27115,"Pine County, Minnesota",1279
27117,"Pipestone County, Minnesota",921
27119,"Polk County, Minnesota",1486
27121,"Pope County, Minnesota",1349
27123,"Ramsey County, Minnesota",2598
27125,"Red Lake County, Minnesota",996
27127,"Redwood County, Minnesota",1012
27129,"Renville County, Minnesota",1074
27131,"Rice County, Minnesota",2061
27133,"Rock County, Minnesota",982
27135,"Roseau County, Minnesota",1387
27137,"St. Louis County, Minnesota",1298
27139,"Scott County, Minnesota",2981
27141,"Sherburne County, Minnesota",2297
27143,"Sibley County, Minnesota",1665
27145,"Stearns County, Minnesota",1842
27147,"Steele County, Minnesota",1759
27149,"Stevens County, Minnesota",1397
27151,"Swift County, Minnesota",867
27153,"Todd County, Minnesota",1315
27155,"Traverse County, Minnesota",832
27157,"Wabasha County, Minnesota",1747
27159,"Wadena County, Minnesota",1309
27161,"Waseca County, Minnesota",1597
27163,"Washington County, Minnesota",2645
27165,"Watonwan County, Minnesota",967
27167,"Wilkin County, Minnesota",1032
27169,"Winona County, Minnesota",1557
27171,"Wright County, Minnesota",2236
27173,"Yellow Medicine County, Minnesota",1080
28001,"Adams County, Mississippi",583
28003,"Alcorn County, Mississippi",489
28005,"Amite County, Mississippi",334
28007,"Attala County, Mississippi",561
28009,"Benton County, Mississippi",532
28011,"Bolivar County, Mississippi",808
28013,"Calhoun County, Mississippi",532
28015,"Carroll County, Mississippi",523
28017,"Chickasaw County, Mississippi",572
28019,"Choctaw County, Mississippi",338
28021,"Claiborne County, Mississippi",379
28023,"Clarke County, Mississippi",367
28025,"Clay County, Mississippi",589
28027,"Coahoma County, Mississippi",664
28029,"Copiah County, Mississippi",539
28031,"Covington County, Mississippi",388
28033,"DeSoto County, Mississippi",1148
28035,"Forrest County, Mississippi",1050
28037,"Franklin County, Mississippi",401
28039,"George County, Mississippi",690
28041,"Greene County, Mississippi",571
28043,"Grenada County, Mississippi",694
28045,"Hancock County, Mississippi",826
28047,"Harrison County, Mississippi",977
28049,"Hinds County, Mississippi",1001
28051,"Holmes County, Mississippi",395
28053,"Humphreys County, Mississippi",640
28055,"Issaquena County, Mississippi",298
28057,"Itawamba County, Mississippi",492
28059,"Jackson County, Mississippi",1023
28061,"Jasper County, Mississippi",524
28063,"Jefferson County, Mississippi",443
28065,"Jefferson Davis County, Mississippi",468
28067,"Jones County, Mississippi",608
28069,"Kemper County, Mississippi",502
28071,"Lafayette County, Mississippi",1124
28073,"Lamar County, Mississippi",1204
28075,"Lauderdale County, Mississippi",846
28077,"Lawrence County, Mississippi",536
28079,"Leake County, Mississippi",579
28081,"Lee County, Mississippi",919
28083,"Leflore County, Mississippi",610
28085,"Lincoln County, Mississippi",630
28087,"Lowndes County, Mississippi",724
28089,"Madison County, Mississippi",1449
28091,"Marion County, Mississippi",694
28093,"Marshall County, Mississippi",944
28095,"Monroe County, Mississippi",565
28097,"Montgomery County, Mississippi",578
28099,"Neshoba County, Mississippi",612
28101,"Newton County, Mississippi",544
28103,"Noxubee County, Mississippi",590
28105,"Oktibbeha County, Mississippi",947
28107,"Panola County, Mississippi",609
28109,"Pearl River County, Mississippi",913
28111,"Perry County, Mississippi",459
28113,"Pike County, Mississippi",629
28115,"Pontotoc County, Mississippi",674
28117,"Prentiss County, Mississippi",560
28119,"Quitman County, Mississippi",523
28121,"Rankin County, Mississippi",969
28123,"Scott County, Mississippi",505
28125,"Sharkey County, Mississippi",557
28127,"Simpson County, Mississippi",513
28129,"Smith County, Mississippi",495
28131,"Stone County, Mississippi",689
28133,"Sunflower County, Mississippi",723
28135,"Tallahatchie County, Mississippi",431
28137,"Tate County, Mississippi",1065
28139,"Tippah County, Mississippi",511
28141,"Tishomingo County, Mississippi",357
28143,"Tunica County, Mississippi",289
28145,"Union County, Mississippi",564
28147,"Walthall County, Mississippi",541
28149,"Warren County, Mississippi",796
28151,"Washington County, Mississippi",701
28153,"Wayne County, Mississippi",378
28155,"Webster County, Mississippi",561
28157,"Wilkinson County, Mississippi",398
28159,"Winston County, Mississippi",429
28161,"Yalobusha County, Mississippi",564
28163,"Yazoo County, Mississippi",656
29001,"Adair County, Missouri",883
29003,"Andrew County, Missouri",1187
29005,"Atchison County, Missouri",863
29007,"Audrain County, Missouri",956
29009,"Barry County, Missouri",720
29011,"Barton County, Missouri",718
29013,"Bates County, Missouri",760
29015,"Benton County, Missouri",708
29017,"Bollinger County, Missouri",615
29019,"Boone County, Missouri",1593
29021,"Buchanan County, Missouri",970
29023,"Butler County, Missouri",610
29025,"Caldwell County, Missouri",903
29027,"Callaway County, Missouri",941
29029,"Camden County, Missouri",1016
29031,"Cape Girardeau County, Missouri",1045
29033,"Carroll County, Missouri",843
29035,"Carter County, Missouri",588
29037,"Cass County, Missouri",1739
29039,"Cedar County, Missouri",652
29041,"Chariton County, Missouri",676
29043,"Christian County, Missouri",1222
29045,"Clark County, Missouri",773
29047,"Clay County, Missouri",2056
29049,"Clinton County, Missouri",1391
29051,"Cole County, Missouri",1318
29053,"Cooper County, Missouri",1042
29055,"Crawford County, Missouri",748
29057,"Dade County, Missouri",679
29059,"Dallas County, Missouri",559
29061,"Daviess County, Missouri",848
29063,"DeKalb County, Missouri",915
29065,"Dent County, Missouri",646
29067,"Douglas County, Missouri",512
29069,"Dunklin County, Missouri",559
29071,"Franklin County, Missouri",1370
29073,"Gasconade County, Missouri",984
29075,"Gentry County, Missouri",913
29077,"Greene County, Missouri",1115
29079,"Grundy County, Missouri",738
29081,"Harrison County, Missouri",690
29083,"Henry County, Missouri",862
29085,"Hickory County, Missouri",573
29087,"Holt County, Missouri",836
29089,"Howard County, Missouri",896
29091,"Howell County, Missouri",658
29093,"Iron County, Missouri",584
29095,"Jackson County, Missouri",1745
29097,"Jasper County, Missouri",798
29099,"Jefferson County, Missouri",1331
29101,"Johnson County, Missouri",1207
29103,"Knox County, Missouri",657
29105,"Laclede County, Missouri",669
29107,"Lafayette County, Missouri",1179
29109,"Lawrence County, Missouri",720
29111,"Lewis County, Missouri",703
29113,"Lincoln County, Missouri",1300
29115,"Linn County, Missouri",667
29117,"Livingston County, Missouri",896
29119,"McDonald County, Missouri",535
29121,"Macon County, Missouri",716
29123,"Madison County, Missouri",798
29125,"Maries County, Missouri",803
29127,"Marion County, Missouri",848
29129,"Mercer County, Missouri",608
29131,"Miller County, Missouri",812
29133,"Mississippi County, Missouri",521
29135,"Moniteau County, Missouri",872
29137,"Monroe County, Missouri",761
29139,"Montgomery County, Missouri",947
29141,"Morgan County, Missouri",785
29143,"New Madrid County, Missouri",551
29145,"Newton County, Missouri",744
29147,"Nodaway County, Missouri",1115
